PAO1_ID,Name,Product.Name,PA14_ID
PA2882,,probable two-component sensor,PA14_26810
PA2883,,hypothetical protein,PA14_26780
PA2884,,hypothetical protein,PA14_26770
PA2885,atuR,putative repressor of atu genes,PA14_26760
PA2886,atuA,expressed protein with apparent function in citronellol catabolism,PA14_26750
PA2887,atuB,putative dehydrogenase involved in catabolism of citronellol,PA14_26730
PA2888,atuC,"geranyl-CoA carboxylase, beta-subunit",PA14_26720
PA2889,atuD,"citronellyl-CoA dehydrogenase, AtuD",PA14_26700
PA2890,atuE,putative isohexenylglutaconyl-CoA hydratase,PA14_26690
PA2891,atuF,"geranyl-CoA carboxylase, alpha-subunit (biotin-containing)",PA14_26670
PA2892,atuG,"GCase, alpha-subunit (biotin-containing)",PA14_26650
PA2893,atuH,putative very-long chain acyl-CoA synthetase,PA14_26640
PA2894,,hypothetical protein,PA14_26620
PA2895,sbrR,SbrR,PA14_26610
PA2896,sbrI,SbrI,PA14_26600
PA2897,,probable transcriptional regulator,PA14_26590
PA2898,,hypothetical protein,PA14_26580
PA2899,,probable transcriptional regulator,PA14_26570
PA2900,,probable outer membrane protein precursor,PA14_26560
PA2901,,hypothetical protein,PA14_26550
PA2902,,hypothetical protein,PA14_26540
PA2903,cobJ,precorrin-3 methylase CobJ,PA14_26530
PA2904,cobI,precorrin-2 methyltransferase CobI,PA14_26510
PA2905,cobH,precorrin isomerase CobH,PA14_26500
PA2906,,probable oxidoreductase,PA14_26485
PA2907,cobL,precorrin-6y-dependent methyltransferase CobL,PA14_26480
PA2908,cbiD,cobalamin biosynthetic protein CbiD,PA14_26470
PA2909,,hypothetical protein,PA14_26460
PA2910,,conserved hypothetical protein,PA14_26450
PA2911,,probable TonB-dependent receptor,PA14_26420
PA2912,,probable ATP-binding component of ABC transporter,PA14_26400
PA2913,,hypothetical protein,PA14_26390
PA2914,,probable permease of ABC transporter,PA14_26360
PA2915,,hypothetical protein,PA14_26350
PA2916,,hypothetical protein,PA14_26340
PA2917,,probable transcriptional regulator,PA14_26330
PA2918,,probable short-chain dehydrogenase,PA14_26310
PA2919,,hypothetical protein,PA14_26300
PA2920,,probable chemotaxis transducer,PA14_26280
PA2921,,probable transcriptional regulator,PA14_26270
PA2922,,probable hydrolase,PA14_26260
PA2923,hisJ,periplasmic histidine-binding protein HisJ,PA14_26240
PA2924,hisQ,histidine transport system permease HisQ,PA14_26230
PA2925,hisM,histidine transport system permease HisM,PA14_26220
PA2926,hisP,histidine transport protein HisP,PA14_26210
PA2927,,hypothetical protein,PA14_26190
PA2928,,hypothetical protein,PA14_26165
PA2929,,hypothetical protein,PA14_26160
PA2930,,probable transcriptional regulator,PA14_26150
PA2931,cifR,CifR,PA14_26140
PA2932,morB,morphinone reductase,PA14_26130
PA2933,,probable major facilitator superfamily (MFS) transporter,PA14_26110
PA2934,cif,"CFTR inhibitory factor, Cif",PA14_26090
PA2935,,hypothetical protein,PA14_26080
PA2936,,hypothetical protein,PA14_26070
PA2937,,hypothetical protein,PA14_26060
PA2938,,probable transporter,PA14_26050
PA2939,,probable aminopeptidase,PA14_26020
PA2940,,probable acyl-CoA thiolase,PA14_26010
PA2941,,hypothetical protein,PA14_26000
PA2942,,probable magnesium chelatase,PA14_25990
PA2943,,phospho-2-dehydro-3-deoxyheptonate aldolase,PA14_25980
PA2944,cobN,cobalamin biosynthetic protein CobN,PA14_25970
PA2945,,conserved hypothetical protein,PA14_25960
PA2946,,hypothetical protein,PA14_25940
PA2947,cobE,CobE,PA14_25930
PA2948,cobM,precorrin-3 methylase,PA14_25920
PA2949,,esterase,PA14_25910
PA2950,pfmá,"proton motive force protein, PMF",PA14_25900
PA2951,etfA,electron transfer flavoprotein alpha-subunit,PA14_25880
PA2952,etfB,electron transfer flavoprotein beta-subunit,PA14_25860
PA2953,,electron transfer flavoprotein-ubiquinone oxidoreductase,PA14_25840
PA2954,,hypothetical protein,PA14_25830
PA2955,,hypothetical protein,PA14_25820
PA2956,,conserved hypothetical protein,PA14_25810
PA2957,,probable transcriptional regulator,PA14_25800
PA2958,,hypothetical protein,PA14_25790
PA2959,,conserved hypothetical protein,PA14_25780
PA2960,pilZ,type 4 fimbrial biogenesis protein PilZ,PA14_25770
PA2961,holB,"DNA polymerase III, delta prime subunit",PA14_25760
PA2962,tmk,thymidylate kinase,PA14_25740
PA2963,,conserved hypothetical protein,PA14_25730
PA2964,pabC,4-amino-4-deoxychorismate lyase,PA14_25710
PA2965,fabF1,beta-ketoacyl-acyl carrier protein synthase II,PA14_25690
PA2966,acpP,acyl carrier protein,PA14_25670
PA2967,fabG,3-oxoacyl-[acyl-carrier-protein] reductase,PA14_25660
PA2968,fabD,malonyl-CoA-[acyl-carrier-protein] transacylase,PA14_25650
PA2969,plsX,fatty acid biosynthesis protein PlsX,PA14_25640
PA2970,rpmF,50S ribosomal protein L32,PA14_25630
PA2971,,conserved hypothetical protein,PA14_25620
PA2972,,conserved hypothetical protein,PA14_25610
PA2973,,probable peptidase,PA14_25600
PA2974,,probable hydrolase,PA14_25590
PA2975,rluC,ribosomal large subunit pseudouridine synthase C,PA14_25580
PA2976,rne,ribonuclease E,
PA2977,murB,UDP-N-acetylpyruvoylglucosamine reductase,PA14_25550
PA2978,ptpA,phosphotyrosine protein phosphatase,PA14_25540
PA2979,kdsB,3-deoxy-manno-octulosonate cytidylyltransferase,PA14_25530
PA2980,,conserved hypothetical protein,PA14_25520
PA2981,lpxK,tetraacyldisaccharide 4*-kinase,PA14_25510
PA2982,,conserved hypothetical protein,PA14_25500
PA2983,,probable tolQ-type transport protein,PA14_25490
PA2984,,hypothetical protein,PA14_25480
PA2985,,hypothetical protein,PA14_25470
PA2986,lolC,lipoprotein localization protein LolC,PA14_25450
PA2987,lolD,lipoprotein localization protein LolD,PA14_25440
PA2988,lolE,lipoprotein localization protein LolE,PA14_25430
PA2989,,hypothetical protein,PA14_25420
PA2990,,probable phosphodiesterase,PA14_25400
PA2991,sth,soluble pyridine nucleotide transhydrogenase,PA14_25390
PA2992,,hypothetical protein,PA14_25370
PA2993,,conserved hypothetical protein,PA14_25360
PA2994,nqrF,"Na+-translocating NADH:quinone oxidoreductase, subunit Nqr6",PA14_25350
PA2995,nqrE,Na+-translocating NADH:quinone oxidoreductase subunit Nqr5,PA14_25340
PA2996,nqrD,Na+-translocating NADH:uniquinone oxidoreductase subunit Nqr4,PA14_25330
PA2997,nqrC,Na+-translocating NADH:ubiquinone oxidoreductase subunit Nrq3,PA14_25320
PA2998,nqrB,Na+-translocating NADH:ubiquinone oxidoreductase subunit Nrq2,PA14_25305
PA2999,nqrA,Na+-translocating NADH:ubiquinone oxidoreductase subunit Nrq1,PA14_25280
PA3000,aroP1,aromatic amino acid transport protein AroP1,PA14_25270
PA3001,,probable glyceraldehyde-3-phosphate dehydrogenase,PA14_25250
PA3002,mfd,transcription-repair coupling protein Mfd,PA14_25230
PA3003,,hypothetical protein,PA14_25220
PA3004,,5-methylthioadenosine phosphorylase MtnP,PA14_25210
PA3005,nagZ,beta-N-acetyl-D-glucosaminidase,PA14_25195
PA3006,psrA,transcriptional regulator PsrA,PA14_25180
PA3007,lexA,repressor protein LexA,PA14_25160
PA3008,,hypothetical protein,PA14_25150
PA3009,,hypothetical protein,PA14_25140
PA3010,,hypothetical protein,PA14_25130
PA3011,topA,DNA topoisomerase I,PA14_25110
PA3012,,hypothetical protein,PA14_25100
PA3013,faoB,fatty-acid oxidation complex beta-subunit,PA14_25090
PA3014,faoA,fatty-acid oxidation complex alpha-subunit,PA14_25080
PA3015,,hypothetical protein,PA14_25060
PA3016,,hypothetical protein,PA14_25050
PA3017,,conserved hypothetical protein,PA14_25040
PA3018,,hypothetical protein,PA14_25030
PA3019,,probable ATP-binding component of ABC transporter,PA14_25020
PA3020,,probable soluble lytic transglycosylase,PA14_25000
PA3021,,hypothetical protein,PA14_24990
PA3022,,hypothetical protein,PA14_24980
PA3023,,conserved hypothetical protein,PA14_24970
PA3024,,probable carbohydrate kinase,PA14_24960
PA3025,,probable FAD-dependent glycerol-3-phosphate dehydrogenase,PA14_24950
PA3026,,conserved hypothetical protein,PA14_24940
PA3027,,probable transcriptional regulator,PA14_24920
PA3028,moeA2,molybdenum cofactor biosynthesis protein A2,PA14_24910
PA3029,moaB2,molybdopterin biosynthetic protein B2,PA14_24900
PA3030,mobA,molybdopterin-guanine dinucleotide biosynthesis protein MobA,PA14_24890
PA3031,,hypothetical protein,PA14_24880
PA3032,snr1,cytochrome c Snr1,PA14_24860
PA3033,,hypothetical protein,PA14_24850
PA3034,,probable transcriptional regulator,PA14_24840
PA3035,,probable glutathione S-transferase,PA14_24830
PA3036,,hypothetical protein,PA14_24820
PA3037,,hypothetical protein,PA14_24810
PA3038,opdQ,OpdQ,PA14_24790
PA3039,,probable transporter,PA14_24780
PA3040,,conserved hypothetical protein,PA14_24770
PA3041,,hypothetical protein,PA14_24760
PA3042,,hypothetical protein,PA14_24740
PA3043,,conserved hypothetical protein,PA14_24730
PA3044,rocsS2,Two-component sensor RocS2,PA14_24720
PA3045,rocA2,"Two-component response regulator, RocA2",PA14_24710
PA3046,,conserved hypothetical protein,PA14_24700
PA3047,,probable D-alanyl-D-alanine carboxypeptidase,PA14_24690
PA3048,,conserved hypothetical protein,PA14_24675
PA3049,rmf,ribosome modulation factor,PA14_24650
PA3050,pyrD,dihydroorotate dehydrogenase,PA14_24640
PA3051,,hypothetical protein,PA14_24630
PA3052,,hypothetical protein,PA14_24620
PA3053,,probable hydrolytic enzyme,PA14_24610
PA3054,,hypothetical protein,PA14_24600
PA3055,,hypothetical protein,PA14_24590
PA3056,,hypothetical protein,PA14_24580
PA3057,,hypothetical protein,PA14_24570
PA3058,pelG,PelG,PA14_24560
PA3059,pelF,PelF,PA14_24550
PA3060,pelE,PelE,PA14_24530
PA3061,pelD,PelD,PA14_24510
PA3062,pelC,PelC,PA14_24500
PA3063,pelB,PelB,PA14_24490
PA3064,pelA,PelA,PA14_24480
PA3065,,hypothetical protein,
PA3066,,hypothetical protein,
PA3067,,probable transcriptional regulator,
PA3068,gdhB,NAD-dependent glutamate dehydrogenase,PA14_24445
PA3069,,hypothetical protein,PA14_24440
PA3070,,conserved hypothetical protein,PA14_24430
PA3071,,hypothetical protein,PA14_24420
PA3072,,hypothetical protein,PA14_24410
PA3073,,hypothetical protein,PA14_24400
PA3074,,hypothetical protein,PA14_24390
PA3075,,hypothetical protein,PA14_24380
PA3076,,hypothetical protein,PA14_24370
PA3077,cprR,CprR,PA14_24350
PA3078,cprS,CprS,PA14_24340
PA3079,,hypothetical protein,PA14_24330
PA3080,,hypothetical protein,PA14_24310
PA3081,,conserved hypothetical protein,PA14_24300
PA3082,gbt,glycine betaine transmethylase,PA14_24290
PA3083,pepN,aminopeptidase N,PA14_24270
PA3084,,hypothetical protein,PA14_24260
PA3085,,hypothetical protein,PA14_24245
PA3086,,hypothetical protein,PA14_24240
PA3087,,hypothetical protein,PA14_24230
PA3088,,conserved hypothetical protein,PA14_24220
PA3089,,hypothetical protein,PA14_24210
PA3090,,hypothetical protein,
PA3091,,hypothetical protein,PA14_24180
PA3092,fadH1,"2,4-dienoyl-CoA reductase FadH1",PA14_24170
PA3093,,hypothetical protein,PA14_24150
PA3094,,probable transcriptional regulator,PA14_24140
PA3095,xcpZ,general secretion pathway protein M,PA14_24100
PA3096,xcpY,general secretion pathway protein L,PA14_24080
PA3097,xcpX,general secretion pathway protein K,PA14_24070
PA3098,xcpW,general secretion pathway protein J,PA14_24060
PA3099,xcpV,general secretion pathway protein I,PA14_24050
PA3100,xcpU,General secretion pathway outer membrane protein H precursor,PA14_24040
PA3101,xcpT,general secretion pathway protein G,PA14_24020
PA3102,xcpS,general secretion pathway protein F,PA14_24010
PA3103,xcpR,general secretion pathway protein E,PA14_23990
PA3104,xcpP,secretion protein XcpP,PA14_23980
PA3105,xcpQ,general secretion pathway protein D,PA14_23970
PA3106,,probable short-chain dehydrogenase,PA14_23950
PA3107,metZ,o-succinylhomoserine sulfhydrylase,PA14_23930
PA3108,purF,amidophosphoribosyltransferase,PA14_23920
PA3109,,hypothetical protein,PA14_23900
PA3110,,hypothetical protein,PA14_23890
PA3111,folC,folylpolyglutamate synthetase,PA14_23880
PA3112,accD,acetyl-CoA carboxylase beta subunit,PA14_23860
PA3113,trpF,N-(5'phosphoribosyl)anthranilate (PRA) isomerase,PA14_23850
PA3114,truA,tRNA-pseudouridine synthase I,PA14_23840
PA3115,fimV,Motility protein FimV,PA14_23830
PA3116,,probable aspartate-semialdehyde dehydrogenase,PA14_23810
PA3117,asd,aspartate semialdehyde dehydrogenase,PA14_23800
PA3118,leuB,3-isopropylmalate dehydrogenase,PA14_23790
PA3119,,conserved hypothetical protein,PA14_23770
PA3120,leuD,3-isopropylmalate dehydratase small subunit,PA14_23760
PA3121,leuC,3-isopropylmalate dehydratase large subunit,PA14_23750
PA3122,,probable transcriptional regulator,PA14_23730
PA3123,,conserved hypothetical protein,PA14_23720
PA3124,,probable transcriptional regulator,PA14_23700
PA3125,,hypothetical protein,PA14_23690
PA3126,ibpA,heat-shock protein IbpA,PA14_23680
PA3127,,hypothetical protein,PA14_23670
PA3128,,probable short-chain dehydrogenase,PA14_23650
PA3129,,conserved hypothetical protein,PA14_23640
PA3130,,hypothetical protein,PA14_23630
PA3131,,probable aldolase,PA14_23620
PA3132,,probable hydrolase,PA14_23610
PA3133,,probable transcriptional regulator,PA14_23590
PA3134,gltX,glutamyl-tRNA synthetase,PA14_23560
PA3135,,probable transcriptional regulator,PA14_23540
PA3136,,probable secretion protein,PA14_23530
PA3137,,probable major facilitator superfamily (MFS) transporter,PA14_23520
PA3138,uvrB,excinuclease ABC subunit B,PA14_23510
PA3139,,probable amino acid aminotransferase,PA14_23500
PA3140,,hypothetical protein,PA14_23480
PA3141,wbpM,nucleotide sugar epimerase/dehydratase WbpM,PA14_23470
PA3142,,integrase,
PA3143,,transposase,
PA3144,,transposase with Helix-turn-helix Hin domain,
PA3145,wbpL,glycosyltransferase WbpL,PA14_23460
PA3146,wbpK,probable NAD-dependent epimerase/dehydratase WbpK,PA14_23450
PA3147,wbpJ,probable glycosyl transferase WbpJ,
PA3148,wbpI,UDP-N-acetylglucosamine 2-epimerase WbpI,PA14_23370
PA3149,wbpH,probable glycosyltransferase WbpH,
PA3150,wbpG,LPS biosynthesis protein WbpG,
PA3151,hisF2,"imidazoleglycerol-phosphate synthase, cyclase subunit",
PA3152,hisH2,glutamine amidotransferase,
PA3153,wzx,O-antigen translocase,
PA3154,wzy,B-band O-antigen polymerase,
PA3155,wbpE,"UDP-2-acetamido-2-dideoxy-d-ribo-hex-3-uluronic acid transaminase, wbpE",
PA3156,wbpD,"UDP-2-acetamido-3-amino-2,3-dideoxy-d-glucuronic acid N-acetyltransferase, WbpD",
PA3157,,probable acetyltransferase,
PA3158,wbpB,"UDP-2-acetamido-2-deoxy-d-glucuronic acid 3-dehydrogenase, WbpB",
PA3159,wbpA,UDP-N-acetyl-d-glucosamine 6-Dehydrogenase,
PA3160,wzz,O-antigen chain length regulator,PA14_23360
PA3161,himD,integration host factor beta subunit,PA14_23340
PA3162,rpsA,30S ribosomal protein S1,PA14_23330
PA3163,cmk,cytidylate kinase,PA14_23320
PA3164,still frameshift 3-phosphoshikimate 1-carboxyvinyltransferase prephenate dehydrogenase,,
PA3165,hisC2,histidinol-phosphate aminotransferase,PA14_23290
PA3166,pheA,chorismate mutase,PA14_23280
PA3167,serC,3-phosphoserine aminotransferase,PA14_23270
PA3168,gyrA,DNA gyrase subunit A,PA14_23260
PA3169,,5-methylthioribose-1-phosphate isomerase MtnA,PA14_23250
PA3170,,conserved hypothetical protein,PA14_23240
PA3171,ubiG,3-demethylubiquinone-9 3-methyltransferase,PA14_23220
PA3172,,probable hydrolase,PA14_23210
PA3173,,probable short-chain dehydrogenase,PA14_23200
PA3174,hutR,HutR,PA14_23190
PA3175,hutE,HutE,PA14_23170
PA3176,gltS,"glutamate/sodium ion symporter, GltS",PA14_23160
PA3177,,hypothetical protein,PA14_23130
PA3178,,hypothetical protein,PA14_23120
PA3179,,conserved hypothetical protein,PA14_23110
PA3180,,hypothetical protein,PA14_23100
PA3181,,2-keto-3-deoxy-6-phosphogluconate aldolase,PA14_23090
PA3182,pgl,6-phosphogluconolactonase,PA14_23080
PA3183,zwf,glucose-6-phosphate 1-dehydrogenase,PA14_23070
PA3184,,probable transcriptional regulator,PA14_23060
PA3185,,hypothetical protein,PA14_23050
PA3186,oprB,Glucose/carbohydrate outer membrane porin OprB precursor,PA14_23030
PA3187,,probable ATP-binding component of ABC transporter,PA14_23010
PA3188,,probable permease of ABC sugar transporter,PA14_23000
PA3189,,probable permease of ABC sugar transporter,PA14_22990
PA3190,,probable binding protein component of ABC sugar transporter,PA14_22980
PA3191,gtrS,"glucose transport sensor, GtrS",PA14_22960
PA3192,gltR,two-component response regulator GltR,PA14_22940
PA3193,glk,glucokinase,PA14_22930
PA3194,edd,phosphogluconate dehydratase,PA14_22910
PA3195,gapA,glyceraldehyde 3-phosphate dehydrogenase,PA14_22890
PA3196,,hypothetical protein,PA14_22870
PA3197,,hypothetical protein,PA14_22860
PA3198,,conserved hypothetical protein,PA14_22840
PA3199,,conserved hypothetical protein,PA14_22830
PA3200,,conserved hypothetical protein,PA14_22820
PA3201,,conserved hypothetical protein,PA14_22800
PA3202,,conserved hypothetical protein,PA14_22780
PA3203,,hypothetical protein,PA14_22770
PA3204,cpxR,two-component response regulator CpxR,PA14_22760
PA3205,,hypothetical protein,PA14_22740
PA3206,,probable two-component sensor,PA14_22730
PA3207,,hypothetical protein,PA14_22720
PA3208,,conserved hypothetical protein,PA14_22710
PA3209,,conserved hypothetical protein,PA14_22700
PA3210,trkH,potassium uptake protein TrkH,PA14_22690
PA3211,,probable permease of ABC transporter,PA14_22680
PA3212,,probable ATP-binding component of ABC transporter,PA14_22670
PA3213,,hypothetical protein,PA14_22660
PA3214,,hypothetical protein,PA14_22650
PA3215,,probable transcriptional regulator,PA14_22640
PA3216,,hypothetical protein,PA14_22630
PA3217,cyaB,CyaB,PA14_22620
PA3218,,hypothetical protein,
PA3219,,hypothetical protein,PA14_22590
PA3220,,probable transcriptional regulator,PA14_22580
PA3221,csaA,CsaA protein,PA14_22570
PA3222,,hypothetical protein,PA14_22560
PA3223,azoR3,"AzoR3, azoreductase 3",PA14_22490
PA3224,,hypothetical protein,PA14_22480
PA3225,,probable transcriptional regulator,PA14_22470
PA3226,,probable hydrolase,PA14_22460
PA3227,ppiA,peptidyl-prolyl cis-trans isomerase A,PA14_22450
PA3228,,probable ATP-binding/permease fusion ABC transporter,PA14_22440
PA3229,,hypothetical protein,PA14_22420
PA3230,,conserved hypothetical protein,PA14_22410
PA3231,,hypothetical protein,PA14_22400
PA3232,,probable nuclease,PA14_22380
PA3233,,hypothetical protein,PA14_22370
PA3234,,probable sodium:solute symporter,PA14_22350
PA3235,,conserved hypothetical protein,PA14_22340
PA3236,betX,BetX,PA14_22330
PA3237,,hypothetical protein,PA14_22320
PA3238,,hypothetical protein,PA14_22310
PA3239,,conserved hypothetical protein,PA14_22290
PA3240,,conserved hypothetical protein,PA14_22075
PA3241,,hypothetical protein,PA14_22060
PA3242,htrB2,temperature-regulated acyltransferase HtrB1,PA14_22050
PA3243,minC,cell division inhibitor MinC,PA14_22040
PA3244,minD,cell division inhibitor MinD,PA14_22020
PA3245,minE,cell division topological specificity factor MinE,PA14_22010
PA3246,rluA,pseudouridine synthase RluA,PA14_22000
PA3247,,hypothetical protein,PA14_21990
PA3248,,Uncharacterized protein,PA14_21980
PA3249,,probable transcriptional regulator,PA14_21970
PA3250,,hypothetical protein,PA14_21960
PA3251,,hypothetical protein,PA14_21940
PA3252,,probable permease of ABC transporter,PA14_21930
PA3253,,probable permease of ABC transporter,PA14_21920
PA3254,,probable ATP-binding component of ABC transporter,PA14_21910
PA3255,,hypothetical protein,PA14_21900
PA3256,,probable oxidoreductase,PA14_21890
PA3257,algO,AlgO,PA14_21880
PA3258,,hypothetical protein,PA14_21870
PA3259,,hypothetical protein,PA14_21860
PA3260,,probable transcriptional regulator,PA14_21850
PA3261,,hypothetical protein,PA14_21840
PA3262,,"probable peptidyl-prolyl cis-trans isomerase, FkbP-type",PA14_21820
PA3263,,conserved hypothetical protein,PA14_21790
PA3264,,probable transporter,PA14_21780
PA3265,,probable transporter,PA14_21770
PA3266,capB,cold acclimation protein B,PA14_21760
PA3267,,hypothetical protein,PA14_21750
PA3268,,probable TonB-dependent receptor,PA14_21730
PA3269,,probable transcriptional regulator,PA14_21720
PA3270,,hypothetical protein,PA14_21710
PA3271,,probable two-component sensor,PA14_21700
PA3272,,probable ATP-dependent DNA helicase,PA14_21690
PA3273,,hypothetical protein,PA14_21680
PA3274,,hypothetical protein,PA14_21670
PA3275,,conserved hypothetical protein,PA14_21660
PA3276,,hypothetical protein,PA14_21650
PA3277,,probable short-chain dehydrogenase,PA14_21640
PA3278,,hypothetical protein,PA14_21630
PA3279,oprP,Phosphate-specific outer membrane porin OprP precursor,PA14_21620
PA3280,oprO,Pyrophosphate-specific outer membrane porin OprO precursor,PA14_21610
PA3281,,hypothetical protein,PA14_21600
PA3282,,hypothetical protein,PA14_21590
PA3283,,conserved hypothetical protein,PA14_21580
PA3284,,hypothetical protein,PA14_21570
PA3285,,"probable sigma-70 factor, ECF subfamily",PA14_21550
PA3286,,hypothetical protein,PA14_21540
PA3287,,conserved hypothetical protein,PA14_21530
PA3288,,hypothetical protein,PA14_21520
PA3289,,hypothetical protein,PA14_21510
PA3290,tle1,Tle1,PA14_21490
PA3291,tli1,Tli1,PA14_21480
PA3292,,hypothetical protein,PA14_21470
PA3293,,hypothetical protein,PA14_21460
PA3294,vgrG4a,VgrG4a,PA14_21450
PA3295,,probable HIT family protein,PA14_21440
PA3296,phoA,alkaline phosphatase,PA14_21410
PA3297,,probable ATP-dependent helicase,PA14_21400
PA3298,,hypothetical protein,PA14_21380
PA3299,fadD1,long-chain-fatty-acid--CoA ligase,PA14_21370
PA3300,fadD2,long-chain-fatty-acid--CoA ligase,PA14_21340
PA3301,,hypothetical protein,PA14_21320
PA3302,,conserved hypothetical protein,PA14_21310
PA3303,,probable major facilitator superfamily (MFS) transporter,PA14_21300
PA3304,,conserved hypothetical protein,PA14_21290
PA3305,,hypothetical protein,PA14_21280
PA3306,,hypothetical protein,PA14_21250
PA3307,,hypothetical protein,PA14_21240
PA3308,hepA,RNA helicase HepA,PA14_21230
PA3309,,conserved hypothetical protein,PA14_21220
PA3310,,conserved hypothetical protein,PA14_21210
PA3311,nbdA,NbdA,PA14_21190
PA3312,,probable 3-hydroxyisobutyrate dehydrogenase,PA14_21180
PA3313,,hypothetical protein,PA14_21175
PA3314,,probable ATP-binding component of ABC transporter,PA14_21160
PA3315,,probable permease of ABC transporter,PA14_21150
PA3316,,probable permease of ABC transporter,PA14_21140
PA3317,,hypothetical protein,PA14_21130
PA3318,,hypothetical protein,PA14_21120
PA3319,plcN,non-hemolytic phospholipase C precursor,PA14_21110
PA3320,,hypothetical protein,PA14_21090
PA3321,,probable transcriptional regulator,PA14_21080
PA3322,,hypothetical protein,PA14_21070
PA3323,,conserved hypothetical protein,PA14_21060
PA3324,,probable short-chain dehydrogenase,PA14_21050
PA3325,,conserved hypothetical protein,PA14_21040
PA3326,clpP2,ClpP2,PA14_21030
PA3327,,probable non-ribosomal peptide synthetase,PA14_21020
PA3328,,probable FAD-dependent monooxygenase,PA14_21010
PA3329,,hypothetical protein,PA14_21000
PA3330,,probable short chain dehydrogenase,PA14_20980
PA3331,,cytochrome P450,PA14_20970
PA3332,,conserved hypothetical protein,PA14_20960
PA3333,fabH2,3-oxoacyl-[acyl-carrier-protein] synthase III,PA14_20950
PA3334,,probable acyl carrier protein,PA14_20940
PA3335,,hypothetical protein,PA14_20920
PA3336,,probable major facilitator superfamily (MFS) transporter,PA14_20900
PA3337,rfaD,ADP-L-glycero-D-mannoheptose 6-epimerase,PA14_20890
PA3338,,hypothetical protein,PA14_20880
PA3339,plpD,"patatin-like protein, PlpD",PA14_20870
PA3340,,hypothetical protein,PA14_20860
PA3341,,probable transcriptional regulator,PA14_20850
PA3342,,hypothetical protein,PA14_20840
PA3343,hsbD,diguanylate cyclase HsbD,PA14_20820
PA3344,recQ,ATP-dependent DNA helicase RecQ,PA14_20810
PA3345,hptB,Histidine phosphotransfer protein HptB,PA14_20800
PA3346,hsbR,HptB-dependent secretion and biofilm regulator HsbR,PA14_20780
PA3347,hsbA,HptB-dependent secretion and biofilm anti anti-sigma factor HsbA,PA14_20770
PA3348,,probable chemotaxis protein methyltransferase,PA14_20760
PA3349,,probable chemotaxis protein,PA14_20750
PA3350,,hypothetical protein,PA14_20740
PA3351,flgM,FlgM,PA14_20730
PA3352,,hypothetical protein,PA14_20720
PA3353,,hypothetical protein,PA14_20700
PA3354,,hypothetical protein,PA14_20690
PA3355,,hypothetical protein,PA14_20680
PA3356,pauA5,Glutamylpolyamine synthetase,PA14_20670
PA3357,dsdA,D-serine dehydratase,PA14_20650
PA3358,,hypothetical protein,PA14_20640
PA3359,,hypothetical protein,PA14_20630
PA3360,,probable secretion protein,PA14_20620
PA3361,lecB,fucose-binding lectin PA-IIL,PA14_20610
PA3362,,hypothetical protein,
PA3363,amiR,aliphatic amidase regulator,PA14_20590
PA3364,amiC,aliphatic amidase expression-regulating protein,PA14_20580
PA3365,,probable chaperone,PA14_20570
PA3366,amiE,aliphatic amidase,PA14_20560
PA3367,,hypothetical protein,PA14_20550
PA3368,,probable acetyltransferase,PA14_20491
PA3369,,hypothetical protein,PA14_20480
PA3370,,hypothetical protein,PA14_20470
PA3371,,hypothetical protein,PA14_20460
PA3372,,conserved hypothetical protein,PA14_20450
PA3373,,conserved hypothetical protein,PA14_20440
PA3374,,conserved hypothetical protein,PA14_20430
PA3375,,probable ATP-binding component of ABC transporter,PA14_20420
PA3376,,probable ATP-binding component of ABC transporter,PA14_20400
PA3377,,conserved hypothetical protein,PA14_20390
PA3378,,conserved hypothetical protein,PA14_20380
PA3379,,conserved hypothetical protein,PA14_20370
PA3380,,conserved hypothetical protein,PA14_20360
PA3381,,probable transcriptional regulator,PA14_20350
PA3382,phnE,phosphonate transport protein PhnE,PA14_20330
PA3383,,binding protein component of ABC phosphonate transporter,PA14_20320
PA3384,phnC,ATP-binding component of ABC phosphonate transporter,PA14_20300
PA3385,amrZ,alginate and motility regulator Z,PA14_20290
PA3386,,conserved hypothetical protein,PA14_20280
PA3387,rhlG,beta-ketoacyl reductase,PA14_20270
PA3388,,conserved hypothetical protein,PA14_20260
PA3389,,probable ring-cleaving dioxygenase,PA14_20240
PA3390,,hypothetical protein,PA14_20250
PA3391,nosR,regulatory protein NosR,PA14_20230
PA3392,nosZ,nitrous-oxide reductase precursor,PA14_20200
PA3393,nosD,NosD protein,PA14_20190
PA3394,nosF,NosF protein,PA14_20180
PA3395,nosY,NosY protein,PA14_20170
PA3396,nosL,NosL protein,PA14_20150
PA3397,fprA,FprA,PA14_20140
PA3398,,probable transcriptional regulator,PA14_20130
PA3399,,hypothetical protein,PA14_20120
PA3400,,hypothetical protein,PA14_20110
PA3401,,hypothetical protein,PA14_20100
PA3402,,hypothetical protein,PA14_20080
PA3403,,hypothetical protein,PA14_20070
PA3404,,probable outer membrane protein precursor,PA14_20050
PA3405,hasE,metalloprotease secretion protein,PA14_20040
PA3406,hasD,transport protein HasD,PA14_20030
PA3407,hasAp,heme acquisition protein HasAp,PA14_20020
PA3408,hasR,Heme uptake outer membrane receptor HasR precursor,PA14_20010
PA3409,hasS,HasS,PA14_20000
PA3410,hasI,HasI,PA14_19990
PA3411,,hypothetical protein,PA14_19970
