PAO1_ID,Name,Product.Name,GeneID.(PAO1),PA14_ID
PA3000,aroP1,aromatic amino acid transport protein AroP1,880559,PA14_25270
PA3001,,probable glyceraldehyde-3-phosphate dehydrogenase,880414,PA14_25250
PA3002,mfd,transcription-repair coupling protein Mfd,880415,PA14_25230
PA3003,,hypothetical protein,880520,PA14_25220
PA3004,,5-methylthioadenosine phosphorylase MtnP,880215,PA14_25210
PA3005,nagZ,beta-N-acetyl-D-glucosaminidase,880216,PA14_25195
PA3006,psrA,transcriptional regulator PsrA,879874,PA14_25180
PA3007,lexA,repressor protein LexA,879875,PA14_25160
PA3008,,hypothetical protein,880164,PA14_25150
PA3009,,hypothetical protein,880165,PA14_25140
PA3010,,hypothetical protein,880352,PA14_25130
PA3011,topA,DNA topoisomerase I,880353,PA14_25110
PA3012,,hypothetical protein,880522,PA14_25100
PA3013,faoB,fatty-acid oxidation complex beta-subunit,880523,PA14_25090
PA3014,faoA,fatty-acid oxidation complex alpha-subunit,878680,PA14_25080
PA3015,,hypothetical protein,878681,PA14_25060
PA3016,,hypothetical protein,879098,PA14_25050
PA3017,,conserved hypothetical protein,879099,PA14_25040
PA3018,,hypothetical protein,878860,PA14_25030
PA3019,,probable ATP-binding component of ABC transporter,878861,PA14_25020
PA3020,,probable soluble lytic transglycosylase,878768,PA14_25000
PA3021,,hypothetical protein,878769,PA14_24990
PA3022,,hypothetical protein,882985,PA14_24980
PA3023,,conserved hypothetical protein,882986,PA14_24970
PA3024,,probable carbohydrate kinase,879788,PA14_24960
PA3025,,probable FAD-dependent glycerol-3-phosphate dehydrogenase,879789,PA14_24950
PA3026,,conserved hypothetical protein,879019,PA14_24940
PA3027,,probable transcriptional regulator,879020,PA14_24920
PA3028,moeA2,molybdenum cofactor biosynthesis protein A2,879359,PA14_24910
PA3029,moaB2,molybdopterin biosynthetic protein B2,879360,PA14_24900
PA3030,mobA,molybdopterin-guanine dinucleotide biosynthesis protein MobA,882980,PA14_24890
PA3031,,hypothetical protein,882981,PA14_24880
PA3031.1,,tRNA-Pro,3240238,
PA3032,snr1,cytochrome c Snr1,878993,PA14_24860
PA3033,,hypothetical protein,882976,PA14_24850
PA3034,,probable transcriptional regulator,882977,PA14_24840
PA3035,,probable glutathione S-transferase,882880,PA14_24830
PA3036,,hypothetical protein,882881,PA14_24820
PA3037,,hypothetical protein,882876,PA14_24810
PA3038,opdQ,OpdQ,882877,PA14_24790
PA3039,,probable transporter,882983,PA14_24780
PA3040,,conserved hypothetical protein,882984,PA14_24770
PA3041,,hypothetical protein,882874,PA14_24760
PA3042,,hypothetical protein,882875,PA14_24740
PA3043,,conserved hypothetical protein,882872,PA14_24730
PA3044,rocsS2,Two-component sensor RocS2,882873,PA14_24720
PA3045,rocA2,"Two-component response regulator, RocA2",882868,PA14_24710
PA3046,,conserved hypothetical protein,882869,PA14_24700
PA3047,,probable D-alanyl-D-alanine carboxypeptidase,882878,PA14_24690
PA3048,,conserved hypothetical protein,882879,PA14_24675
PA3049,rmf,ribosome modulation factor,882866,PA14_24650
PA3050,pyrD,dihydroorotate dehydrogenase,882867,PA14_24640
PA3051,,hypothetical protein,882864,PA14_24630
PA3052,,hypothetical protein,882865,PA14_24620
PA3053,,probable hydrolytic enzyme,882862,PA14_24610
PA3054,,hypothetical protein,882863,PA14_24600
PA3055,,hypothetical protein,882870,PA14_24590
PA3056,,hypothetical protein,882871,PA14_24580
PA3057,,hypothetical protein,879928,PA14_24570
PA3058,pelG,PelG,879929,PA14_24560
PA3059,pelF,PelF,879152,PA14_24550
PA3060,pelE,PelE,879153,PA14_24530
PA3061,pelD,PelD,880405,PA14_24510
PA3062,pelC,PelC,880406,PA14_24500
PA3063,pelB,PelB,878832,PA14_24490
PA3064,pelA,PelA,878833,PA14_24480
PA3065,,hypothetical protein,879844,
PA3066,,hypothetical protein,879845,
PA3067,,probable transcriptional regulator,878663,
PA3068,gdhB,NAD-dependent glutamate dehydrogenase,878664,PA14_24445
PA3069,,hypothetical protein,878738,PA14_24440
PA3070,,conserved hypothetical protein,878739,PA14_24430
PA3071,,hypothetical protein,878808,PA14_24420
PA3072,,hypothetical protein,878809,PA14_24410
PA3073,,hypothetical protein,879108,PA14_24400
PA3074,,hypothetical protein,879109,PA14_24390
PA3075,,hypothetical protein,878347,PA14_24380
PA3076,,hypothetical protein,878348,PA14_24370
PA3077,cprR,CprR,882974,PA14_24350
PA3078,cprS,CprS,882975,PA14_24340
PA3079,,hypothetical protein,882959,PA14_24330
PA3080,,hypothetical protein,882960,PA14_24310
PA3081,,conserved hypothetical protein,882949,PA14_24300
PA3082,gbt,glycine betaine transmethylase,882950,PA14_24290
PA3083,pepN,aminopeptidase N,882952,PA14_24270
PA3084,,hypothetical protein,882720,PA14_24260
PA3085,,hypothetical protein,882721,PA14_24245
PA3086,,hypothetical protein,882728,PA14_24240
PA3087,,hypothetical protein,882729,PA14_24230
PA3088,,conserved hypothetical protein,882736,PA14_24220
PA3089,,hypothetical protein,882737,PA14_24210
PA3090,,hypothetical protein,,
PA3091,,hypothetical protein,882747,PA14_24180
PA3092,fadH1,"2,4-dienoyl-CoA reductase FadH1",879829,PA14_24170
PA3093,,hypothetical protein,879830,PA14_24150
PA3094,,probable transcriptional regulator,882761,PA14_24140
PA3094.1,,tRNA-Asp,3240270,
PA3094.3,,tRNA-Val,3240274,
PA3095,xcpZ,general secretion pathway protein M,882766,PA14_24100
PA3096,xcpY,general secretion pathway protein L,882778,PA14_24080
PA3097,xcpX,general secretion pathway protein K,882779,PA14_24070
PA3098,xcpW,general secretion pathway protein J,882776,PA14_24060
PA3099,xcpV,general secretion pathway protein I,882777,PA14_24050
PA3100,xcpU,General secretion pathway outer membrane protein H precursor,882756,PA14_24040
PA3101,xcpT,general secretion pathway protein G,878731,PA14_24020
PA3102,xcpS,general secretion pathway protein F,878732,PA14_24010
PA3103,xcpR,general secretion pathway protein E,877804,PA14_23990
PA3104,xcpP,secretion protein XcpP,877805,PA14_23980
PA3105,xcpQ,general secretion pathway protein D,880114,PA14_23970
PA3106,,probable short-chain dehydrogenase,880115,PA14_23950
PA3107,metZ,o-succinylhomoserine sulfhydrylase,880476,PA14_23930
PA3108,purF,amidophosphoribosyltransferase,880477,PA14_23920
PA3109,,hypothetical protein,879903,PA14_23900
PA3110,,hypothetical protein,879055,PA14_23890
PA3111,folC,folylpolyglutamate synthetase,879056,PA14_23880
PA3112,accD,acetyl-CoA carboxylase beta subunit,877680,PA14_23860
PA3113,trpF,N-(5'phosphoribosyl)anthranilate (PRA) isomerase,877681,PA14_23850
PA3114,truA,tRNA-pseudouridine synthase I,879910,PA14_23840
PA3115,fimV,Motility protein FimV,879911,PA14_23830
PA3116,,probable aspartate-semialdehyde dehydrogenase,882802,PA14_23810
PA3117,asd,aspartate semialdehyde dehydrogenase,882803,PA14_23800
PA3118,leuB,3-isopropylmalate dehydrogenase,882812,PA14_23790
PA3119,,conserved hypothetical protein,882813,PA14_23770
PA3120,leuD,3-isopropylmalate dehydratase small subunit,882818,PA14_23760
PA3121,leuC,3-isopropylmalate dehydratase large subunit,882827,PA14_23750
PA3122,,probable transcriptional regulator,882828,PA14_23730
PA3123,,conserved hypothetical protein,878816,PA14_23720
PA3124,,probable transcriptional regulator,878817,PA14_23700
PA3125,,hypothetical protein,882639,PA14_23690
PA3126,ibpA,heat-shock protein IbpA,882640,PA14_23680
PA3127,,hypothetical protein,882635,PA14_23670
PA3128,,probable short-chain dehydrogenase,882636,PA14_23650
PA3129,,conserved hypothetical protein,877973,PA14_23640
PA3130,,hypothetical protein,877974,PA14_23630
PA3131,,probable aldolase,879952,PA14_23620
PA3132,,probable hydrolase,879953,PA14_23610
PA3133,,probable transcriptional regulator,880097,PA14_23590
PA3133.1,,tRNA-Glu,3240227,
PA3133.2,,tRNA-Ala,3240243,
PA3133.4,,tRNA-Ala,3240219,
PA3134,gltX,glutamyl-tRNA synthetase,882647,PA14_23560
PA3135,,probable transcriptional regulator,882648,PA14_23540
PA3136,,probable secretion protein,882602,PA14_23530
PA3137,,probable major facilitator superfamily (MFS) transporter,882603,PA14_23520
PA3138,uvrB,excinuclease ABC subunit B,882670,PA14_23510
PA3139,,probable amino acid aminotransferase,882671,PA14_23500
PA3139.1,,tRNA-Asn,3240254,
PA3140,,hypothetical protein,882703,PA14_23480
PA3141,wbpM,nucleotide sugar epimerase/dehydratase WbpM,882583,PA14_23470
PA3142,,integrase,882584,
PA3143,,transposase,882682,
PA3144,,transposase with Helix-turn-helix Hin domain,,
PA3145,wbpL,glycosyltransferase WbpL,882697,PA14_23460
PA3146,wbpK,probable NAD-dependent epimerase/dehydratase WbpK,882698,PA14_23450
PA3147,wbpJ,probable glycosyl transferase WbpJ,882692,
PA3148,wbpI,UDP-N-acetylglucosamine 2-epimerase WbpI,882693,PA14_23370
PA3149,wbpH,probable glycosyltransferase WbpH,882607,
PA3150,wbpG,LPS biosynthesis protein WbpG,882581,
PA3151,hisF2,"imidazoleglycerol-phosphate synthase, cyclase subunit",882582,
PA3152,hisH2,glutamine amidotransferase,882589,
PA3153,wzx,O-antigen translocase,882590,
PA3154,wzy,B-band O-antigen polymerase,882652,
PA3155,wbpE,"UDP-2-acetamido-2-dideoxy-d-ribo-hex-3-uluronic acid transaminase, wbpE",882653,
PA3156,wbpD,"UDP-2-acetamido-3-amino-2,3-dideoxy-d-glucuronic acid N-acetyltransferase, WbpD",882593,
PA3157,,probable acetyltransferase,882641,
PA3158,wbpB,"UDP-2-acetamido-2-deoxy-d-glucuronic acid 3-dehydrogenase, WbpB",882642,
PA3159,wbpA,UDP-N-acetyl-d-glucosamine 6-Dehydrogenase,879921,
PA3160,wzz,O-antigen chain length regulator,879922,PA14_23360
PA3161,himD,integration host factor beta subunit,882561,PA14_23340
PA3162,rpsA,30S ribosomal protein S1,882562,PA14_23330
PA3163,cmk,cytidylate kinase,878958,PA14_23320
PA3164,still frameshift 3-phosphoshikimate 1-carboxyvinyltransferase prephenate dehydrogenase,,878959,
PA3165,hisC2,histidinol-phosphate aminotransferase,882694,PA14_23290
PA3166,pheA,chorismate mutase,882699,PA14_23280
PA3167,serC,3-phosphoserine aminotransferase,882700,PA14_23270
PA3168,gyrA,DNA gyrase subunit A,882800,PA14_23260
PA3169,,5-methylthioribose-1-phosphate isomerase MtnA,882801,PA14_23250
PA3170,,conserved hypothetical protein,882672,PA14_23240
PA3171,ubiG,3-demethylubiquinone-9 3-methyltransferase,882673,PA14_23220
PA3172,,probable hydrolase,882632,PA14_23210
PA3173,,probable short-chain dehydrogenase,882633,PA14_23200
PA3174,hutR,HutR,882684,PA14_23190
PA3175,hutE,HutE,882685,PA14_23170
PA3176,gltS,"glutamate/sodium ion symporter, GltS",882660,PA14_23160
PA3177,,hypothetical protein,882661,PA14_23130
PA3178,,hypothetical protein,882704,PA14_23120
PA3179,,conserved hypothetical protein,882705,PA14_23110
PA3180,,hypothetical protein,882579,PA14_23100
PA3181,,2-keto-3-deoxy-6-phosphogluconate aldolase,882580,PA14_23090
PA3182,pgl,6-phosphogluconolactonase,882680,PA14_23080
PA3183,zwf,glucose-6-phosphate 1-dehydrogenase,882681,PA14_23070
PA3184,,probable transcriptional regulator,882618,PA14_23060
PA3185,,hypothetical protein,882619,PA14_23050
PA3186,oprB,Glucose/carbohydrate outer membrane porin OprB precursor,882788,PA14_23030
PA3187,,probable ATP-binding component of ABC transporter,880539,PA14_23010
PA3188,,probable permease of ABC sugar transporter,880540,PA14_23000
PA3189,,probable permease of ABC sugar transporter,882900,PA14_22990
PA3190,,probable binding protein component of ABC sugar transporter,882901,PA14_22980
PA3191,gtrS,"glucose transport sensor, GtrS",882906,PA14_22960
PA3192,gltR,two-component response regulator GltR,882907,PA14_22940
PA3193,glk,glucokinase,882908,PA14_22930
PA3194,edd,phosphogluconate dehydratase,882909,PA14_22910
PA3195,gapA,glyceraldehyde 3-phosphate dehydrogenase,882829,PA14_22890
PA3196,,hypothetical protein,882830,PA14_22870
PA3197,,hypothetical protein,882389,PA14_22860
PA3198,,conserved hypothetical protein,882390,PA14_22840
PA3199,,conserved hypothetical protein,882531,PA14_22830
PA3200,,conserved hypothetical protein,882532,PA14_22820
PA3201,,conserved hypothetical protein,882573,PA14_22800
PA3202,,conserved hypothetical protein,882574,PA14_22780
PA3203,,hypothetical protein,882543,PA14_22770
PA3204,cpxR,two-component response regulator CpxR,882544,PA14_22760
PA3205,,hypothetical protein,882545,PA14_22740
PA3206,,probable two-component sensor,882546,PA14_22730
PA3207,,hypothetical protein,882537,PA14_22720
PA3208,,conserved hypothetical protein,882538,PA14_22710
PA3209,,conserved hypothetical protein,882535,PA14_22700
PA3210,trkH,potassium uptake protein TrkH,882536,PA14_22690
PA3211,,probable permease of ABC transporter,882550,PA14_22680
PA3212,,probable ATP-binding component of ABC transporter,882551,PA14_22670
PA3213,,hypothetical protein,882539,PA14_22660
PA3214,,hypothetical protein,882540,PA14_22650
PA3215,,probable transcriptional regulator,882541,PA14_22640
PA3216,,hypothetical protein,882542,PA14_22630
PA3217,cyaB,CyaB,882555,PA14_22620
PA3218,,hypothetical protein,,
PA3219,,hypothetical protein,882547,PA14_22590
PA3220,,probable transcriptional regulator,882548,PA14_22580
PA3221,csaA,CsaA protein,882552,PA14_22570
PA3222,,hypothetical protein,882553,PA14_22560
PA3223,azoR3,"AzoR3, azoreductase 3",882554,PA14_22490
PA3224,,hypothetical protein,882529,PA14_22480
PA3225,,probable transcriptional regulator,882530,PA14_22470
PA3226,,probable hydrolase,882463,PA14_22460
PA3227,ppiA,peptidyl-prolyl cis-trans isomerase A,882464,PA14_22450
PA3228,,probable ATP-binding/permease fusion ABC transporter,882399,PA14_22440
PA3229,,hypothetical protein,882400,PA14_22420
PA3230,,conserved hypothetical protein,882391,PA14_22410
PA3231,,hypothetical protein,882392,PA14_22400
PA3232,,probable nuclease,882393,PA14_22380
PA3233,,hypothetical protein,882394,PA14_22370
PA3234,,probable sodium:solute symporter,882395,PA14_22350
PA3235,,conserved hypothetical protein,882396,PA14_22340
PA3236,betX,BetX,882397,PA14_22330
PA3237,,hypothetical protein,882398,PA14_22320
PA3238,,hypothetical protein,882401,PA14_22310
PA3239,,conserved hypothetical protein,882402,PA14_22290
PA3240,,conserved hypothetical protein,882403,PA14_22075
PA3241,,hypothetical protein,882404,PA14_22060
PA3242,htrB2,temperature-regulated acyltransferase HtrB1,882405,PA14_22050
PA3243,minC,cell division inhibitor MinC,882406,PA14_22040
PA3244,minD,cell division inhibitor MinD,882407,PA14_22020
PA3245,minE,cell division topological specificity factor MinE,882408,PA14_22010
PA3246,rluA,pseudouridine synthase RluA,882409,PA14_22000
PA3247,,hypothetical protein,882410,PA14_21990
PA3248,,Uncharacterized protein,882411,PA14_21980
PA3249,,probable transcriptional regulator,882412,PA14_21970
PA3250,,hypothetical protein,882413,PA14_21960
PA3251,,hypothetical protein,882414,PA14_21940
PA3252,,probable permease of ABC transporter,882415,PA14_21930
PA3253,,probable permease of ABC transporter,882416,PA14_21920
PA3254,,probable ATP-binding component of ABC transporter,882417,PA14_21910
PA3255,,hypothetical protein,882418,PA14_21900
PA3256,,probable oxidoreductase,882419,PA14_21890
PA3257,algO,AlgO,882420,PA14_21880
PA3258,,hypothetical protein,882421,PA14_21870
PA3259,,hypothetical protein,882422,PA14_21860
PA3259.1,,Uncharacterized protein,,
PA3260,,probable transcriptional regulator,882423,PA14_21850
PA3261,,hypothetical protein,882424,PA14_21840
PA3262,,"probable peptidyl-prolyl cis-trans isomerase, FkbP-type",882425,PA14_21820
PA3263,,conserved hypothetical protein,882426,PA14_21790
PA3264,,probable transporter,882427,PA14_21780
PA3265,,probable transporter,882428,PA14_21770
PA3266,capB,cold acclimation protein B,882429,PA14_21760
PA3267,,hypothetical protein,882430,PA14_21750
PA3268,,probable TonB-dependent receptor,882431,PA14_21730
PA3269,,probable transcriptional regulator,882432,PA14_21720
PA3270,,hypothetical protein,882433,PA14_21710
PA3271,,probable two-component sensor,882434,PA14_21700
PA3272,,probable ATP-dependent DNA helicase,882435,PA14_21690
PA3273,,hypothetical protein,882436,PA14_21680
PA3274,,hypothetical protein,882437,PA14_21670
PA3275,,conserved hypothetical protein,882438,PA14_21660
PA3276,,hypothetical protein,882439,PA14_21650
PA3277,,probable short-chain dehydrogenase,882440,PA14_21640
PA3278,,hypothetical protein,882441,PA14_21630
PA3279,oprP,Phosphate-specific outer membrane porin OprP precursor,882442,PA14_21620
PA3280,oprO,Pyrophosphate-specific outer membrane porin OprO precursor,882443,PA14_21610
PA3281,,hypothetical protein,882444,PA14_21600
PA3282,,hypothetical protein,882445,PA14_21590
PA3283,,conserved hypothetical protein,882446,PA14_21580
PA3284,,hypothetical protein,882447,PA14_21570
PA3285,,"probable sigma-70 factor, ECF subfamily",882448,PA14_21550
PA3286,,hypothetical protein,882449,PA14_21540
PA3287,,conserved hypothetical protein,882450,PA14_21530
PA3288,,hypothetical protein,882451,PA14_21520
PA3289,,hypothetical protein,882452,PA14_21510
PA3290,tle1,Tle1,882453,PA14_21490
PA3291,tli1,Tli1,882454,PA14_21480
PA3292,,hypothetical protein,882455,PA14_21470
PA3293,,hypothetical protein,882456,PA14_21460
PA3294,vgrG4a,VgrG4a,882457,PA14_21450
PA3295,,probable HIT family protein,882458,PA14_21440
PA3296,phoA,alkaline phosphatase,882459,PA14_21410
PA3297,,probable ATP-dependent helicase,882460,PA14_21400
PA3298,,hypothetical protein,882461,PA14_21380
PA3299,fadD1,long-chain-fatty-acid--CoA ligase,882462,PA14_21370
PA3300,fadD2,long-chain-fatty-acid--CoA ligase,882465,PA14_21340
PA3301,,hypothetical protein,882466,PA14_21320
PA3302,,conserved hypothetical protein,882467,PA14_21310
PA3303,,probable major facilitator superfamily (MFS) transporter,882468,PA14_21300
PA3304,,conserved hypothetical protein,882469,PA14_21290
PA3304.1,P18,P18,6965623,
PA3305,,hypothetical protein,882470,PA14_21280
PA3305.1,phrS,PhrS,6965615,
PA3306,,hypothetical protein,882471,PA14_21250
PA3307,,hypothetical protein,882472,PA14_21240
PA3308,hepA,RNA helicase HepA,882473,PA14_21230
PA3309,,conserved hypothetical protein,882474,PA14_21220
PA3310,,conserved hypothetical protein,882475,PA14_21210
PA3311,nbdA,NbdA,882476,PA14_21190
PA3312,,probable 3-hydroxyisobutyrate dehydrogenase,882477,PA14_21180
PA3313,,hypothetical protein,882478,PA14_21175
PA3314,,probable ATP-binding component of ABC transporter,882479,PA14_21160
PA3315,,probable permease of ABC transporter,882480,PA14_21150
PA3316,,probable permease of ABC transporter,882481,PA14_21140
PA3317,,hypothetical protein,882482,PA14_21130
PA3318,,hypothetical protein,882483,PA14_21120
PA3319,plcN,non-hemolytic phospholipase C precursor,882484,PA14_21110
PA3320,,hypothetical protein,882485,PA14_21090
PA3321,,probable transcriptional regulator,882486,PA14_21080
PA3322,,hypothetical protein,882487,PA14_21070
PA3323,,conserved hypothetical protein,882488,PA14_21060
PA3324,,probable short-chain dehydrogenase,882489,PA14_21050
PA3325,,conserved hypothetical protein,882490,PA14_21040
PA3326,clpP2,ClpP2,882491,PA14_21030
PA3327,,probable non-ribosomal peptide synthetase,882492,PA14_21020
PA3328,,probable FAD-dependent monooxygenase,882493,PA14_21010
PA3329,,hypothetical protein,882494,PA14_21000
PA3330,,probable short chain dehydrogenase,882495,PA14_20980
PA3331,,cytochrome P450,882496,PA14_20970
PA3332,,conserved hypothetical protein,882497,PA14_20960
PA3333,fabH2,3-oxoacyl-[acyl-carrier-protein] synthase III,882498,PA14_20950
PA3334,,probable acyl carrier protein,882499,PA14_20940
PA3335,,hypothetical protein,882500,PA14_20920
PA3336,,probable major facilitator superfamily (MFS) transporter,882501,PA14_20900
PA3337,rfaD,ADP-L-glycero-D-mannoheptose 6-epimerase,882502,PA14_20890
PA3338,,hypothetical protein,882503,PA14_20880
PA3339,plpD,"patatin-like protein, PlpD",882504,PA14_20870
PA3340,,hypothetical protein,882505,PA14_20860
PA3341,,probable transcriptional regulator,882506,PA14_20850
PA3342,,hypothetical protein,882507,PA14_20840
PA3343,hsbD,diguanylate cyclase HsbD,882508,PA14_20820
PA3344,recQ,ATP-dependent DNA helicase RecQ,882509,PA14_20810
PA3345,hptB,Histidine phosphotransfer protein HptB,882510,PA14_20800
PA3346,hsbR,HptB-dependent secretion and biofilm regulator HsbR,882513,PA14_20780
PA3347,hsbA,HptB-dependent secretion and biofilm anti anti-sigma factor HsbA,882514,PA14_20770
PA3348,,probable chemotaxis protein methyltransferase,882515,PA14_20760
PA3349,,probable chemotaxis protein,882516,PA14_20750
PA3350,,hypothetical protein,882517,PA14_20740
PA3351,flgM,FlgM,882518,PA14_20730
PA3352,,hypothetical protein,882519,PA14_20720
PA3353,,hypothetical protein,882520,PA14_20700
PA3354,,hypothetical protein,882521,PA14_20690
PA3355,,hypothetical protein,882522,PA14_20680
PA3356,pauA5,Glutamylpolyamine synthetase,882523,PA14_20670
PA3357,dsdA,D-serine dehydratase,882524,PA14_20650
PA3358,,hypothetical protein,882525,PA14_20640
PA3359,,hypothetical protein,882526,PA14_20630
PA3360,,probable secretion protein,882527,PA14_20620
PA3361,lecB,fucose-binding lectin PA-IIL,882528,PA14_20610
PA3362,,hypothetical protein,880572,
PA3363,amiR,aliphatic amidase regulator,880573,PA14_20590
PA3364,amiC,aliphatic amidase expression-regulating protein,877798,PA14_20580
PA3365,,probable chaperone,877799,PA14_20570
PA3366,amiE,aliphatic amidase,877816,PA14_20560
PA3366.1,amiL,AmiL,9793395,
PA3367,,hypothetical protein,877817,PA14_20550
PA3368.1,,tRNA-Arg,3240241,
PA3368,,probable acetyltransferase,878154,PA14_20491
PA3369,,hypothetical protein,878448,PA14_20480
PA3370,,hypothetical protein,878449,PA14_20470
PA3371,,hypothetical protein,879550,PA14_20460
PA3372,,conserved hypothetical protein,879551,PA14_20450
PA3373,,conserved hypothetical protein,877998,PA14_20440
PA3374,,conserved hypothetical protein,877999,PA14_20430
PA3375,,probable ATP-binding component of ABC transporter,879947,PA14_20420
PA3376,,probable ATP-binding component of ABC transporter,879948,PA14_20400
PA3377,,conserved hypothetical protein,877807,PA14_20390
PA3378,,conserved hypothetical protein,877808,PA14_20380
PA3379,,conserved hypothetical protein,878393,PA14_20370
PA3380,,conserved hypothetical protein,878394,PA14_20360
PA3381,,probable transcriptional regulator,878142,PA14_20350
PA3382,phnE,phosphonate transport protein PhnE,878143,PA14_20330
PA3383,,binding protein component of ABC phosphonate transporter,880002,PA14_20320
PA3384,phnC,ATP-binding component of ABC phosphonate transporter,880003,PA14_20300
PA3385,amrZ,alginate and motility regulator Z,878714,PA14_20290
PA3386,,conserved hypothetical protein,878715,PA14_20280
PA3387,rhlG,beta-ketoacyl reductase,880033,PA14_20270
PA3388,,conserved hypothetical protein,880034,PA14_20260
PA3390,,hypothetical protein,880038,PA14_20250
PA3389,,probable ring-cleaving dioxygenase,880039,PA14_20240
PA3391,nosR,regulatory protein NosR,879823,PA14_20230
PA3392,nosZ,nitrous-oxide reductase precursor,879824,PA14_20200
PA3393,nosD,NosD protein,880013,PA14_20190
PA3394,nosF,NosF protein,879977,PA14_20180
PA3395,nosY,NosY protein,879978,PA14_20170
PA3396,nosL,NosL protein,879912,PA14_20150
PA3397,fprA,FprA,879913,PA14_20140
PA3398,,probable transcriptional regulator,879954,PA14_20130
PA3399,,hypothetical protein,879955,PA14_20120
PA3400,,hypothetical protein,879900,PA14_20110
PA3401,,hypothetical protein,879901,PA14_20100
PA3402,,hypothetical protein,879960,PA14_20080
PA3403,,hypothetical protein,879961,PA14_20070
PA3404,,probable outer membrane protein precursor,880018,PA14_20050
PA3405,hasE,metalloprotease secretion protein,880019,PA14_20040
PA3406,hasD,transport protein HasD,878849,PA14_20030
PA3407,hasAp,heme acquisition protein HasAp,879854,PA14_20020
PA3408,hasR,Heme uptake outer membrane receptor HasR precursor,879855,PA14_20010
PA3409,hasS,HasS,878697,PA14_20000
PA3410,hasI,HasI,878698,PA14_19990
PA3411,,hypothetical protein,879796,PA14_19970
PA3412,,hypothetical protein,879797,PA14_19960
PA3413,,conserved hypothetical protein,878733,PA14_19950
PA3414,,hypothetical protein,878734,PA14_19940
PA3415,,probable dihydrolipoamide acetyltransferase,878691,PA14_19920
PA3416,,"probable pyruvate dehydrogenase E1 component, beta chain",878692,PA14_19910
PA3417,,"probable pyruvate dehydrogenase E1 component, alpha subunit",879876,PA14_19900
PA3418,ldh,leucine dehydrogenase,879877,PA14_19870
PA3419,,hypothetical protein,878744,PA14_19860
PA3420,,probable transcriptional regulator,878745,PA14_19850
PA3421,,conserved hypothetical protein,878810,PA14_19830
PA3422,,hypothetical protein,878811,PA14_19810
PA3423,,probable transcriptional regulator,878862,PA14_19800
PA3424,,hypothetical protein,878863,PA14_19770
PA3425,,hypothetical protein,879086,PA14_19750
PA3426,,probable enoyl CoA-hydratase/isomerase,879087,PA14_19740
PA3427,,probable short-chain dehydrogenases,878922,PA14_19730
PA3428,,hypothetical protein,878923,PA14_19720
PA3429,,probable epoxide hydrolase,878948,PA14_19710
PA3430,,probable aldolase,878949,PA14_19700
PA3431,,conserved hypothetical protein,878983,PA14_19690
PA3432,,hypothetical protein,878984,PA14_19680
PA3433,,probable transcriptional regulator,878899,PA14_19670
PA3435,,conserved hypothetical protein,879040,PA14_19660
PA3436,,hypothetical protein,879041,PA14_19650
PA3437,folM,"dihydromonapterin reductase, FolM",878764,PA14_19640
PA3438,folE1,GTP cyclohydrolase I precursor,878765,PA14_19630
PA3439,folX,"d-erythro-7,8-dihydroneopterin triphosphate epimerase",877686,PA14_19620
PA3440,,conserved hypothetical protein,879138,PA14_19610
PA3440.1,,Uncharacterized protein,,
PA3441,,probable molybdopterin-binding protein,879139,PA14_19590
PA3442,,probable ATP-binding component of ABC transporter,879100,PA14_19580
PA3443,,probable permease of ABC transporter,879101,PA14_19570
PA3444,,conserved hypothetical protein,879163,PA14_19560
PA3445,,conserved hypothetical protein,879164,PA14_19540
PA3446,,conserved hypothetical protein,879615,PA14_19530
PA3447,,probable ATP-binding component of ABC transporter,879616,PA14_19520
PA3448,,probable permease of ABC transporter,879113,PA14_19510
PA3449,,conserved hypothetical protein,879114,PA14_19500
PA3450,lsfA,1-Cys peroxiredoxin LsfA,877870,PA14_19490
PA3451,,hypothetical protein,877871,PA14_19480
PA3452,mqoA,malate:quinone oxidoreductase,879029,PA14_19470
PA3453,,conserved hypothetical protein,879030,PA14_19450
PA3454,,probable acyl-CoA thiolase,878852,PA14_19430
PA3455,,conserved hypothetical protein,878853,PA14_19410
PA3456,,hypothetical protein,877843,PA14_19400
PA3457,,hypothetical protein,877844,PA14_19390
PA3458,,probable transcriptional regulator,879710,PA14_19380
PA3459,,probable glutamine amidotransferase,879711,PA14_19370
PA3460,,probable acetyltransferase,877868,PA14_19360
PA3461,,conserved hypothetical protein,877869,PA14_19350
PA3462,,probable sensor/response regulator hybrid,877734,PA14_19340
PA3463,,conserved hypothetical protein,877735,PA14_19330
PA3464,,hypothetical protein,877841,PA14_19320
PA3465,,conserved hypothetical protein,877842,PA14_19310
PA3466,,probable ATP-dependent RNA helicase,877976,PA14_19290
PA3467,,probable major facilitator superfamily (MFS) transporter,877977,PA14_19270
PA3468,,conserved hypothetical protein,878868,PA14_19230
PA3469,,conserved hypothetical protein,878869,PA14_19210
PA3470,,hypothetical protein,879924,PA14_19205
PA3471,,probable malic enzyme,879925,PA14_19190
PA3472,,hypothetical protein,878938,PA14_19170
PA3473,,hypothetical protein,878939,PA14_19160
PA3474,,conserved hypothetical protein,878975,PA14_19150
PA3475,pheC,cyclohexadienyl dehydratase precursor,878976,PA14_19140
PA3476,rhlI,autoinducer synthesis protein RhlI,878967,PA14_19130
