PA14_ID,Name,Product.Name,GeneID.(PAO1),PAO1_ID
PA14_32420,,oxidoreductase,880416,PA2491
PA14_32440,,hypothetical protein,880236,PA2490
PA14_32450,,AraC family transcriptional regulator,880235,PA2489
PA14_32460,,transcriptional regulator,882891,PA2488
PA14_32470,,hypothetical protein,882890,PA2487
PA14_32480,,hypothetical protein,880512,PA2486
PA14_32490,,hypothetical protein,880511,PA2485
PA14_32500,,TetR family transcriptional regulator,880031,PA2484
PA14_32520,,hypothetical protein,880030,PA2483
PA14_32530,,cytochrome c,879889,PA2482
PA14_32540,,hypothetical protein,879888,PA2481
PA14_32570,,two-component sensor,882195,PA2480
PA14_32580,,two-component response regulator,882194,PA2479
PA14_32590,,thiol:disulfide interchange protein,882175,PA2478
PA14_32600,,thiol:disulfide interchange protein,882174,PA2477
PA14_32610,dsbG,disulfide isomerase/thiol-disulfide oxidase,882549,PA2476
PA14_32630,,cytochrome P450,879833,PA2475
PA14_32640,,hypothetical protein,882856,PA2474
PA14_32650,,glutathione S-transferase,882919,PA2473
PA14_32660,,MFS family transporter,882916,PA2472
PA14_32670,,hypothetical protein,882915,PA2471
PA14_32690,gtdA,"gentisate 1,2-dioxygenase",882920,PA2470
PA14_32700,,transcriptional regulator,882858,PA2469
PA14_32710,,ECF subfamily RNA polymerase sigma-70 factor,882912,PA2468
PA14_32720,,transmembrane sensor,882971,PA2467
PA14_32740,,TonB-dependent receptor,882859,PA2466
PA14_32750,,hypothetical protein,882958,PA2465
PA14_32770,,hypothetical protein,882957,PA2464
PA14_32780,,hypothetical protein,882955,PA2463
PA14_32790,,hypothetical protein,882914,PA2462
PA14_32810,,hypothetical protein,,
PA14_32820,,hypothetical protein,,
PA14_32830,,hypothetical protein,882939,PA2458
PA14_32840,,hypothetical protein,,
PA14_32850,,hypothetical protein,,
PA14_32860,,hypothetical protein,882948,PA2455
PA14_32880,,hypothetical protein,882951,PA2454
PA14_32890,,hypothetical protein,882918,PA2453
PA14_32905,,hypothetical protein,,"PA2451, PA2452"
PA14_32930,,hypothetical protein,882924,PA2450
PA14_32940,,transcriptional regulator,882923,PA2449
PA14_32950,,hypothetical protein,882921,PA2448
PA14_32970,,transcriptional regulator,882926,PA2447
PA14_32985,gcvH2,glycine cleavage system protein H,882928,PA2446
PA14_33000,gcvP2,glycine dehydrogenase,882927,PA2445
PA14_33010,glyA2,serine hydroxymethyltransferase,882925,PA2444
PA14_33030,sdaA,L-serine dehydratase,882930,PA2443
PA14_33040,gcvT2,glycine cleavage system protein T2,882934,PA2442
PA14_33050,,hypothetical protein,882933,PA2441
PA14_33060,,hypothetical protein,882929,PA2440
PA14_33070,,hypothetical protein,882936,PA2439
PA14_33080,,hypothetical protein,882853,PA2438
PA14_33110,,hypothetical protein,882935,PA2437
PA14_33120,,hypothetical protein,882850,PA2436
PA14_33130,,cation-transporting P-type ATPase,882849,PA2435
PA14_33150,,hypothetical protein,882851,PA2434
PA14_33160,,hypothetical protein,882848,PA2433
PA14_33170,,transcriptional regulator,882852,PA2432
PA14_33190,,hypothetical protein,882844,PA2431
PA14_33200,,hypothetical protein,,
PA14_33220,,hypothetical protein,882846,PA2430
PA14_33230,,hypothetical protein,882845,PA2429
PA14_33240,,hypothetical protein,882843,PA2428
PA14_33250,,hypothetical protein,882847,PA2427
PA14_33260,pvdS,extracytoplasmic-function sigma-70 factor,882839,PA2426
PA14_33270,pvdG,protein PvdG,882840,PA2425
PA14_33280,pvdL,peptide synthase,882838,PA2424
PA14_33290,,hypothetical protein,882842,PA2423
PA14_33300,,hypothetical protein,,
PA14_33310,,hypothetical protein,,
PA14_33320,,hypothetical protein,,
PA14_33330,,hypothetical protein,,
PA14_33340,,helicase,,
PA14_33350,,hypothetical protein,,
PA14_33360,,hypothetical protein,,
PA14_33370,,hypothetical protein,882841,PA2422
PA14_33380,,hypothetical protein,882989,PA2421
PA14_33410,,porin,878474,PA2420
PA14_33420,,hydrolase,880257,PA2419
PA14_33430,,pirin-related protein,880264,PA2418
PA14_33440,,LysR family transcriptional regulator,882837,PA2417
PA14_33450,treA,trehalase,882861,PA2416
PA14_33460,,hypothetical protein,882860,PA2415
PA14_33480,sndH,L-sorbosone dehydrogenase,880254,PA2414
PA14_33500,pvdH,diaminobutyrate--2-oxoglutarate aminotransferase,882857,PA2413
PA14_33510,,hypothetical protein,878774,PA2412
PA14_33520,,thioesterase,879753,PA2411
PA14_33530,,hypothetical protein,879581,PA2410
PA14_33540,,ABC transporter permease,879638,PA2409
PA14_33550,,ABC transporter ATP-binding protein,879637,PA2408
PA14_33560,,adhesion protein,879560,PA2407
PA14_33570,,hypothetical protein,879584,PA2406
PA14_33580,,hypothetical protein,878222,PA2405
PA14_33590,,hypothetical protein,879521,PA2404
PA14_33600,,hypothetical protein,878268,PA2403
PA14_33610,,peptide synthase,878257,PA2402
PA14_33630,pvdJ,protein PvdJ,878178,PA2400
PA14_33650,pvdD,pyoverdine synthetase D,879750,PA2399
PA14_33680,fpvA,ferripyoverdine receptor,878605,PA2398
PA14_33690,pvdE,pyoverdine biosynthesis protein PvdE,877645,PA2397
PA14_33700,pvdF,pyoverdine synthetase F,878624,PA2396
PA14_33710,pvdO,protein PvdO,882188,PA2395
PA14_33720,pvdN,protein PvdN,882202,PA2394
PA14_33730,,dipeptidase,882216,PA2393
PA14_33740,pvdP,protein PvdP,882224,PA2392
PA14_33750,,outer membrane protein,882223,PA2391
PA14_33760,,ABC transporter ATP-binding protein/permease,882237,PA2390
PA14_33770,,hypothetical protein,882270,PA2389
PA14_33780,,transmembrane sensor,882258,PA2388
PA14_33800,,RNA polymerase sigma factor,882249,PA2387
PA14_33810,pvdA,L-ornithine N5-oxygenase,882167,PA2386
PA14_33820,pvdQ,penicillin acylase-related protein,882260,PA2385
PA14_33830,,hypothetical protein,879586,PA2384
PA14_33840,,transcriptional regulator,879585,PA2383
PA14_33860,lldA,L-lactate dehydrogenase,880725,PA2382
PA14_33870,,hypothetical protein,877663,PA2381
PA14_33880,,hypothetical protein,880047,PA2380
PA14_33890,,oxidoreductase,877669,PA2379
PA14_33900,,aldehyde dehydrogenase,879694,PA2378
PA14_33910,,hypothetical protein,879185,PA2377
PA14_33920,,transcriptional regulator,879666,PA2376
PA14_33930,,hypothetical protein,879665,PA2375
PA14_33940,,hypothetical protein,877895,PA2374
PA14_33960,vgrG3,VgrG3,878107,PA2373
PA14_33970,,hypothetical protein,,
PA14_33980,,hypothetical protein,,
PA14_33990,clpV3,ClpV3,877948,PA2371
PA14_34000,hsiH3,HsiH3,883136,PA2370
PA14_34010,hsiG3,HsiG3,883074,PA2369
PA14_34020,hsiF3,HsiF3,881891,PA2368
PA14_34030,hcp3,Hcp3,881890,PA2367
PA14_34050,hsiC3,HsiC3,882284,PA2366
PA14_34070,hsiB3,HsiB3,882187,PA2365
PA14_34080,lip3,Lip3,882201,PA2364
PA14_34100,hsiJ3,HsiJ3,882215,PA2363
PA14_34110,dotU3,DotU3,882222,PA2362
PA14_34130,icmF3,IcmF3,882236,PA2361
PA14_34140,hsiA3,HsiA3,882227,PA2360
PA14_34150,sfa3,Sfa3,882226,PA2359
PA14_34170,,hypothetical protein,878242,PA2358
PA14_34180,msuE,NADH-dependent FMN reductase MsuE,882283,PA2357
PA14_34190,msuD,methanesulfonate sulfonatase MsuD,879651,PA2356
PA14_34200,,FMNH2-dependent monooxygenase,879208,PA2355
PA14_34210,,transcriptional regulator,882192,PA2354
PA14_34230,,hypothetical protein,881974,PA2353
PA14_34250,,glycerophosphoryl diester phosphodiesterase,881920,PA2352
PA14_34260,,ABC transporter permease,881932,PA2351
PA14_34270,,ABC transporter ATP-binding protein,878114,PA2350
PA14_34280,,hypothetical protein,881889,PA2349
PA14_34290,,DszA family monooxygenase,879907,PA2348
PA14_34300,,DszC family monooxygenase,880014,PA2347
PA14_34320,,DszC family monooxygenase,879885,PA2346
PA14_34330,,hypothetical protein,879884,PA2345
PA14_34340,mtlZ,fructokinase,878614,PA2344
PA14_34350,mtlY,xylulose kinase,880010,PA2343
PA14_34360,mtlD,mannitol dehydrogenase,879998,PA2342
PA14_34370,,ABC maltose/mannitol transporter ATP-binding protein,878622,PA2341
PA14_34390,,binding-protein-dependent maltose/mannitol transport protein,880929,PA2340
PA14_34410,,binding-protein-dependent maltose/mannitol transport protein,883071,PA2339
PA14_34420,,maltose/mannitol ABC transporter substrate-binding protein,883086,PA2338
PA14_34440,mtlR,transcriptional regulator MtlR,883068,PA2337
PA14_34450,,AraC family transcriptional regulator,881948,PA2332
PA14_34460,,hypothetical protein,881926,PA2331
PA14_34490,,hypothetical protein,883026,PA2330
PA14_34500,,ABC transporter ATP-binding protein,883116,PA2329
PA14_34510,,hypothetical protein,881900,PA2328
PA14_34520,,ABC transporter permease,883075,PA2327
PA14_34540,,xenobiotic compound DszA family monooxygenase,883056,PA2326
PA14_34550,,hypothetical protein,883054,PA2325
PA14_34580,,hypothetical protein,883048,PA2324
PA14_34600,,glyceraldehyde-3-phosphate dehydrogenase,883046,PA2323
PA14_34610,,hypothetical protein,,
PA14_34630,gnuT,gluconate permease,883019,PA2322
PA14_34640,,gluconokinase,881898,PA2321
PA14_34660,gntR,transcriptional regulator GntR,883124,PA2320
PA14_34670,,cupin superfamily protein,883113,PA2318
PA14_34680,,oxidoreductase,883103,PA2317
PA14_34690,,LysR family transcriptional regulator,883052,PA2316
PA14_34700,,beta lactamase,883042,PA2315
PA14_34710,,major facilitator transporter,883017,PA2314
PA14_34720,,hypothetical protein,,PA2313
PA14_34730,,XRE family transcriptional regulator,881991,PA2312
PA14_34740,,hypothetical protein,879714,PA2311
PA14_34750,,taurine catabolism dioxygenase,879530,PA2310
PA14_34770,,ABC transporter substrate-binding protein,881973,PA2309
PA14_34780,,ABC transporter ATP-binding protein,879423,PA2308
PA14_34790,,ABC transporter permease,880804,PA2307
PA14_34800,,amino acid transporter LysE,878461,PA2306
PA14_34810,,non-ribosomal peptide synthetase,878073,PA2305
PA14_34820,,regulatory protein,879754,PA2304
PA14_34830,,regulatory protein,879522,PA2303
PA14_34840,,non-ribosomal peptide synthetase,878274,PA2302
PA14_34850,,tRNA synthase,878441,PA2301
PA14_34870,chiC,chitinase,878587,PA2300
PA14_34880,,GntR family transcriptional regulator,879591,PA2299
PA14_34900,,oxidoreductase,878526,PA2298
PA14_34920,,ferredoxin,877741,PA2297
PA14_34930,,phycobiliprotein,879599,PA2293
PA14_34940,,hypothetical protein,879527,PA2292
PA14_34960,,glucose-sensitive porin,880793,PA2291
PA14_34970,gcd,glucose dehydrogenase,877639,PA2290
PA14_34990,,TonB-dependent receptor,878189,PA2289
PA14_35000,,hypothetical protein,878141,PA2288
PA14_35010,,hypothetical protein,879688,PA2287
PA14_35020,,hypothetical protein,878023,PA2286
PA14_35030,,hypothetical protein,878202,PA2285
PA14_35040,,hypothetical protein,877762,PA2284
PA14_35050,,hypothetical protein,878172,PA2283
PA14_35060,,hypothetical protein,878167,PA2282
PA14_35070,,AraC family transcriptional regulator,878288,PA2281
PA14_35080,,arsenical resistance protein,878504,PA2280
PA14_35100,arsC,arsenate reductase,877604,PA2279
PA14_35110,arsB,arsenite-antimonite efflux pump ArsB,878634,PA2278
PA14_35130,arsR,arsenic resistance transcriptional regulator,878629,PA2277
PA14_35140,,AraC family transcriptional regulator,877653,PA2276
PA14_35150,,alcohol dehydrogenase,879532,PA2275
PA14_35160,,hypothetical protein,882293,PA2274
PA14_35170,,redox-sensing activator of soxS,882298,PA2273
PA14_35190,pbpC,penicillin-binding protein 3A,882173,PA2272
PA14_35200,,acetyltransferase,879779,PA2271
PA14_35210,,TetR family transcriptional regulator,879758,PA2270
PA14_35230,,hypothetical protein,879733,PA2269
PA14_35240,,hypothetical protein,878537,PA2268
PA14_35250,,LysR family transcriptional regulator,877649,PA2267
PA14_35270,,cytochrome c precursor,879571,PA2266
PA14_35290,gnd,gluconate dehydrogenase,879537,PA2265
PA14_35300,,hypothetical protein,877991,PA2264
PA14_35320,,2-hydroxyacid dehydrogenase,877698,PA2263
PA14_35330,,2-ketogluconate transporter,877717,PA2262
PA14_35340,,2-ketogluconate kinase,877834,PA2261
PA14_35360,,hypothetical protein,877758,PA2260
PA14_35370,ptxS,transcriptional regulator PtxS,877811,PA2259
PA14_35380,ptxR,transcriptional regulator PtxR,878030,PA2258
PA14_35390,pvcD,pyoverdine biosynthesis protein PvcD,878068,PA2257
PA14_35400,pvcC,pyoverdine biosynthesis protein PvcC,878263,PA2256
PA14_35420,pvcB,pyoverdine biosynthesis protein PvcB,878457,PA2255
PA14_35430,pvcA,pyoverdine biosynthesis protein PvcA,878099,PA2254
PA14_35440,ansA,L-asparaginase I,878133,PA2253
PA14_35460,,AGCS sodium/alanine/glycine symporter,878283,PA2252
PA14_35470,,hypothetical protein,879729,PA2251
PA14_35490,lpdV,dihydrolipoamide dehydrogenase,878470,PA2250
PA14_35500,bkdB,branched-chain alpha-keto acid dehydrogenase subunit E2,880679,PA2249
PA14_35520,bkdA2,2-oxoisovalerate dehydrogenase subunit beta,879226,PA2248
PA14_35530,bkdA1,2-oxoisovalerate dehydrogenase subunit alpha,877901,PA2247
PA14_35540,bkdR,transcriptional regulator BkdR,879548,PA2246
PA14_35550,pslO,hypothetical protein,,PA2245
PA14_35570,pslN,hypothetical protein,880773,PA2244
PA14_35590,pslM,FAD-binding dehydrogenase,878322,PA2243
PA14_35600,pslL,hypothetical protein,880701,PA2242
PA14_35620,pslK,hypothetical protein,880828,PA2241
PA14_35630,pslJ,hypothetical protein,882251,PA2240
PA14_35640,pslI,transferase,882276,PA2239
PA14_35650,pslH,hypothetical protein,883079,PA2238
PA14_35670,pslG,glycosyl hydrolase,879704,PA2237
PA14_35680,pslF,hypothetical protein,878020,PA2236
PA14_35690,pslE,hypothetical protein,878490,PA2235
PA14_35700,,hypothetical protein,,
PA14_35710,,hypothetical protein,,
PA14_35720,,hypothetical protein,,
PA14_35730,,hypothetical protein,,
PA14_35740,,transposase,,
PA14_35750,,tpnA repressor protein,,
PA14_35760,,hypothetical protein,,
PA14_35770,,hypothetical protein,,
PA14_35780,,hypothetical protein,,
PA14_35790,,homospermidine synthase,,
PA14_35800,,hypothetical protein,,
PA14_35810,,hypothetical protein,,
PA14_35820,tnpS,cointegrate resolution protein S,,
PA14_35830,tnpT,cointegrate resolution protein T,,
PA14_35840,,hypothetical protein,,
PA14_35850,,hypothetical protein,,
PA14_35860,,amino acid permease,,
PA14_35880,,gamma-aminobutyraldehyde dehydrogenase,,
PA14_35890,,diaminobutyrate--2-oxoglutarate aminotransferase,,
PA14_35900,,dehydrogenase,,
PA14_35920,,acetate permease,,
PA14_35930,,hypothetical protein,,
PA14_35940,,acyl-CoA synthetase,,
PA14_35950,,dehydrogenase,,
PA14_35970,,acyl-CoA dehydrogenase,,
PA14_35980,,acyl-CoA dehydrogenase,,
PA14_35990,,"FadE36, aminoglycoside phosphotransferase",,
PA14_36000,prpR,propionate catabolism operon regulator,,
PA14_36010,,hypothetical protein,,
PA14_36020,,paraquat-inducible protein B,,
PA14_36030,,paraquat-inducible protein A,,
PA14_36050,,aldehyde dehydrogenase,880618,PA2217
PA14_36060,,hypothetical protein,878287,PA2216
PA14_36070,,hypothetical protein,877774,PA2215
PA14_36080,,MFS transporter,878579,PA2214
PA14_36090,,porin,881954,PA2213
PA14_36100,pdxA,4-hydroxythreonine-4-phosphate dehydrogenase,881915,PA2212
PA14_36110,,hypothetical protein,880752,PA2211
PA14_36120,,MFS transporter,881935,PA2210
PA14_36130,,hypothetical protein,879682,PA2209
PA14_36150,,hypothetical protein,879197,PA2208
PA14_36170,,hypothetical protein,877781,PA2207
PA14_36180,,LysR family transcriptional regulator,880713,PA2206
PA14_36190,,hypothetical protein,879526,PA2205
PA14_36200,,ABC transporter substrate-binding protein,877884,PA2204
PA14_36220,,amino acid permease,877942,PA2203
PA14_36230,,amino acid ABC transporter permease,879202,PA2202
PA14_36250,,hypothetical protein,880772,PA2201
PA14_36260,,signal transduction protein,881519,PA2200
PA14_36270,,dehydrogenase,881677,PA2199
PA14_36280,,antibiotic biosynthesis monooxygenase,883105,PA2198
PA14_36290,,hypothetical protein,879292,PA2197
PA14_36300,,TetR family transcriptional regulator,881967,PA2196
PA14_36310,hcnC,hydrogen cyanide synthase HcnC,882196,PA2195
PA14_36320,hcnB,hydrogen cyanide synthase HcnB,882182,PA2194
PA14_36330,hcnA,hydrogen cyanide synthase HcnA,882197,PA2193
PA14_36345,exoY,adenylate cyclase,879421,PA2191
PA14_36350,,hypothetical protein,881875,PA2189
PA14_36360,,hypothetical protein,878284,PA2187
PA14_36370,,carboxylate-amine ligase,877967,PA2181
PA14_36375,,hypothetical protein,880081,PA2180
PA14_36390,,hypothetical protein,880102,PA2179
PA14_36400,,hypothetical protein,,
PA14_36410,,hypothetical protein,880228,PA2178
PA14_36420,,sensor/response regulator hybrid,880261,PA2177
PA14_36450,,hypothetical protein,880367,PA2176
PA14_36460,,hypothetical protein,880402,PA2175
PA14_36470,,hypothetical protein,881424,PA2174
PA14_36480,,hypothetical protein,,
PA14_36490,,hypothetical protein,881327,PA2173
PA14_36500,,hypothetical protein,881273,PA2172
PA14_36520,,hypothetical protein,881230,PA2171
PA14_36530,,hypothetical protein,879772,PA2169
PA14_36540,,hypothetical protein,881206,PA2168
PA14_36550,,hypothetical protein,881151,PA2167
PA14_36560,,hypothetical protein,881051,PA2166
PA14_36570,glgA,glycogen synthase,881026,PA2165
PA14_36580,,glycosyl hydrolase,880986,PA2164
PA14_36590,,4-alpha-glucanotransferase,880953,PA2163
PA14_36605,,maltooligosyl trehalose synthase,880963,PA2162
PA14_36620,,hypothetical protein,878892,PA2161
PA14_36630,,glycosyl hydrolase,881269,PA2160
PA14_36650,,hypothetical protein,881284,PA2159
PA14_36660,,alcohol dehydrogenase,881293,PA2158
PA14_36670,,hypothetical protein,881303,PA2157
PA14_36680,,hypothetical protein,881314,PA2156
PA14_36690,,cardiolipin synthase 2,881323,PA2155
PA14_36700,,hypothetical protein,881342,PA2154
PA14_36710,glgB,glycogen branching protein,881350,PA2153
PA14_36730,,trehalose synthase,881356,PA2152
PA14_36740,,hypothetical protein,881366,PA2151
PA14_36760,,KU domain-containing protein,881375,PA2150
PA14_36770,,hypothetical protein,881390,PA2149
PA14_36780,,hypothetical protein,881403,PA2148
PA14_36790,,hypothetical protein,,
PA14_36810,katE,hydroperoxidase II,881554,PA2147
PA14_36820,,hypothetical protein,881691,PA2146
PA14_36830,,hypothetical protein,881698,PA2145
PA14_36840,glgP,glycogen phosphorylase,881812,PA2144
PA14_36850,,hypothetical protein,881819,PA2143
PA14_36860,,hypothetical protein,,
PA14_36870,,short-chain dehydrogenase,881828,PA2142
PA14_36880,,ompetence-damaged protein,881837,PA2141
PA14_36890,,metallothionein,880550,PA2140
PA14_36900,,hypothetical protein,881197,PA2170
PA14_36910,ligD,ATP-dependent DNA ligase,880451,PA2138
PA14_36920,,hypothetical protein,880271,PA2137
PA14_36930,,hypothetical protein,880253,PA2136
PA14_36940,,hypothetical protein,,
PA14_36960,,transporter,880120,PA2135
PA14_36980,,hypothetical protein,880110,PA2134
PA14_36990,,Cyclic-guanylate-specific phosphodiesterase,877931,PA2133
PA14_37000,cupA5,chaperone CupA5,880865,PA2132
PA14_37010,cupA4,fimbrial subunit CupA4,878544,PA2131
PA14_37030,cupA3,usher,878212,PA2130
PA14_37040,cupA2,chaperone CupA2,877904,PA2129
PA14_37060,cupA1,fimbrial subunit CupA1,880862,PA2128
PA14_37070,,hypothetical protein,878618,PA2127
PA14_37080,,hypothetical protein,878585,PA2126
PA14_37090,,aldehyde dehydrogenase,878590,PA2125
PA14_37100,,dehydrogenase,878161,PA2124
PA14_37120,,LysR family transcriptional regulator,877612,PA2123
PA14_37130,,hypothetical protein,879644,PA2122
PA14_37140,,LysR family transcriptional regulator,878089,PA2121
PA14_37150,,hypothetical protein,879989,PA2120
PA14_37170,,hypothetical protein,,
PA14_37190,ada,O6-methylguanine-DNA methyltransferase,879834,PA2118
PA14_37200,,hypothetical protein,879932,PA2117
PA14_37210,,hypothetical protein,878087,PA2116
PA14_37220,,LysR family transcriptional regulator,879162,PA2115
PA14_37250,,major facilitator transporter,879899,PA2114
PA14_37260,,porin,879972,PA2113
PA14_37270,,LamB/YcsF family protein,879110,PA2112
PA14_37290,,hypothetical protein,877648,PA2111
PA14_37310,,hypothetical protein,879174,PA2110
PA14_37320,,hypothetical protein,878701,PA2109
PA14_37340,,thiamine pyrophosphate protein,880037,PA2108
PA14_37350,,hypothetical protein,880032,PA2107
PA14_37360,,short chain dehydrogenase,877776,PA2099
PA14_37370,,esterase,878517,PA2098
PA14_37380,,flavin-binding monooxygenase,877933,PA2097
PA14_37400,,AraC family transcriptional regulator,878454,PA2096
PA14_37410,,hypothetical protein,878168,PA2095
PA14_37420,,transmembrane sensor protein,878540,PA2094
PA14_37430,,RNA polymerase sigma factor,877960,PA2093
PA14_37440,,MFS transporter,879668,PA2092
PA14_37460,,permease,879678,PA2091
PA14_37470,,flavin-dependent oxidoreductase,880856,PA2090
PA14_37490,,TonB-dependent receptor,883129,PA2089
PA14_37510,,hypothetical protein,878147,PA2088
PA14_37520,,hypothetical protein,883012,PA2087
PA14_37530,,hydrolase,882121,PA2086
PA14_37550,,ring-hydroxylating dioxygenase small subunit,878489,PA2085
PA14_37560,,"asparagine synthetase, glutamine-hydrolysing",877958,PA2084
PA14_37570,,"ring-hydroxylating dioxygenase, large terminal subunit",879745,PA2083
PA14_37580,,leucine-responsive regulatory protein,878476,PA2082
PA14_37590,kynB,"kynurenine formamidase, KynB",878591,PA2081
PA14_37610,,kynureninase,877856,PA2080
PA14_37630,,amino acid permease,878467,PA2079
PA14_37640,,hypothetical protein,877905,PA2078
PA14_37650,,hypothetical protein,877987,PA2077
PA14_37660,,transcriptional regulator,878182,PA2076
PA14_37670,,hypothetical protein,,
PA14_37680,,hypothetical protein,877728,PA2075
PA14_37690,,sensory box protein,878516,PA2072
PA14_37710,fusA2,elongation factor G,879566,PA2071
PA14_37730,,TonB dependent receptor,877675,PA2070
PA14_37745,,carbamoyl transferase,877951,PA2069
PA14_37760,,MFS transporter,877702,PA2068
PA14_37770,,hydrolase,878262,PA2067
PA14_37780,,hypothetical protein,877703,PA2066
PA14_37790,pcoA,copper resistance protein A,877718,PA2065
PA14_37810,pcoB,copper resistance protein B,877759,PA2064
PA14_37820,,hypothetical protein,877894,PA2063
PA14_37830,,pyridoxal-phosphate dependent protein,877838,PA2062
PA14_37840,sppD,"ABC transporter ATP-binding protein, SppD",877832,PA2061
PA14_37850,sppC,"ABC transporter permease, SppC",877849,PA2060
PA14_37870,sppB,"ABC transporter permease, SppB",877721,PA2059
PA14_37880,sppA,"ABC transporter substrate-binding protein, SppA",878515,PA2058
PA14_37900,sppR,"TonB-dependent receptor, SppR",878519,PA2057
PA14_37910,,LysR family transcriptional regulator,877802,PA2056
PA14_37915,,major facilitator transporter,877830,PA2055
PA14_37940,cynR,DNA-binding transcriptional regulator CynR,878112,PA2054
PA14_37950,cynT,carbonate dehydratase,878074,PA2053
PA14_37965,cynS,cyanate hydratase,877801,PA2052
PA14_37980,,"Fe2+-dicitrate sensor, membrane protein",878209,PA2051
PA14_37990,,RNA polymerase sigma factor,877867,PA2050
PA14_38000,,hypothetical protein,,
PA14_38010,,hypothetical protein,878210,PA2049
PA14_38020,,ntibiotic biosynthesis monooxygenase,878113,PA2048
PA14_38040,,AraC family transcriptional regulator,877874,PA2047
PA14_38050,,hypothetical protein,878090,PA2046
PA14_38060,,hypothetical protein,878102,PA2045
PA14_38080,,hypothetical protein,877614,PA2044
PA14_38090,,pseudouridylate synthase,878432,PA2043
PA14_38110,,serine/threonine transporter SstT,878429,PA2042
PA14_38130,,amino acid permease,878455,PA2041
PA14_38140,,glutamine synthetase,878105,PA2040
PA14_38160,,hypothetical protein,878065,PA2039
PA14_38170,,hypothetical protein,878534,PA2038
PA14_38180,,hypothetical protein,878475,PA2037
PA14_38190,,hypothetical protein,878533,PA2036
PA14_38200,,thiamine pyrophosphate protein,878145,PA2035
PA14_38210,,hypothetical protein,878550,PA2034
PA14_38220,,hypothetical protein,878556,PA2033
PA14_38250,,transcriptional regulator,878564,PA2032
PA14_38260,,hypothetical protein,878480,PA2031
PA14_38270,,hypothetical protein,878004,PA2030
PA14_38290,,hypothetical protein,878543,PA2029
PA14_38300,,transcriptional regulator,878562,PA2028
PA14_38310,,hypothetical protein,878062,PA2027
PA14_38320,,bile acid/Na+ symporter family transporter,877995,PA2026
PA14_38330,gor,glutathione reductase,878570,PA2025
PA14_38340,,ring-cleaving dioxygenase,878003,PA2024
PA14_38350,galU,UTP-glucose-1-phosphate uridylyltransferase,879968,PA2023
PA14_38360,,nucleotide sugar dehydrogenase,879866,PA2022
PA14_38370,,hypothetical protein,879997,PA2021
PA14_38380,,transcriptional regulator,880025,PA2020
PA14_38395,,periplasmic multidrug efflux lipoprotein,878839,PA2019
PA14_38410,amrB,multidrug efflux protein,878882,PA2018
PA14_38420,,hypothetical protein,878787,PA2017
PA14_38430,gnyR,"regulatory gene of gnyRDBHAL cluster, GnyR",878723,PA2016
PA14_38440,gnyD,"citronelloyl-CoA dehydrogenase, GnyD",879167,PA2015
PA14_38460,gnyB,acyl-CoA carboxyltransferase subunit beta,878244,PA2014
PA14_38470,gnyH,gamma-carboxygeranoyl-CoA hydratase,879128,PA2013
PA14_38480,gnyA,"alpha subunit of geranoyl-CoA carboxylase, GnyA",879012,PA2012
PA14_38490,gnyL,hydroxymethylglutaryl-CoA lyase,878857,PA2011
PA14_38500,,IclR family transcriptional regulator,879546,PA2010
PA14_38510,hmgA,"homogentisate 1,2-dioxygenase",877745,PA2009
PA14_38530,fahA,fumarylacetoacetase,878748,PA2008
PA14_38550,maiA,maleylacetoacetate isomerase,879853,PA2007
PA14_38560,,MFS transporter,878919,PA2006
PA14_38570,,transcriptional regulator,879178,PA2005
PA14_38580,,hypothetical protein,879959,PA2004
PA14_38590,bdhA,3-hydroxybutyrate dehydrogenase,879996,PA2003
PA14_38610,,hypothetical protein,878784,PA2002
PA14_38630,atoB,acetyl-CoA acetyltransferase,879046,PA2001
PA14_38640,,CoA transferase subunit B,878555,PA2000
PA14_38660,,"CoA transferase, subunit A",878889,PA1999
PA14_38680,,LysR family transcriptional regulator,879084,PA1998
PA14_38690,,acetoacetyl-CoA synthetase,879127,PA1997
PA14_38700,ppiC1,peptidyl-prolyl cis-trans isomerase C1,878481,PA1996
PA14_38710,,hypothetical protein,879816,PA1995
PA14_38720,,hypothetical protein,880185,PA1994
PA14_38730,,major facilitator superfamily transporter,880155,PA1993
PA14_38740,,two-component sensor,880217,PA1992
PA14_38750,,iron-containing alcohol dehydrogenase,878317,PA1991
PA14_38770,,peptidase,880121,PA1990
PA14_38780,pqqE,pyrroloquinoline quinone biosynthesis protein PqqE,880128,PA1989
PA14_38790,pqqD,pyrroloquinoline quinone biosynthesis protein PqqD,879085,PA1988
PA14_38800,pqqC,pyrroloquinoline quinone biosynthesis protein PqqC,879112,PA1987
PA14_38820,pqqB,pyrroloquinoline quinone biosynthesis protein PqqB,880354,PA1986
PA14_38825,pqqA,coenzyme PQQ synthesis protein PqqA,880480,PA1985
PA14_38840,,NAD+ dependent acetaldehyde dehydrogenase,880413,PA1984
PA14_38850,exaB,cytochrome c550,880387,PA1983
PA14_38860,exaA,quinoprotein alcohol dehydrogenase,880475,PA1982
PA14_38880,,hypothetical protein,880196,PA1981
PA14_38900,,two-component response regulator,880513,PA1980
PA14_38910,,sensor kinase,880447,PA1979
PA14_38920,,hypothetical protein,,
PA14_38930,,transcriptional regulator,880879,PA1978
