"operon-id","operon_name","locus_tag","start","end","strand","gene_name","source_database","pmid"
"operon-9531","PA14_34420-PA14_34410-PA14_34390-PA14_34370-mtlD-mtlY-mtlZ","PA14_34350",3055176,3056684,-1,"mtlY","DOOR",18988623
"operon-9531","PA14_34420-PA14_34410-PA14_34390-PA14_34370-mtlD-mtlY-mtlZ","PA14_34360",3056681,3058156,-1,"mtlD","DOOR",18988623
"operon-9531","PA14_34420-PA14_34410-PA14_34390-PA14_34370-mtlD-mtlY-mtlZ","PA14_34370",3058179,3059291,-1,"","DOOR",18988623
"operon-9531","PA14_34420-PA14_34410-PA14_34390-PA14_34370-mtlD-mtlY-mtlZ","PA14_34390",3059331,3060164,-1,"","DOOR",18988623
"operon-9531","PA14_34420-PA14_34410-PA14_34390-PA14_34370-mtlD-mtlY-mtlZ","PA14_34410",3060175,3061107,-1,"","DOOR",18988623
"operon-9531","PA14_34420-PA14_34410-PA14_34390-PA14_34370-mtlD-mtlY-mtlZ","PA14_34420",3061183,3062493,-1,"","DOOR",18988623
"operon-9532","PA14_34460-PA14_34490-PA14_34500-PA14_34510-PA14_34520","PA14_34460",3064789,3065349,1,"","DOOR",18988623
"operon-9532","PA14_34460-PA14_34490-PA14_34500-PA14_34510-PA14_34520","PA14_34490",3065399,3066466,1,"","DOOR",18988623
"operon-9532","PA14_34460-PA14_34490-PA14_34500-PA14_34510-PA14_34520","PA14_34500",3066463,3067299,1,"","DOOR",18988623
"operon-9532","PA14_34460-PA14_34490-PA14_34500-PA14_34510-PA14_34520","PA14_34510",3067265,3068464,1,"","DOOR",18988623
"operon-9532","PA14_34460-PA14_34490-PA14_34500-PA14_34510-PA14_34520","PA14_34520",3068461,3069225,1,"","DOOR",18988623
"operon-9533","PA14_34580-PA14_34550","PA14_34550",3070920,3072155,-1,"","DOOR",18988623
"operon-9533","PA14_34580-PA14_34550","PA14_34580",3072186,3073445,-1,"","DOOR",18988623
"operon-9534","gnuT-PA14_34610","PA14_34610",3075453,3075596,-1,"","DOOR",18988623
"operon-9534","gnuT-PA14_34610","PA14_34630",3075622,3076974,-1,"gnuT","DOOR",18988623
"operon-9535","PA14_34680-PA14_34670","PA14_34670",3079172,3079537,-1,"","DOOR",18988623
"operon-9535","PA14_34680-PA14_34670","PA14_34680",3079570,3080868,-1,"","DOOR",18988623
"operon-9536","PA14_34700-PA14_34710","PA14_34700",3081983,3083158,1,"","DOOR",18988623
"operon-9536","PA14_34700-PA14_34710","PA14_34710",3083158,3084411,1,"","DOOR",18988623
"operon-9537","PA14_34740-PA14_34730-PA14_34720","PA14_34720",3084472,3085272,-1,"","DOOR",18988623
"operon-9537","PA14_34740-PA14_34730-PA14_34720","PA14_34730",3085289,3085870,-1,"","DOOR",18988623
"operon-9537","PA14_34740-PA14_34730-PA14_34720","PA14_34740",3085925,3086083,-1,"","DOOR",18988623
"operon-9538","PA14_34750-PA14_34770-PA14_34780-PA14_34790","PA14_34750",3086373,3087260,1,"","DOOR",18988623
"operon-9538","PA14_34750-PA14_34770-PA14_34780-PA14_34790","PA14_34770",3087301,3088323,1,"","DOOR",18988623
"operon-9538","PA14_34750-PA14_34770-PA14_34780-PA14_34790","PA14_34780",3088331,3089179,1,"","DOOR",18988623
"operon-9538","PA14_34750-PA14_34770-PA14_34780-PA14_34790","PA14_34790",3089196,3090062,1,"","DOOR",18988623
"operon-9539","PA14_34810-PA14_34820-PA14_34830-PA14_34840-PA14_34850","PA14_34810",3090885,3094634,1,"","DOOR",18988623
"operon-9539","PA14_34810-PA14_34820-PA14_34830-PA14_34840-PA14_34850","PA14_34820",3094663,3095751,1,"","DOOR",18988623
"operon-9539","PA14_34810-PA14_34820-PA14_34830-PA14_34840-PA14_34850","PA14_34830",3095748,3096767,1,"","DOOR",18988623
"operon-9539","PA14_34810-PA14_34820-PA14_34830-PA14_34840-PA14_34850","PA14_34840",3096787,3103164,1,"","DOOR",18988623
"operon-9539","PA14_34810-PA14_34820-PA14_34830-PA14_34840-PA14_34850","PA14_34850",3103232,3103774,1,"","DOOR",18988623
"operon-9540","PA14_34880-PA14_34900-PA14_34920","PA14_34880",3105621,3106370,1,"","DOOR",18988623
"operon-9540","PA14_34880-PA14_34900-PA14_34920","PA14_34900",3106367,3108091,1,"","DOOR",18988623
"operon-9540","PA14_34880-PA14_34900-PA14_34920","PA14_34920",3108177,3108422,1,"","DOOR",18988623
"operon-9541","PA14_34930-PA14_34940","PA14_34930",3108760,3109725,1,"","DOOR",18988623
"operon-9541","PA14_34930-PA14_34940","PA14_34940",3109722,3110003,1,"","DOOR",18988623
"operon-9542","PA14_35060-PA14_35050-PA14_35040-PA14_35030-PA14_35020-PA14_35010","PA14_35010",3116940,3117575,-1,"","DOOR",18988623
"operon-9542","PA14_35060-PA14_35050-PA14_35040-PA14_35030-PA14_35020-PA14_35010","PA14_35020",3117562,3119106,-1,"","DOOR",18988623
"operon-9542","PA14_35060-PA14_35050-PA14_35040-PA14_35030-PA14_35020-PA14_35010","PA14_35030",3119107,3119769,-1,"","DOOR",18988623
"operon-9542","PA14_35060-PA14_35050-PA14_35040-PA14_35030-PA14_35020-PA14_35010","PA14_35040",3119766,3120437,-1,"","DOOR",18988623
"operon-9542","PA14_35060-PA14_35050-PA14_35040-PA14_35030-PA14_35020-PA14_35010","PA14_35050",3120434,3121891,-1,"","DOOR",18988623
"operon-9542","PA14_35060-PA14_35050-PA14_35040-PA14_35030-PA14_35020-PA14_35010","PA14_35060",3121898,3122326,-1,"","DOOR",18988623
"operon-9543","arsR-arsB-arsC-PA14_35080","PA14_35080",3123481,3124173,-1,"","DOOR",18988623
"operon-9543","arsR-arsB-arsC-PA14_35080","PA14_35100",3124185,3124655,-1,"arsC","DOOR",18988623
"operon-9543","arsR-arsB-arsC-PA14_35080","PA14_35110",3124687,3125970,-1,"arsB","DOOR",18988623
"operon-9543","arsR-arsB-arsC-PA14_35080","PA14_35130",3125984,3126334,-1,"arsR","DOOR",18988623
"operon-9544","PA14_35210-PA14_35200","PA14_35200",3131350,3131865,-1,"","DOOR",18988623
"operon-9544","PA14_35210-PA14_35200","PA14_35210",3131873,3132463,-1,"","DOOR",18988623
"operon-9545","PA14_35300-gnd-PA14_35270","PA14_35270",3135932,3137251,-1,"","DOOR",18988623
"operon-9545","PA14_35300-gnd-PA14_35270","PA14_35290",3137263,3139038,-1,"gnd","DOOR",18988623
"operon-9545","PA14_35300-gnd-PA14_35270","PA14_35300",3139041,3139757,-1,"","DOOR",18988623
"operon-9546","ptxS-PA14_35360-PA14_35340-PA14_35330-PA14_35320","PA14_35320",3139925,3140911,-1,"","DOOR",18988623
"operon-9546","ptxS-PA14_35360-PA14_35340-PA14_35330-PA14_35320","PA14_35330",3140930,3142237,-1,"","DOOR",18988623
"operon-9546","ptxS-PA14_35360-PA14_35340-PA14_35330-PA14_35320","PA14_35340",3142300,3143250,-1,"","DOOR",18988623
"operon-9546","ptxS-PA14_35360-PA14_35340-PA14_35330-PA14_35320","PA14_35360",3143243,3144025,-1,"","DOOR",18988623
"operon-9546","ptxS-PA14_35360-PA14_35340-PA14_35330-PA14_35320","PA14_35370",3144097,3145119,-1,"ptxS","DOOR",18988623
"operon-9547","pvcA-pvcB-pvcC-pvcD","PA14_35390",3146722,3147369,-1,"pvcD","DOOR",18988623
"operon-9547","pvcA-pvcB-pvcC-pvcD","PA14_35400",3147362,3148864,-1,"pvcC","DOOR",18988623
"operon-9547","pvcA-pvcB-pvcC-pvcD","PA14_35420",3148916,3149791,-1,"pvcB","DOOR",18988623
"operon-9547","pvcA-pvcB-pvcC-pvcD","PA14_35430",3149809,3150795,-1,"pvcA","DOOR",18988623
"operon-9548","bkdA1-bkdA2-bkdB-lpdV","PA14_35490",3154662,3156056,-1,"lpdV","DOOR",18988623
"operon-9548","bkdA1-bkdA2-bkdB-lpdV","PA14_35500",3156060,3157346,-1,"bkdB","DOOR",18988623
"operon-9548","bkdA1-bkdA2-bkdB-lpdV","PA14_35520",3157347,3158399,-1,"bkdA2","DOOR",18988623
"operon-9548","bkdA1-bkdA2-bkdB-lpdV","PA14_35530",3158396,3159628,-1,"bkdA1","DOOR",18988623
"operon-9549","pslM-pslN-pslO","PA14_35550",3160432,3160737,-1,"pslO","DOOR",18988623
"operon-9549","pslM-pslN-pslO","PA14_35570",3160765,3161766,-1,"pslN","DOOR",18988623
"operon-9549","pslM-pslN-pslO","PA14_35590",3161822,3163555,-1,"pslM","DOOR",18988623
"operon-9550","pslE-pslF-pslG-pslH-pslI-pslJ-pslK-pslL","PA14_35600",3163743,3164810,-1,"pslL","DOOR",18988623
"operon-9550","pslE-pslF-pslG-pslH-pslI-pslJ-pslK-pslL","PA14_35620",3164893,3166302,-1,"pslK","DOOR",18988623
"operon-9550","pslE-pslF-pslG-pslH-pslI-pslJ-pslK-pslL","PA14_35630",3166304,3167740,-1,"pslJ","DOOR",18988623
"operon-9550","pslE-pslF-pslG-pslH-pslI-pslJ-pslK-pslL","PA14_35640",3167743,3168846,-1,"pslI","DOOR",18988623
"operon-9550","pslE-pslF-pslG-pslH-pslI-pslJ-pslK-pslL","PA14_35650",3168837,3170045,-1,"pslH","DOOR",18988623
"operon-9550","pslE-pslF-pslG-pslH-pslI-pslJ-pslK-pslL","PA14_35670",3170054,3171382,-1,"pslG","DOOR",18988623
"operon-9550","pslE-pslF-pslG-pslH-pslI-pslJ-pslK-pslL","PA14_35680",3171372,3172559,-1,"pslF","DOOR",18988623
"operon-9550","pslE-pslF-pslG-pslH-pslI-pslJ-pslK-pslL","PA14_35690",3172559,3174547,-1,"pslE","DOOR",18988623
"operon-9551","PA14_35720-PA14_35710","PA14_35710",3175803,3176147,-1,"","DOOR",18988623
"operon-9551","PA14_35720-PA14_35710","PA14_35720",3176214,3176615,-1,"","DOOR",18988623
"operon-9552","PA14_35740-PA14_35750","PA14_35740",3177507,3180521,1,"","DOOR",18988623
"operon-9552","PA14_35740-PA14_35750","PA14_35750",3180518,3180880,1,"","DOOR",18988623
"operon-9553","PA14_35790-PA14_35780","PA14_35780",3182434,3183162,-1,"","DOOR",18988623
"operon-9553","PA14_35790-PA14_35780","PA14_35790",3183178,3184587,-1,"","DOOR",18988623
"operon-9554","tnpS-PA14_35810-PA14_35800","PA14_35800",3184999,3186315,-1,"","DOOR",18988623
"operon-9554","tnpS-PA14_35810-PA14_35800","PA14_35810",3186337,3187047,-1,"","DOOR",18988623
"operon-9554","tnpS-PA14_35810-PA14_35800","PA14_35820",3187110,3188081,-1,"tnpS","DOOR",18988623
"operon-9555","tnpT-PA14_35840-PA14_35850","PA14_35830",3188265,3189263,1,"tnpT","DOOR",18988623
"operon-9555","tnpT-PA14_35840-PA14_35850","PA14_35840",3189302,3189946,1,"","DOOR",18988623
"operon-9555","tnpT-PA14_35840-PA14_35850","PA14_35850",3189927,3190406,1,"","DOOR",18988623
"operon-9556","PA14_35860-PA14_35880","PA14_35860",3190988,3192292,1,"","DOOR",18988623
"operon-9556","PA14_35860-PA14_35880","PA14_35880",3192371,3193795,1,"","DOOR",18988623
"operon-9557","PA14_35930-PA14_35920","PA14_35920",3196396,3198054,-1,"","DOOR",18988623
"operon-9557","PA14_35930-PA14_35920","PA14_35930",3198051,3198149,-1,"","DOOR",18988623
"operon-9558","PA14_35990-PA14_35980-PA14_35970-PA14_35950","PA14_35950",3200165,3200932,-1,"","DOOR",18988623
"operon-9558","PA14_35990-PA14_35980-PA14_35970-PA14_35950","PA14_35970",3200932,3202104,-1,"","DOOR",18988623
"operon-9558","PA14_35990-PA14_35980-PA14_35970-PA14_35950","PA14_35980",3202155,3202511,-1,"","DOOR",18988623
"operon-9558","PA14_35990-PA14_35980-PA14_35970-PA14_35950","PA14_35990",3202508,3203704,-1,"","DOOR",18988623
"operon-9559","PA14_36030-PA14_36020-PA14_36010","PA14_36010",3205778,3206281,-1,"","DOOR",18988623
"operon-9559","PA14_36030-PA14_36020-PA14_36010","PA14_36020",3206340,3208643,-1,"","DOOR",18988623
"operon-9559","PA14_36030-PA14_36020-PA14_36010","PA14_36030",3208636,3209256,-1,"","DOOR",18988623
"operon-9560","PA14_36080-PA14_36070","PA14_36070",3212649,3213824,-1,"","DOOR",18988623
"operon-9560","PA14_36080-PA14_36070","PA14_36080",3213855,3215177,-1,"","DOOR",18988623
"operon-9561","PA14_36120-PA14_36110-pdxA","PA14_36100",3216786,3217799,-1,"pdxA","DOOR",18988623
"operon-9561","PA14_36120-PA14_36110-pdxA","PA14_36110",3217796,3218755,-1,"","DOOR",18988623
"operon-9561","PA14_36120-PA14_36110-pdxA","PA14_36120",3218748,3220073,-1,"","DOOR",18988623
"operon-9562","PA14_36130-PA14_36150-PA14_36170","PA14_36130",3220256,3221353,1,"","DOOR",18988623
"operon-9562","PA14_36130-PA14_36150-PA14_36170","PA14_36150",3221381,3221911,1,"","DOOR",18988623
"operon-9562","PA14_36130-PA14_36150-PA14_36170","PA14_36170",3221908,3223428,1,"","DOOR",18988623
"operon-9563","PA14_36220-PA14_36230","PA14_36220",3226187,3226903,1,"","DOOR",18988623
"operon-9563","PA14_36220-PA14_36230","PA14_36230",3226905,3227582,1,"","DOOR",18988623
"operon-9564","PA14_36290-PA14_36280-PA14_36270-PA14_36260","PA14_36260",3228608,3230203,-1,"","DOOR",18988623
"operon-9564","PA14_36290-PA14_36280-PA14_36270-PA14_36260","PA14_36270",3230292,3231167,-1,"","DOOR",18988623
"operon-9564","PA14_36290-PA14_36280-PA14_36270-PA14_36260","PA14_36280",3231173,3231517,-1,"","DOOR",18988623
"operon-9564","PA14_36290-PA14_36280-PA14_36270-PA14_36260","PA14_36290",3231514,3232551,-1,"","DOOR",18988623
"operon-9565","hcnA-hcnB-hcnC","PA14_36310",3233419,3234672,-1,"hcnC","DOOR",18988623
"operon-9565","hcnA-hcnB-hcnC","PA14_36320",3234675,3236069,-1,"hcnB","DOOR",18988623
"operon-9565","hcnA-hcnB-hcnC","PA14_36330",3236066,3236380,-1,"hcnA","DOOR",18988623
"operon-9566","PA14_36370-PA14_36360","PA14_36360",3238696,3239118,-1,"","DOOR",18988623
"operon-9566","PA14_36370-PA14_36360","PA14_36370",3239146,3240360,-1,"","DOOR",18988623
"operon-9567","PA14_36375-PA14_36390","PA14_36375",3240498,3241922,1,"","DOOR",18988623
"operon-9567","PA14_36375-PA14_36390","PA14_36390",3241906,3242856,1,"","DOOR",18988623
"operon-9568","PA14_36450-PA14_36460","PA14_36450",3246017,3246607,1,"","DOOR",18988623
"operon-9568","PA14_36450-PA14_36460","PA14_36460",3246620,3246967,1,"","DOOR",18988623
"operon-9569","PA14_36520-PA14_36500-PA14_36490","PA14_36490",3247868,3248218,-1,"","DOOR",18988623
"operon-9569","PA14_36520-PA14_36500-PA14_36490","PA14_36500",3248245,3249321,-1,"","DOOR",18988623
"operon-9569","PA14_36520-PA14_36500-PA14_36490","PA14_36520",3249325,3249795,-1,"","DOOR",18988623
"operon-9570","PA14_36550-PA14_36540","PA14_36540",3250575,3251351,-1,"","DOOR",18988623
"operon-9570","PA14_36550-PA14_36540","PA14_36550",3251348,3252445,-1,"","DOOR",18988623
"operon-9571","glgA-PA14_36580-PA14_36590-PA14_36605-PA14_36620-PA14_36630","PA14_36570",3253507,3255048,1,"glgA","DOOR",18988623
"operon-9571","glgA-PA14_36580-PA14_36590-PA14_36605-PA14_36620-PA14_36630","PA14_36580",3255048,3256799,1,"","DOOR",18988623
"operon-9571","glgA-PA14_36580-PA14_36590-PA14_36605-PA14_36620-PA14_36630","PA14_36590",3256792,3258846,1,"","DOOR",18988623
"operon-9571","glgA-PA14_36580-PA14_36590-PA14_36605-PA14_36620-PA14_36630","PA14_36605",3258839,3261619,1,"","DOOR",18988623
"operon-9571","glgA-PA14_36580-PA14_36590-PA14_36605-PA14_36620-PA14_36630","PA14_36620",3261616,3261921,1,"","DOOR",18988623
"operon-9571","glgA-PA14_36580-PA14_36590-PA14_36605-PA14_36620-PA14_36630","PA14_36630",3261934,3264084,1,"","DOOR",18988623
"operon-9572","PA14_36650-PA14_36660-PA14_36670-PA14_36680-PA14_36690-PA14_36700","PA14_36650",3264184,3264600,1,"","DOOR",18988623
"operon-9572","PA14_36650-PA14_36660-PA14_36670-PA14_36680-PA14_36690-PA14_36700","PA14_36660",3264667,3265914,1,"","DOOR",18988623
"operon-9572","PA14_36650-PA14_36660-PA14_36670-PA14_36680-PA14_36690-PA14_36700","PA14_36670",3265918,3266856,1,"","DOOR",18988623
"operon-9572","PA14_36650-PA14_36660-PA14_36670-PA14_36680-PA14_36690-PA14_36700","PA14_36680",3266853,3267590,1,"","DOOR",18988623
"operon-9572","PA14_36650-PA14_36660-PA14_36670-PA14_36680-PA14_36690-PA14_36700","PA14_36690",3267587,3268792,1,"","DOOR",18988623
"operon-9572","PA14_36650-PA14_36660-PA14_36670-PA14_36680-PA14_36690-PA14_36700","PA14_36700",3268789,3269784,1,"","DOOR",18988623
"operon-9573","PA14_36740-PA14_36730-glgB","PA14_36710",3269786,3271984,-1,"glgB","DOOR",18988623
"operon-9573","PA14_36740-PA14_36730-glgB","PA14_36730",3271981,3275283,-1,"","DOOR",18988623
"operon-9573","PA14_36740-PA14_36730-glgB","PA14_36740",3275294,3277288,-1,"","DOOR",18988623
"operon-9574","PA14_36790-PA14_36780-PA14_36770-PA14_36760","PA14_36760",3277432,3278313,-1,"","DOOR",18988623
"operon-9574","PA14_36790-PA14_36780-PA14_36770-PA14_36760","PA14_36770",3278336,3278578,-1,"","DOOR",18988623
"operon-9574","PA14_36790-PA14_36780-PA14_36770-PA14_36760","PA14_36780",3278592,3279083,-1,"","DOOR",18988623
"operon-9574","PA14_36790-PA14_36780-PA14_36770-PA14_36760","PA14_36790",3279080,3279214,-1,"","DOOR",18988623
"operon-9575","PA14_36850-glgP","PA14_36840",3282592,3285030,-1,"glgP","DOOR",18988623
"operon-9575","PA14_36850-glgP","PA14_36850",3285083,3285370,-1,"","DOOR",18988623
"operon-9576","PA14_36920-ligD-PA14_36900-PA14_36890-PA14_36880-PA14_36870","PA14_36870",3285822,3286682,-1,"","DOOR",18988623
"operon-9576","PA14_36920-ligD-PA14_36900-PA14_36890-PA14_36880-PA14_36870","PA14_36880",3286708,3287226,-1,"","DOOR",18988623
"operon-9576","PA14_36920-ligD-PA14_36900-PA14_36890-PA14_36880-PA14_36870","PA14_36890",3287237,3287476,-1,"","DOOR",18988623
"operon-9576","PA14_36920-ligD-PA14_36900-PA14_36890-PA14_36880-PA14_36870","PA14_36900",3287496,3287711,-1,"","DOOR",18988623
"operon-9576","PA14_36920-ligD-PA14_36900-PA14_36890-PA14_36880-PA14_36870","PA14_36910",3287787,3290309,-1,"ligD","DOOR",18988623
"operon-9576","PA14_36920-ligD-PA14_36900-PA14_36890-PA14_36880-PA14_36870","PA14_36920",3290327,3290863,-1,"","DOOR",18988623
"operon-9577","PA14_36930-PA14_36940","PA14_36930",3290965,3291489,1,"","DOOR",18988623
"operon-9577","PA14_36930-PA14_36940","PA14_36940",3291515,3291964,1,"","DOOR",18988623
"operon-9578","PA14_36980-PA14_36960","PA14_36960",3291942,3293306,-1,"","DOOR",18988623
"operon-9578","PA14_36980-PA14_36960","PA14_36980",3293335,3293907,-1,"","DOOR",18988623
"operon-9579","cupA1-cupA2-cupA3-cupA4-cupA5-PA14_36990","PA14_36990",3294000,3294857,-1,"","DOOR",18988623
"operon-9579","cupA1-cupA2-cupA3-cupA4-cupA5-PA14_36990","PA14_37000",3294854,3295567,-1,"cupA5","DOOR",18988623
"operon-9579","cupA1-cupA2-cupA3-cupA4-cupA5-PA14_36990","PA14_37010",3295557,3296918,-1,"cupA4","DOOR",18988623
"operon-9579","cupA1-cupA2-cupA3-cupA4-cupA5-PA14_36990","PA14_37030",3296915,3299533,-1,"cupA3","DOOR",18988623
"operon-9579","cupA1-cupA2-cupA3-cupA4-cupA5-PA14_36990","PA14_37040",3299517,3300263,-1,"cupA2","DOOR",18988623
"operon-9579","cupA1-cupA2-cupA3-cupA4-cupA5-PA14_36990","PA14_37060",3300351,3300902,-1,"cupA1","DOOR",18988623
"operon-9580","PA14_37100-PA14_37090","PA14_37090",3304080,3305528,-1,"","DOOR",18988623
"operon-9580","PA14_37100-PA14_37090","PA14_37100",3305550,3307187,-1,"","DOOR",18988623
"operon-9581","PA14_37130-PA14_37120","PA14_37120",3307292,3308224,-1,"","DOOR",18988623
"operon-9581","PA14_37130-PA14_37120","PA14_37130",3308261,3309397,-1,"","DOOR",18988623
"operon-9582","PA14_37150-PA14_37170","PA14_37150",3310576,3311004,1,"","DOOR",18988623
"operon-9582","PA14_37150-PA14_37170","PA14_37170",3311021,3312133,1,"","DOOR",18988623
"operon-9583","PA14_37250-PA14_37260-PA14_37270-PA14_37290-PA14_37310","PA14_37250",3317016,3318287,1,"","DOOR",18988623
"operon-9583","PA14_37250-PA14_37260-PA14_37270-PA14_37290-PA14_37310","PA14_37260",3318312,3319541,1,"","DOOR",18988623
"operon-9583","PA14_37250-PA14_37260-PA14_37270-PA14_37290-PA14_37310","PA14_37270",3319574,3320317,1,"","DOOR",18988623
"operon-9583","PA14_37250-PA14_37260-PA14_37270-PA14_37290-PA14_37310","PA14_37290",3320314,3321027,1,"","DOOR",18988623
"operon-9583","PA14_37250-PA14_37260-PA14_37270-PA14_37290-PA14_37310","PA14_37310",3321024,3321965,1,"","DOOR",18988623
"operon-9584","PA14_37380-PA14_37370-PA14_37360","PA14_37360",3325268,3326026,-1,"","DOOR",18988623
"operon-9584","PA14_37380-PA14_37370-PA14_37360","PA14_37370",3326011,3326940,-1,"","DOOR",18988623
"operon-9584","PA14_37380-PA14_37370-PA14_37360","PA14_37380",3326951,3328426,-1,"","DOOR",18988623
"operon-9585","PA14_37430-PA14_37420","PA14_37420",3330603,3331559,-1,"","DOOR",18988623
"operon-9585","PA14_37430-PA14_37420","PA14_37430",3331556,3332065,-1,"","DOOR",18988623
"operon-9586","PA14_37490-PA14_37470-PA14_37460-PA14_37440","PA14_37440",3332168,3333364,-1,"","DOOR",18988623
"operon-9586","PA14_37490-PA14_37470-PA14_37460-PA14_37440","PA14_37460",3333351,3334634,-1,"","DOOR",18988623
"operon-9586","PA14_37490-PA14_37470-PA14_37460-PA14_37440","PA14_37470",3334631,3335710,-1,"","DOOR",18988623
"operon-9586","PA14_37490-PA14_37470-PA14_37460-PA14_37440","PA14_37490",3335723,3338374,-1,"","DOOR",18988623
"operon-9587","PA14_37560-PA14_37550-PA14_37530-PA14_37520-PA14_37510","PA14_37510",3338466,3339314,-1,"","DOOR",18988623
"operon-9587","PA14_37560-PA14_37550-PA14_37530-PA14_37520-PA14_37510","PA14_37520",3339298,3339954,-1,"","DOOR",18988623
"operon-9587","PA14_37560-PA14_37550-PA14_37530-PA14_37520-PA14_37510","PA14_37530",3339951,3340853,-1,"","DOOR",18988623
"operon-9587","PA14_37560-PA14_37550-PA14_37530-PA14_37520-PA14_37510","PA14_37550",3340864,3341373,-1,"","DOOR",18988623
"operon-9587","PA14_37560-PA14_37550-PA14_37530-PA14_37520-PA14_37510","PA14_37560",3341401,3343233,-1,"","DOOR",18988623
"operon-9588","kynB-PA14_37610","PA14_37590",3345406,3346047,1,"kynB","DOOR",18988623
"operon-9588","kynB-PA14_37610","PA14_37610",3346051,3347301,1,"","DOOR",18988623
"operon-9589","PA14_37745-PA14_37760-PA14_37770-PA14_37780","PA14_37745",3364838,3366562,1,"","DOOR",18988623
"operon-9589","PA14_37745-PA14_37760-PA14_37770-PA14_37780","PA14_37760",3366606,3367769,1,"","DOOR",18988623
"operon-9589","PA14_37745-PA14_37760-PA14_37770-PA14_37780","PA14_37770",3367771,3368439,1,"","DOOR",18988623
"operon-9589","PA14_37745-PA14_37760-PA14_37770-PA14_37780","PA14_37780",3368436,3369074,1,"","DOOR",18988623
"operon-9590","pcoA-pcoB","PA14_37790",3369223,3371043,1,"pcoA","DOOR",18988623
"operon-9590","pcoA-pcoB","PA14_37810",3371040,3372095,1,"pcoB","DOOR",18988623
"operon-9591","PA14_37900-PA14_37880-PA14_37870-PA14_37850-PA14_37840","PA14_37840",3374868,3376478,-1,"sppD","DOOR",18988623
"operon-9591","PA14_37900-PA14_37880-PA14_37870-PA14_37850-PA14_37840","PA14_37850",3376480,3377496,-1,"sppC","DOOR",18988623
"operon-9591","PA14_37900-PA14_37880-PA14_37870-PA14_37850-PA14_37840","PA14_37870",3377498,3378571,-1,"sppB","DOOR",18988623
"operon-9591","PA14_37900-PA14_37880-PA14_37870-PA14_37850-PA14_37840","PA14_37880",3378573,3380381,-1,"sppA","DOOR",18988623
"operon-9591","PA14_37900-PA14_37880-PA14_37870-PA14_37850-PA14_37840","PA14_37900",3380385,3382925,-1,"sppR","DOOR",18988623
"operon-9592","cynT-cynS","PA14_37950",3387041,3387703,1,"cynT","DOOR",18988623
"operon-9592","cynT-cynS","PA14_37965",3387743,3388213,1,"cynS","DOOR",18988623
"operon-9593","PA14_37990-PA14_37980","PA14_37980",3388251,3389204,-1,"","DOOR",18988623
"operon-9593","PA14_37990-PA14_37980","PA14_37990",3389201,3389707,-1,"","DOOR",18988623
"operon-9594","PA14_38050-PA14_38060","PA14_38050",3394935,3395342,1,"","DOOR",18988623
"operon-9594","PA14_38050-PA14_38060","PA14_38060",3395401,3395661,1,"","DOOR",18988623
"operon-9595","PA14_38160-PA14_38170","PA14_38160",3404017,3404775,1,"","DOOR",18988623
"operon-9595","PA14_38160-PA14_38170","PA14_38170",3404760,3405074,1,"","DOOR",18988623
"operon-9596","PA14_38220-PA14_38210","PA14_38210",3409721,3410395,-1,"","DOOR",18988623
"operon-9596","PA14_38220-PA14_38210","PA14_38220",3410395,3411303,-1,"","DOOR",18988623
"operon-9597","PA14_38260-PA14_38270","PA14_38260",3413042,3413296,1,"","DOOR",18988623
"operon-9597","PA14_38260-PA14_38270","PA14_38270",3413293,3413550,1,"","DOOR",18988623
"operon-9598","PA14_38300-PA14_38290","PA14_38290",3413625,3413924,-1,"","DOOR",18988623
"operon-9598","PA14_38300-PA14_38290","PA14_38300",3413948,3414421,-1,"","DOOR",18988623
"operon-9599","PA14_38395-amrB","PA14_38395",3421686,3422876,1,"","DOOR",18988623
"operon-9599","PA14_38395-amrB","PA14_38410",3422892,3426029,1,"amrB","DOOR",18988623
"operon-9600","gnyD-gnyB-gnyH-gnyA-gnyL","PA14_38440",3427846,3429009,1,"gnyD","DOOR",18988623
"operon-9600","gnyD-gnyB-gnyH-gnyA-gnyL","PA14_38460",3429132,3430739,1,"gnyB","DOOR",18988623
"operon-9600","gnyD-gnyB-gnyH-gnyA-gnyL","PA14_38470",3430753,3431550,1,"gnyH","DOOR",18988623
"operon-9600","gnyD-gnyB-gnyH-gnyA-gnyL","PA14_38480",3431547,3433514,1,"gnyA","DOOR",18988623
"operon-9600","gnyD-gnyB-gnyH-gnyA-gnyL","PA14_38490",3433535,3434437,1,"gnyL","DOOR",18988623
"operon-9601","hmgA-fahA-maiA","PA14_38510",3435469,3436767,1,"hmgA","DOOR",18988623
"operon-9601","hmgA-fahA-maiA","PA14_38530",3436772,3438070,1,"fahA","DOOR",18988623
"operon-9601","hmgA-fahA-maiA","PA14_38550",3438067,3438705,1,"maiA","DOOR",18988623
"operon-9602","PA14_38660-PA14_38640","PA14_38640",3447272,3447928,-1,"","DOOR",18988623
"operon-9602","PA14_38660-PA14_38640","PA14_38660",3447963,3448661,-1,"","DOOR",18988623
"operon-9603","PA14_38680-PA14_38690-ppiC1-PA14_38710-PA14_38720","PA14_38680",3448793,3449713,1,"","DOOR",18988623
"operon-9603","PA14_38680-PA14_38690-ppiC1-PA14_38710-PA14_38720","PA14_38690",3449781,3451736,1,"","DOOR",18988623
