PA14 id	PAO1 homolog id	Transcriptional similarity across strains	P-value	Name	label	pathways present
PA14_47010	PA1333	0.33576822553371705	4.476081631934406e-141			[]
PA14_55560	PA0674	0.430649980110656	1.8756900029958883e-240			[]
PA14_27830	PA2808	0.19748601852707134	3.623488482995973e-48		least stable	[]
PA14_41080	PA1813	0.2956391813501509	2.4704057770095547e-108			['KEGG-Pathway-pae00620: Pyruvate metabolism']
PA14_43660	PA1612	0.2411325642967508	1.2995999771684732e-71			[]
PA14_04530	PA0346	0.1886289560195456	5.042366690823228e-44		least stable	[]
PA14_07870	PA0604	0.2626594804157937	4.289296716228125e-85			['KEGG-Module-M00193: Putative spermidine/putrescine transport system']
PA14_31660	PA2544	0.41457889438464185	3.0854033851333046e-221			[]
PA14_31870	PA2528	0.32626151257505953	7.393006522098462e-133			[]
PA14_37520	PA2087	0.4524357221905909	3.192626629546239e-268			[]
PA14_71150	PA5387	0.41792328820347097	3.7698719174998933e-225			[]
PA14_04760	PA0363	0.4566762665446529	7.231835499471152e-274	coaD		['KEGG-Pathway-pae00770: Pantothenate and CoA biosynthesis']
PA14_55400	PA0690	0.2088517181177659	8.765109876525054e-54			[]
PA14_13720	PA3880	0.3347849608081977	3.2696421006734245e-140			[]
PA14_52150	PA0936	0.4664327879625622	3.6655603820437735e-287	lpxO2		[]
PA14_28150	PA2778	0.3396521153445597	1.6166949742906285e-144			[]
PA14_32950	PA2448	0.31412007123273233	8.764177706039694e-123			[]
PA14_47030	PA1332	0.30049638335004025	4.972569788942228e-112			[]
PA14_41690	PA1768	0.5220391969516638	0.0		most stable	[]
PA14_02830	PA0230	0.4002389930929913	5.879704572271555e-205	pcaB		['KEGG-Pathway-pae00362: Benzoate degradation', 'KEGG-Pathway-pae01220: Degradation of aromatic compounds']
PA14_00180	PA0017	0.42332316966884026	1.4579694191436951e-231			[]
PA14_73030	PA5537	0.2731536147419906	3.828762417861108e-92			[]
PA14_11970	PA4010	0.3131287225602981	5.554956954422556e-122			['KEGG-Pathway-pae03410: Base excision repair']
PA14_64170	PA4851	0.5101911911330658	0.0		most stable	[]
PA14_38950	PA1977	0.3850168032876147	1.5586721705551517e-188			[]
PA14_67640	PA5122	0.3778069075347817	4.705974080934348e-181			[]
PA14_07360	PA0566	0.2597146867816096	3.57888590918899e-83			[]
PA14_34900	PA2298	0.23598585950262474	1.3988706023790172e-68			[]
PA14_51710	PA0973	0.4134139600839099	6.94810050276322e-220	oprL		[]
PA14_03420	PA0264	0.3682668980504994	1.9152826980222679e-171			[]
PA14_68770	PA5206	0.455931891508666	7.176909776348818e-273	argE		['KEGG-Pathway-pae01210: 2-Oxocarboxylic acid metabolism', 'KEGG-Pathway-pae00330: Arginine and proline metabolism', 'KEGG-Module-M00028: Ornithine biosynthesis, glutamate => ornithine']
PA14_08500	PA0664	0.4119925240072685	3.054707934736031e-218			[]
PA14_24940	PA3026	0.33370368043466553	2.8876116471212056e-139			[]
PA14_30260	PA2618	0.4900850008628088	3.034e-321			[]
PA14_55200	PA0704	0.2317071427475296	4.084239157414521e-66			['KEGG-Pathway-pae00380: Tryptophan metabolism', 'KEGG-Pathway-pae00360: Phenylalanine metabolism', 'KEGG-Pathway-pae00330: Arginine and proline metabolism', 'KEGG-Pathway-pae00627: Aminobenzoate degradation', 'KEGG-Pathway-pae00643: Styrene degradation']
PA14_30010	PA2638	0.3367213068549905	6.4681672738937384e-142	nuoB		['KEGG-Pathway-pae00190: Oxidative phosphorylation', 'KEGG-Module-M00144: NADH:quinone oxidoreductase, prokaryotes']
PA14_29850	PA2649	0.4579520948425098	1.3969831799619886e-275	nuoN		['KEGG-Pathway-pae00190: Oxidative phosphorylation', 'KEGG-Module-M00144: NADH:quinone oxidoreductase, prokaryotes']
PA14_08420	PA0656	0.4300286195458625	1.0857071699677628e-239			[]
PA14_28180	PA2776	0.28207506996313697	2.1803776065466148e-98			['KEGG-Pathway-pae00330: Arginine and proline metabolism']
PA14_57770	PA4447	0.3775983181964122	7.695614391128712e-181	hisC1		['KEGG-Pathway-pae00360: Phenylalanine metabolism', 'KEGG-Pathway-pae00350: Tyrosine metabolism', 'KEGG-Pathway-pae00340: Histidine metabolism', 'KEGG-Pathway-pae00400: Phenylalanine, tyrosine and tryptophan biosynthesis', 'KEGG-Pathway-pae00401: Novobiocin biosynthesis']
PA14_20040	PA3405	0.2916098924948993	2.5393682314879753e-105	hasE		['KEGG-Module-M00328: Hemophore/metalloprotease transport system']
PA14_07680	PA0588	0.5480751923129856	0.0		most stable	[]
PA14_64710	PA4897	0.41473689890237897	2.0204393671720515e-221			[]
PA14_12330	PA3981	0.5767781607926448	0.0		most stable	[]
PA14_14340	PA3840	0.37789631173586397	3.811117315196855e-181			[]
PA14_64470	PA4875	0.2992284347621495	4.6598871475646165e-111			[]
PA14_08190	PA0631	0.5095107056640056	0.0		most stable	[]
PA14_10650	PA4121	0.31401306161084896	1.0701060225928009e-122			['KEGG-Pathway-pae00350: Tyrosine metabolism', 'KEGG-Pathway-pae01220: Degradation of aromatic compounds', 'KEGG-Module-M00533: Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate']
PA14_41010	PA1819	0.3751103154054587	2.641590571500304e-178			[]
PA14_63360	PA4795	0.4612697092887601	4.505051833870824e-280			[]
PA14_17420	PA3627	0.39496192248230505	3.6413173137026703e-199	ispF		['KEGG-Pathway-pae00900: Terpenoid backbone biosynthesis']
PA14_52900	PA0879	0.2040386291264126	2.3039882239842317e-51			['KEGG-Pathway-pae00071: Fatty acid degradation', 'KEGG-Pathway-pae00280: Valine, leucine and isoleucine degradation', 'KEGG-Pathway-pae00640: Propanoate metabolism', 'KEGG-Pathway-pae00410: beta-Alanine metabolism', 'KEGG-Pathway-pae01212: Fatty acid metabolism', 'KEGG-Module-M00087: beta-Oxidation', 'KEGG-Module-M00036: Leucine degradation, leucine => acetoacetate + acetyl-CoA']
PA14_20950	PA3333	0.4199453717873384	1.5444659540046727e-227	fabH2		['KEGG-Pathway-pae01212: Fatty acid metabolism', 'KEGG-Pathway-pae00061: Fatty acid biosynthesis', 'KEGG-Module-M00082: Fatty acid biosynthesis, initiation', 'KEGG-Module-M00083: Fatty acid biosynthesis, elongation']
PA14_24810	PA3037	0.31838711241315343	2.8546770895717956e-126			[]
PA14_50330	PA1088	0.3362021864631277	1.8567017603439718e-141			[]
PA14_16670	PA3689	0.33247083852034875	3.423948763334465e-138			[]
PA14_29280	PA2694	0.2968893075543389	2.8074289726564192e-109			[]
PA14_03430	PA0265	0.3426474081439556	3.310434354938145e-147	gabD		['KEGG-Pathway-pae00350: Tyrosine metabolism', 'KEGG-Pathway-pae00250: Alanine, aspartate and glutamate metabolism', 'KEGG-Pathway-pae00310: Lysine degradation', 'KEGG-Pathway-pae00650: Butanoate metabolism']
PA14_19360	PA3460	0.5263797120920073	0.0		most stable	[]
PA14_69040	PA5228	0.34668863432989083	6.997069352074283e-151			['KEGG-Pathway-pae00670: One carbon pool by folate']
PA14_68550	PA5189	0.28443049980223606	4.474962467288416e-100			[]
PA14_54430	PA0762	0.5800115121959908	0.0	algU	most stable	[]
PA14_69340	PA5252	0.3967703371501399	3.875206010975055e-201			[]
PA14_58810	PA4532	0.4498892224885807	7.173296978581091e-265			[]
PA14_21240	PA3307	0.446433689929357	2.2817472767262877e-260			[]
PA14_50620	PA1065	0.3616436767130984	5.815545499242696e-165			[]
PA14_17030	PA3659	0.4133260249929376	8.785080389017894e-220			['KEGG-Pathway-pae00300: Lysine biosynthesis', 'KEGG-Module-M00016: Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine']
PA14_23120	PA3178	0.3224034643734033	1.3203169095529195e-129			[]
PA14_37680	PA2075	0.3679989541833826	3.5274741832785676e-171			[]
PA14_24675	PA3048	0.310858251542742	3.71399386695518e-120			[]
PA14_31370	PA2564	0.2611585406417515	4.118874794334525e-84			[]
PA14_53920	PA0797	0.2843337381082025	5.253465655075173e-100			[]
PA14_25640	PA2969	0.4257679671781306	1.6657591735513192e-234	plsX		['KEGG-Pathway-pae00561: Glycerolipid metabolism', 'KEGG-Pathway-pae00564: Glycerophospholipid metabolism']
PA14_00030	PA0003	0.3601118478362625	1.746105367737884e-163	recF		['KEGG-Pathway-pae03440: Homologous recombination']
PA14_16470	PA3704	0.4910392593714329	1.14e-322			[]
PA14_40860	PA1830	0.4087933709797227	1.4254912550378815e-214			[]
PA14_08910	PA4257	0.5597850663746353	0.0	rpsC	most stable	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']
PA14_68370	PA5175	0.35938912008206164	8.636462043423613e-163	cysQ		['KEGG-Pathway-pae00920: Sulfur metabolism']
PA14_04560	PA0348	0.13905194546455682	1.6785860901651796e-24		least stable	[]
PA14_22010	PA3245	0.3768174579512466	4.835547124776011e-180	minE		[]
PA14_22650	PA3214	0.4752746948551002	1.3683129352822355e-299			[]
PA14_49350	PA1164	0.3899439505730128	9.365073234104701e-194			[]
PA14_08480	PA0662	0.4272578621478357	2.610095605912271e-236	argC		['KEGG-Pathway-pae01210: 2-Oxocarboxylic acid metabolism', 'KEGG-Pathway-pae00330: Arginine and proline metabolism', 'KEGG-Module-M00028: Ornithine biosynthesis, glutamate => ornithine']
PA14_34130	PA2361	0.5221184937323123	0.0	icmF3	most stable	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Module-M00334: Type VI secretion system']
PA14_50660	PA1061	0.3132087207913583	4.787169806283899e-122			['KEGG-Pathway-pae00270: Cysteine and methionine metabolism', 'KEGG-Pathway-pae00920: Sulfur metabolism', 'KEGG-Module-M00021: Cysteine biosynthesis, serine => cysteine']
PA14_41730	PA1766	0.4896178396337044	1.519e-320			[]
PA14_50470	PA1078	0.3995285871989765	3.5911020635476784e-204	flgC		['KEGG-Pathway-pae02040: Flagellar assembly']
PA14_56770	PA4365	0.2875857229268359	2.312999476828948e-102			[]
PA14_61210	PA4626	0.27531390157866914	1.2369382642569683e-93	hprA		['KEGG-Pathway-pae00260: Glycine, serine and threonine metabolism', 'KEGG-Pathway-pae00630: Glyoxylate and dicarboxylate metabolism', 'KEGG-Pathway-pae00680: Methane metabolism']
PA14_50920	PA1037	0.4205806376620764	2.7246130713059994e-228			[]
PA14_53560	PA0827	0.3345854327612693	4.8905720373547815e-140			[]
PA14_69580	PA5269	0.1961570644093769	1.562410949548829e-47		least stable	[]
PA14_06950	PA0533	0.34221972183728083	8.046784138742877e-147			[]
PA14_29620	PA2665	0.42513547738024027	9.662837689409938e-234			[]
PA14_25730	PA2963	0.40863803227203205	2.1433701730483986e-214			[]
PA14_05890	PA0452	0.32221368708003983	1.9028711410943196e-129			[]
PA14_13170	PA3920	0.2952769238547701	4.629843589737157e-108			[]
PA14_39820	PA1910	0.3175365792261357	1.4296088034908698e-125			[]
PA14_18890	PA3494	0.4734291601748259	5.761342960960258e-297			[]
PA14_29440	PA2681	0.2954959129137315	3.167408368819901e-108			[]
PA14_31840	PA2530	0.3072304855023011	2.836520970989179e-117			[]
PA14_19610	PA3440	0.5426021741026623	0.0		most stable	[]
PA14_52870	PA0882	0.1458554088169524	8.086290700922901e-27		least stable	['KEGG-Pathway-pae00660: C5-Branched dibasic acid metabolism']
PA14_64870	PA4910	0.3688177972298629	5.44648249222994e-172			['KEGG-Module-M00237: Branched-chain amino acid transport system']
PA14_22590	PA3219	0.36634244976342795	1.5190995507714037e-169			[]
PA14_18140	PA3569	0.31911093007690816	7.21660687520073e-127	mmsB		['KEGG-Pathway-pae00280: Valine, leucine and isoleucine degradation']
PA14_11480	PA4049	0.39382939526384425	6.173929632278172e-198			[]
PA14_58570	PA4514	0.3022904725702631	2.056574014092259e-113			[]
PA14_68750	PA5205	0.4279368152202923	3.900383614352331e-237			[]
PA14_53290	PA0849	0.29652656498368124	5.282571640514745e-109	trxB2		['KEGG-Pathway-pae00450: Selenocompound metabolism', 'KEGG-Pathway-pae00240: Pyrimidine metabolism']
PA14_01140	PA0093	0.5083957015444173	0.0		most stable	[]
PA14_69880	PA5293	0.3393170537381174	3.2177368776084374e-144			[]
PA14_23980	PA3104	0.4200367992818992	1.2034789331456564e-227	xcpP		['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Module-M00331: Type II general secretion pathway']
PA14_64220	PA4855	0.4903695906492316	1.136e-321	purD		['KEGG-Pathway-pae00230: Purine metabolism', 'KEGG-Module-M00048: Inosine monophosphate biosynthesis, PRPP + glutamine => IMP']
PA14_15230	PA3777	0.4818018717887402	5.29895682189538e-309	xseA		['KEGG-Pathway-pae03430: Mismatch repair']
PA14_11670	PA4033	0.17947297583010194	5.940217622224207e-40		least stable	[]
PA14_69140	PA5236	0.4668963547746581	8.348621619941669e-288			['KEGG-Pathway-pae00520: Amino sugar and nucleotide sugar metabolism']
PA14_53300	PA0848	0.33176390472524103	1.406497328407976e-137			[]
PA14_49760	PA1130	0.3553105788443399	6.614978090745441e-159	rhlC		[]
PA14_22350	PA3234	0.4357337067767886	9.416397023887846e-247	actP		[]
PA14_04050	PA0310	0.2896274192225094	7.391480964399718e-104			[]
PA14_37530	PA2086	0.44886761700928896	1.5570281669011982e-263			['KEGG-Pathway-pae00361: Chlorocyclohexane and chlorobenzene degradation', 'KEGG-Pathway-pae00625: Chloroalkane and chloroalkene degradation']
PA14_14440	PA3834	0.5056735100602181	0.0	valS	most stable	['KEGG-Pathway-pae00970: Aminoacyl-tRNA biosynthesis', 'KEGG-Module-M00360: Aminoacyl-tRNA biosynthesis, prokaryotes']
PA14_54800	PA0733	0.3015056023098152	8.309517486324072e-113			[]
PA14_15820	PA3758	0.2846825232445098	2.946003202749911e-100			['KEGG-Pathway-pae00520: Amino sugar and nucleotide sugar metabolism']
PA14_68090	PA5155	0.4835159303006576	1.6538395748043e-311			['KEGG-Module-M00236: Putative polar amino acid transport system']
PA14_62690	PA4739	0.4268861027512477	7.377036566731245e-236			[]
PA14_65630	PA4965	0.5049344971325778	0.0		most stable	[]
PA14_47370	PA1303	0.2767118332550388	1.3196137562937262e-94			['KEGG-Pathway-pae03060: Protein export']
PA14_23730	PA3122	0.3435769421216699	4.779952678705841e-148			[]
PA14_24490	PA3063	0.3565633551560639	4.3006066752553224e-160	pelB		[]
PA14_26210	PA2926	0.3141426761603637	8.402114527208092e-123	hisP		[]
PA14_14390	PA3836	0.5590415481723311	0.0		most stable	[]
PA14_56510	PA4345	0.4767929502150622	9.228201692993691e-302			[]
PA14_63340	PA4793	0.4597056950543693	5.988364548036367e-278			[]
PA14_49700	PA1136	0.2592247584378809	7.43038175344416e-83			[]
PA14_15830	PA3757	0.3243065612195781	3.3308643541097237e-131			[]
PA14_43690	PA1609	0.4255320453827249	3.2106264911210323e-234	fabB		['KEGG-Pathway-pae00780: Biotin metabolism', 'KEGG-Pathway-pae01212: Fatty acid metabolism', 'KEGG-Pathway-pae00061: Fatty acid biosynthesis', 'KEGG-Module-M00083: Fatty acid biosynthesis, elongation', 'KEGG-Module-M00572: Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP']
PA14_03590	PA0276	0.2567045002646137	3.1066401086262594e-81			[]
PA14_09930	PA4172	0.4414702827767117	5.432602317071521e-254			['KEGG-Pathway-pae03410: Base excision repair']
PA14_45240	PA1485	0.3316587076915811	1.7350420745668664e-137			[]
PA14_24760	PA3041	0.4616836605152812	1.2296527123484226e-280			[]
PA14_48520	PA1222	0.27864932220644595	5.807195996975044e-96			[]
PA14_33460	PA2415	0.4023164805309221	2.8847696098594867e-207			[]
PA14_05990	PA0458	0.4138590914619201	2.1167894871823196e-220			[]
PA14_19490	PA3450	0.5348914441313822	0.0	lsfA	most stable	[]
PA14_04700	PA0360	0.4696618012421171	1.1691955178162933e-291			[]
PA14_29560	PA2670	0.3705851509779325	9.48125542880764e-174			[]
PA14_13780	PA3875	0.27654542552480804	1.7236140805307845e-94	narG		['KEGG-Pathway-pae00910: Nitrogen metabolism', 'KEGG-Module-M00529: Denitrification, nitrate => nitrogen', 'KEGG-Module-M00530: Dissimilatory nitrate reduction, nitrate => ammonia']
PA14_13510	PA3895	0.3047961579699628	2.314592450299293e-115			[]
PA14_38630	PA2001	0.3697820554418806	5.99306491658198e-173	atoB		['KEGG-Pathway-pae00072: Synthesis and degradation of ketone bodies', 'KEGG-Pathway-pae00071: Fatty acid degradation', 'KEGG-Pathway-pae00380: Tryptophan metabolism', 'KEGG-Pathway-pae00900: Terpenoid backbone biosynthesis', 'KEGG-Pathway-pae00362: Benzoate degradation', 'KEGG-Pathway-pae00280: Valine, leucine and isoleucine degradation', 'KEGG-Pathway-pae00620: Pyruvate metabolism', 'KEGG-Pathway-pae00630: Glyoxylate and dicarboxylate metabolism', 'KEGG-Pathway-pae00310: Lysine degradation', 'KEGG-Pathway-pae00640: Propanoate metabolism', 'KEGG-Pathway-pae01212: Fatty acid metabolism', 'KEGG-Pathway-pae00650: Butanoate metabolism']
PA14_08960	PA4252	0.5270359059163935	0.0	rplX	most stable	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']
PA14_66320	PA5017	0.4036042549879947	1.0480162228347618e-208			[]
PA14_45700	PA1451	0.3731856902563665	2.3340093271657865e-176			[]
PA14_63650	PA4815	0.43322168781610415	1.2590200519013678e-243			[]
PA14_28240	PA2772	0.16347912742121828	2.3697395328672323e-33		least stable	[]
PA14_58860	PA4537	0.37965194030009786	5.9773438209473415e-183			[]
PA14_45680	PA1452	0.41244784036854776	9.109948513563024e-219	flhA		['KEGG-Pathway-pae02040: Flagellar assembly']
PA14_44820	PA1518	0.2929513772660292	2.554925797019524e-106			['KEGG-Pathway-pae00230: Purine metabolism']
PA14_18660	PA3532	0.4102950511405474	2.7336137212387142e-216			[]
PA14_63710	PA4819	0.3602326730742827	1.3360641633640052e-163			[]
PA14_09150	PA4236	0.2987906090766981	1.006468166250487e-110	katA		['KEGG-Pathway-pae00380: Tryptophan metabolism', 'KEGG-Pathway-pae00630: Glyoxylate and dicarboxylate metabolism']
PA14_39660	PA1921	0.38149937238572096	7.337401025945538e-185			[]
PA14_11230	PA4071	0.27887763237378793	4.012326553506138e-96			[]
PA14_10640	PA4122	0.3047973829168085	2.309495772551019e-115			['KEGG-Pathway-pae00350: Tyrosine metabolism', 'KEGG-Pathway-pae01220: Degradation of aromatic compounds', 'KEGG-Module-M00533: Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate']
PA14_46720	PA1358	0.32602095081376226	1.1829847210872455e-132			[]
PA14_23070	PA3183	0.4227581973881017	6.921375565215113e-231	zwf		['KEGG-Pathway-pae00480: Glutathione metabolism', 'KEGG-Pathway-pae00030: Pentose phosphate pathway', 'KEGG-Module-M00008: Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate']
PA14_21370	PA3299	0.4497126350881077	1.2220160224275376e-264	fadD1		['KEGG-Pathway-pae00071: Fatty acid degradation', 'KEGG-Pathway-pae01212: Fatty acid metabolism']
PA14_30740	PA2580	0.2509768991530271	1.288623040238719e-77			[]
PA14_30340	PA2611	0.4896348458953037	1.4323e-320	cysG		['KEGG-Pathway-pae00860: Porphyrin and chlorophyll metabolism']
PA14_60250	PA4546	0.4642431090590107	3.852619987058384e-284	pilS		[]
PA14_12810	PA3947	0.4240226775355875	2.110706871884272e-232			[]
PA14_43680	PA1610	0.3684541284723283	1.2495335751741805e-171	fabA		['KEGG-Pathway-pae01212: Fatty acid metabolism', 'KEGG-Pathway-pae00061: Fatty acid biosynthesis', 'KEGG-Module-M00083: Fatty acid biosynthesis, elongation']
PA14_11960	PA4011	0.39811971024996906	1.2825836170985681e-202			[]
PA14_51890	PA0957	0.2696491379103496	9.386182701388286e-90			[]
PA14_33480	PA2414	0.4157033278475585	1.5089625863170956e-222	sndH		[]
PA14_21110	PA3319	0.3816041068532824	5.7126070941576694e-185	plcN		['KEGG-Pathway-pae00562: Inositol phosphate metabolism', 'KEGG-Pathway-pae00564: Glycerophospholipid metabolism']
PA14_60690	PA4586	0.1081046234901484	2.2434904011417567e-15		least stable	[]
PA14_08900	PA4258	0.5408953086277981	0.0	rplV	most stable	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']
PA14_17100	PA3653	0.4760967106888979	9.163992902385358e-301	frr		[]
PA14_56900	PA4376	0.3852831036205426	8.181778975620539e-189	pncB2		['KEGG-Pathway-pae00760: Nicotinate and nicotinamide metabolism']
PA14_68500	PA5186	0.2472660315611849	2.5405749789551086e-75			[]
PA14_12570	PA3965	0.2591377017337166	8.458924137814073e-83			[]
PA14_49890	PA1120	0.4954497730832329	0.0	tpbB		[]
PA14_08440	PA0658	0.3173050352501102	2.214587320456007e-125			[]
PA14_46630	PA1367	0.18628042689299587	5.852940990224068e-43		least stable	[]
PA14_25970	PA2944	0.3446057477371766	5.569868115803337e-149	cobN		['KEGG-Pathway-pae00860: Porphyrin and chlorophyll metabolism']
PA14_04290	PA0328	0.20732400702196707	5.216764248312877e-53			[]
PA14_53620	PA0826	0.21910475414719613	3.835439088708202e-59			[]
PA14_28960	PA2721	0.2929404692685484	2.6032138470239985e-106			[]
PA14_21000	PA3329	0.4149290132172933	1.2071285465424493e-221			[]
PA14_38690	PA1997	0.4814093716971483	1.9767823076955853e-308			['KEGG-Pathway-pae00650: Butanoate metabolism']
PA14_16340	PA3715	0.28062088991986994	2.3567566797429154e-97			[]
PA14_60570	PA4578	0.5262698348341805	0.0		most stable	[]
PA14_13560	PA3892	0.3333366964797225	6.03607000679351e-139			[]
PA14_36900	PA2170	0.03047740976403471	0.02582652674532196		least stable
PA14_65180	PA4935	0.5990026239553975	0.0	rpsF	most stable	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']
PA14_61120	PA4618	0.3217967753523949	4.243406126242396e-129			[]
PA14_06000	PA0459	0.4791184510753593	4.153029005977449e-305			[]
PA14_20850	PA3341	0.24915241076087816	1.7506685949557164e-76			[]
PA14_11520	PA4046	0.4039874111256476	3.897306114933732e-209			[]
PA14_33450	PA2416	0.4126118302990053	5.889313666099324e-219	treA		['KEGG-Pathway-pae00500: Starch and sucrose metabolism']
PA14_33940	PA2374	0.2759048568254541	4.810471743600571e-94			[]
PA14_62970	PA4761	0.4735044322520489	4.5061164659487506e-297	dnaK		['KEGG-Pathway-pae03018: RNA degradation']
PA14_29210	PA2701	0.3460929890432297	2.4547683365642544e-150			[]
PA14_61080	PA4616	0.3207670813875087	3.0590939961908626e-128			[]
PA14_13420	PA3902	0.4166040106535949	1.3342009772860143e-223			[]
PA14_00510	PA0041	0.4198182631403639	2.184458479340659e-227			[]
PA14_27070	PA2864	0.4125054928105414	7.814916959268738e-219			[]
PA14_54580	PA0751	0.3139918913050196	1.1132122798261549e-122			[]
PA14_36370	PA2181	0.2806161756818398	2.37495826081776e-97			[]
PA14_49710	PA1135	0.31907372747500895	7.745856440030318e-127			['KEGG-Pathway-pae00620: Pyruvate metabolism']
PA14_37400	PA2096	0.400861679797349	1.1993250300577003e-205			[]
PA14_05530	PA0425	0.235949073041144	1.4695581354534024e-68	mexA		['KEGG-Pathway-pae00312: beta-Lactam resistance', 'KEGG-Module-M00647: Multidrug resistance, efflux pump MexAB-OprM/SmeDEF/AcrAB-TolC']
PA14_18320	PA3557	0.3937403241864876	7.70973715854328e-198			[]
PA14_14820	PA3807	0.4738794723101411	1.3233327277207624e-297	ndk		['KEGG-Pathway-pae00230: Purine metabolism', 'KEGG-Pathway-pae00240: Pyrimidine metabolism', 'KEGG-Module-M00049: Adenine ribonucleotide biosynthesis, IMP => ADP,ATP', 'KEGG-Module-M00053: Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP', 'KEGG-Module-M00050: Guanine ribonucleotide biosynthesis IMP => GDP,GTP']
PA14_67650	PA5123	0.4228117710161354	5.9717832408611e-231			[]
PA14_69420	PA5257	0.5210382239953972	0.0		most stable	[]
PA14_66490	PA5029	0.2541067578362711	1.3951020908505764e-79			[]
PA14_25930	PA2947	0.3950237056367461	3.1192999785163114e-199			['KEGG-Pathway-pae00860: Porphyrin and chlorophyll metabolism']
PA14_60470	PA4569	0.4947092936019766	0.0	ispB		['KEGG-Pathway-pae00900: Terpenoid backbone biosynthesis']
PA14_46760	PA1355	0.35895123174412163	2.2703958168541935e-162			[]
PA14_47860	PA1266	0.2871928238733353	4.4722633030496544e-102			[]
PA14_25620	PA2971	0.4988354008172082	0.0			[]
PA14_70390	PA5332	0.4100497639925947	5.2219793615634175e-216	crc		['KEGG-Pathway-pae03410: Base excision repair']
PA14_22710	PA3208	0.4086825361612607	1.907036707221466e-214			[]
PA14_17170	PA3647	0.5169403870084106	0.0		most stable	[]
PA14_47850	PA1267	0.25169234258953177	4.605336831146171e-78			[]
PA14_66560	PA5035	0.3820403341023885	2.0119989073319217e-185	gltD		['KEGG-Pathway-pae00250: Alanine, aspartate and glutamate metabolism', 'KEGG-Pathway-pae00910: Nitrogen metabolism']
PA14_42440	PA1709	0.5499834435818111	0.0	popD	most stable	[]
PA14_63960	PA4837	0.4776944000179063	4.68668478834844e-303			[]
PA14_19690	PA3431	0.19677072744009988	7.967072039600781e-48		least stable	[]
PA14_45610	PA1457	0.47038563036014297	1.1306680866073625e-292	cheZ		['KEGG-Pathway-pae02030: Bacterial chemotaxis']
PA14_20000	PA3409	0.3152761640197128	1.0082686602151982e-123			[]
PA14_27000	PA2867	0.4567117512966997	6.481476350994369e-274			[]
PA14_62740	PA4743	0.4790079129376364	5.998369843514508e-305	rbfA		[]
PA14_09530	PA4206	0.2954919768741009	3.189102823282927e-108	mexH		['KEGG-Module-M00644: Multidrug resistance, efflux pump MexHI-OprD']
PA14_49000	PA0717	0.24916367557202335	1.722807051970269e-76			[]
PA14_56910	PA4377	0.2248334954925498	2.9331158722504588e-62			[]
PA14_35400	PA2256	0.28952447276186954	8.798995784813245e-104	pvcC		[]
PA14_70490	PA5340	0.37205547538422223	3.19776700292455e-175			[]
PA14_45850	PA1439	0.2991060756430792	5.7795738680885215e-111			[]
PA14_52260	PA0928	0.28512513555333985	1.412283272814687e-100			[]
PA14_52465	PA0912	0.22453649338190024	4.276324101044076e-62			[]
PA14_33840	PA2383	0.4013215174744404	3.699386181652154e-206			[]
PA14_25030	PA3018	0.3608660690045125	3.278121648632708e-164			[]
PA14_36290	PA2197	0.325058599633836	7.723988414064706e-132			[]
PA14_73050	PA5539	0.4604355501352384	6.133307444832229e-279			['KEGG-Pathway-pae00790: Folate biosynthesis', 'KEGG-Module-M00126: Tetrahydrofolate biosynthesis, GTP => THF']
PA14_14990	PA3795	0.4989734013800474	0.0			[]
PA14_18870	PA3496	0.4582689224784048	5.228832363090559e-276			[]
PA14_19160	PA3473	0.377431453928668	1.1402445222961242e-180			[]
PA14_28380	PA2762	0.2579699424406988	4.7916419102013755e-82			[]
PA14_04150	PA0318	0.3402802790815227	4.438301905428703e-145			[]
PA14_40880	PA1829	0.3655124619085335	9.925116299118088e-169			[]
PA14_62350	PA4710	0.3791068762988577	2.1774694849068998e-182			[]
PA14_66510	PA5030	0.2802320424185513	4.44316050878791e-97			[]
PA14_29770	PA2653	0.490061743371135	3.286e-321			[]
PA14_67410	PA5104	0.32230868343297914	1.584776584815764e-129			[]
PA14_39320	PA1948	0.3229382846298123	4.706873342689686e-130	rbsC		[]
PA14_06830	PA0524	0.5111488771734326	0.0	norB	most stable	['KEGG-Pathway-pae00910: Nitrogen metabolism', 'KEGG-Module-M00529: Denitrification, nitrate => nitrogen']
PA14_65590	PA4963	0.3614583857853227	8.784960715390604e-165			[]
