gene id	pathways present	PA14 homolog id	Transcriptional similarity across strains	P-value	Name	label
PA5484	[]	PA14_72390	0.5463416463071374	0.0	kinB	most stable
PA0044	[]	PA14_00560	0.5055722274933587	0.0	exoT	most stable
PA4719	[]	PA14_62440	0.56213532147842	0.0		most stable
PA2072	[]	PA14_37690	0.5380877210420335	0.0		most stable
PA2152	['KEGG-Pathway-pae00500: Starch and sucrose metabolism']	PA14_36730	0.5394523031944538	0.0		most stable
PA3691	[]	PA14_16640	0.5454404058414251	0.0		most stable
PA2620	[]	PA14_30230	0.5559660300048908	0.0	clpA	most stable
PA1072	['KEGG-Module-M00237: Branched-chain amino acid transport system']	PA14_50540	0.5453859895656121	0.0	braE	most stable
PA4302	[]	PA14_55890	0.5059642623159907	0.0	tadA	most stable
PA3728	[]	PA14_16190	0.5612976569188693	0.0		most stable
PA2195	['KEGG-Pathway-pae00460: Cyanoamino acid metabolism']	PA14_36310	0.5096271270433254	0.0	hcnC	most stable
PA4430	['KEGG-Pathway-pae00190: Oxidative phosphorylation']	PA14_57560	0.5170251258995796	0.0		most stable
PA0236	[]	PA14_02910	0.5060875631900483	0.0		most stable
PA3382	['KEGG-Module-M00223: Phosphonate transport system']	PA14_20330	0.5410215730431192	0.0	phnE	most stable
PA1483	[]	PA14_45280	0.5201299638123024	0.0	cycH	most stable
PA1277	['KEGG-Pathway-pae00860: Porphyrin and chlorophyll metabolism', 'KEGG-Module-M00122: Cobalamin biosynthesis, cobinamide => cobalamin']	PA14_47690	0.5067801304692188	0.0	cobQ	most stable
PA1768	[]	PA14_41690	0.5220652238771506	0.0		most stable
PA4740	['KEGG-Pathway-pae00230: Purine metabolism', 'KEGG-Pathway-pae03018: RNA degradation', 'KEGG-Pathway-pae00240: Pyrimidine metabolism']	PA14_62710	0.5722798933362115	0.0	pnp	most stable
PA1301	[]	PA14_47390	0.5111652195058635	0.0		most stable
PA4966	[]	PA14_65640	0.5577470655215306	0.0		most stable
PA4249	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']	PA14_08990	0.5408180502416692	0.0	rpsH	most stable
PA3353	[]	PA14_20700	0.5357505521056898	0.0		most stable
PA1791	[]	PA14_41420	0.5026320907946479	0.0		most stable
PA0088	['KEGG-Module-M00334: Type VI secretion system']	PA14_01070	0.6569316307847478	0.0	tssF1	most stable
PA3167	['KEGG-Pathway-pae00260: Glycine, serine and threonine metabolism', 'KEGG-Pathway-pae00750: Vitamin B6 metabolism', 'KEGG-Pathway-pae00680: Methane metabolism', 'KEGG-Module-M00124: Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P']	PA14_23270	0.5177346940632881	0.0	serC	most stable
PA0074	['KEGG-Pathway-pae03070: Bacterial secretion system']	PA14_00875	0.655136582048603	0.0	ppkA	most stable
PA3577	[]	PA14_18040	0.195604628246078	2.803886701825413e-47		least stable
PA2018	['KEGG-Pathway-pae00312: beta-Lactam resistance']	PA14_38410	0.1795128996506035	5.615162855601579e-40	mexY	least stable
PA1195	[]	PA14_48840	0.15742994912258215	4.994030933642524e-31	ddaH	least stable
PA3206	[]	PA14_22730	0.18874692149075928	4.37382823030956e-44		least stable
PA0605	['KEGG-Module-M00193: Putative spermidine/putrescine transport system']	PA14_07890	0.1907447855977236	5.286307555284049e-45	agtC	least stable
PA0709	[]	PA14_55140	0.12286747478163895	1.9115575783803237e-19		least stable
PA1434	[]	PA14_45920	0.19891637541431295	7.279326899893964e-49		least stable
PA2019	['KEGG-Pathway-pae00312: beta-Lactam resistance']	PA14_38395	0.18535188606017586	1.5024632044643903e-42	mexX	least stable
PA5269	[]	PA14_69580	0.1963007894777308	1.3085929240425755e-47		least stable
PA1244	[]	PA14_48150	0.15804918882982702	2.9117667343118947e-31		least stable
PA3561	['KEGG-Pathway-pae00051: Fructose and mannose metabolism']	PA14_18260	0.1665661607534526	1.395262361117797e-34	fruK	least stable
PA1635	[]	PA14_43370	0.16262082745205764	5.068590612116286e-33	kdpC	least stable
PA1933	['KEGG-Pathway-pae00230: Purine metabolism']	PA14_39520	0.1978968503037602	2.2556999351901072e-48		least stable
PA2807	[]	PA14_27840	0.12416443925315775	7.928059678576545e-20		least stable
PA2839	[]	PA14_27390	0.1918602926384796	1.6079428955441682e-45		least stable
PA2783	[]	PA14_28100	0.10767465768273124	2.8774175465285487e-15	mep72	least stable
PA0825	[]	PA14_53630	0.14810021208716934	1.2984658374985487e-27		least stable
PA4033	[]	PA14_11670	0.17916507150191266	7.940795571041982e-40	mucE	least stable
PA5082	['KEGG-Module-M00230: Glutamate/aspartate transport system']	PA14_67130	0.16026907859623768	4.134285885313574e-32	dguC	least stable
PA1183	[]	PA14_49130	0.1966374685581319	9.042641287614051e-48	dctA	least stable
PA0711	[]	PA14_55117	0.09229867312589304	1.3488569928595049e-11		least stable
PA1470	['KEGG-Pathway-pae00780: Biotin metabolism', 'KEGG-Pathway-pae01040: Biosynthesis of unsaturated fatty acids', 'KEGG-Pathway-pae01212: Fatty acid metabolism', 'KEGG-Pathway-pae00061: Fatty acid biosynthesis', 'KEGG-Module-M00083: Fatty acid biosynthesis, elongation', 'KEGG-Module-M00572: Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP']	PA14_45430	0.17739955219761136	4.560791930228636e-39		least stable
PA4580	[]	PA14_60590	0.13957966187858928	1.1090360883435264e-24		least stable
PA3991	[]	PA14_12170	0.14944640858265604	4.304840997259831e-28		least stable
PA2235	[]	PA14_35690	0.17527214693916554	3.6585678558432203e-38	pslE	least stable
PA1634	[]	PA14_43380	0.14819081961879246	1.2058659812107294e-27	kdpB	least stable
PA4200	[]	PA14_09610	0.1311107842979595	6.067981176519082e-22		least stable
PA1985	[]	PA14_38825	0.19542621409911196	3.407031991378964e-47	pqqA	least stable
PA2772	[]	PA14_28240	0.16344987326627697	2.400293966517593e-33		least stable
PA3835	[]	PA14_14430	0.12659747713634567	1.4832673518217668e-20		least stable
PA0130	['KEGG-Pathway-pae00562: Inositol phosphate metabolism', 'KEGG-Pathway-pae00280: Valine, leucine and isoleucine degradation', 'KEGG-Pathway-pae00640: Propanoate metabolism', 'KEGG-Pathway-pae00410: beta-Alanine metabolism']	PA14_01600	0.1693238320387622	1.0737783824221176e-35	bauC	least stable
PA4096	[]	PA14_10910	0.14675776730581155	3.864780076202221e-27		least stable
PA1492	[]	PA14_45120	0.1410732958714953	3.4987338077881567e-25		least stable
PA2457	[]	PA14_20510	0.19565259773064064	2.6607010187571405e-47		least stable
PA1027	['KEGG-Pathway-pae00071: Fatty acid degradation', 'KEGG-Pathway-pae00903: Limonene and pinene degradation', 'KEGG-Pathway-pae00380: Tryptophan metabolism', 'KEGG-Pathway-pae00040: Pentose and glucuronate interconversions', 'KEGG-Pathway-pae00561: Glycerolipid metabolism', 'KEGG-Pathway-pae00280: Valine, leucine and isoleucine degradation', 'KEGG-Pathway-pae00330: Arginine and proline metabolism', 'KEGG-Pathway-pae00620: Pyruvate metabolism', 'KEGG-Pathway-pae00625: Chloroalkane and chloroalkene degradation', 'KEGG-Pathway-pae00340: Histidine metabolism', 'KEGG-Pathway-pae00310: Lysine degradation', 'KEGG-Pathway-pae00410: beta-Alanine metabolism', 'KEGG-Pathway-pae00010: Glycolysis / Gluconeogenesis']	PA14_51050	0.19210255482916247	1.240483862382024e-45	amaB	least stable
PA3574	['KEGG-Pathway-pae00312: beta-Lactam resistance']	PA14_18080	0.19513296494936574	4.69110151540003e-47	nalD	least stable
PA3412	[]	PA14_19960	0.1694485700191071	9.551786428350523e-36		least stable
PA2382	['KEGG-Pathway-pae00620: Pyruvate metabolism']	PA14_33860	0.1496530387873057	3.630500532411561e-28	lldA	least stable
PA4508	[]	PA14_58510	0.18320206617577675	1.3617977666435618e-41		least stable
PA2929	[]	PA14_26160	0.15369527744796008	1.233987607668974e-29		least stable
PA5084	['KEGG-Pathway-pae00360: Phenylalanine metabolism']	PA14_67150	0.14249499256378104	1.1532958605648028e-25	dguA	least stable
PA2297	[]	PA14_34920	0.19117749580364032	3.3345179201041875e-45		least stable
PA2808	[]	PA14_27830	0.1973972513987404	3.917343813891478e-48	ptrA	least stable
PA2522	[]	PA14_31970	0.19551322577013885	3.0982742766815523e-47	czcC	least stable
PA3432	[]	PA14_19680	0.1994056051361805	4.2211116236895354e-49		least stable
PA0882	['KEGG-Pathway-pae00660: C5-Branched dibasic acid metabolism']	PA14_52870	0.14583799258562366	8.111809622537668e-27		least stable
PA3507	[]	PA14_10840	0.023770799730935148	0.08214724199970336		least stable
PA0574	[]	PA14_07450	0.19054056135596525	6.568013130754433e-45		least stable
PA2722	[]	PA14_28950	0.11679458620651158	1.0408543167026903e-17		least stable
PA2505	[]	PA14_32270	0.0855261350041733	3.7250846103869484e-10	opdT	least stable
PA0673	[]	PA14_55570	0.17237916764568245	5.951123848331353e-37		least stable
PA0154	['KEGG-Pathway-pae00362: Benzoate degradation', 'KEGG-Pathway-pae01220: Degradation of aromatic compounds']	PA14_01910	0.18626965901529108	5.8145359704447415e-43	pcaG	least stable
PA1498	['KEGG-Pathway-pae00230: Purine metabolism', 'KEGG-Pathway-pae00620: Pyruvate metabolism', 'KEGG-Pathway-pae00010: Glycolysis / Gluconeogenesis', 'KEGG-Module-M00049: Adenine ribonucleotide biosynthesis, IMP => ADP,ATP', 'KEGG-Module-M00050: Guanine ribonucleotide biosynthesis IMP => GDP,GTP', 'KEGG-Module-M00002: Glycolysis, core module involving three-carbon compounds']	PA14_45050	0.17751082278529984	4.087216721612882e-39	pykF	least stable
PA4685	[]	PA14_61980	0.06542060332943103	1.6789086330385243e-06		least stable
PA0478	[]	PA14_06250	0.06203713396961084	5.61171730340844e-06		least stable
PA3325	[]	PA14_21040	0.16894344483714185	1.5334816057896003e-35		least stable
PA0495	[]	PA14_06460	0.1810227745846976	1.2373210888425006e-40		least stable
PA2037	[]	PA14_38180	0.1288712678806702	3.006171646785415e-21		least stable
PA5266	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Module-M00334: Type VI secretion system']	PA14_69550	0.1487394044593752	7.697092187892227e-28	vgrG6	least stable
PA0565	[]	PA14_07355	0.1978902331954188	2.2722729457245184e-48		least stable
PA2913	['KEGG-Module-M00240: Iron complex transport system']	PA14_26390	0.19630902819991072	1.2968218910217896e-47		least stable
PA0740	[]	PA14_54700	0.12718098208899614	9.874561591603859e-21	sdsA1	least stable
PA3759	[]	PA14_15810	0.1972938227790611	4.3907244584805314e-48		least stable
PA2521	[]	PA14_31990	0.1728484505568311	3.797946662877025e-37	czcB	least stable
PA0710	['KEGG-Pathway-pae00620: Pyruvate metabolism']	PA14_55130	0.05999450948167465	1.1296576520315625e-05	gloA2	least stable
PA2064	[]	PA14_37810	0.17578934455401055	2.2106921805757307e-38	pcoB	least stable
PA1255	[]	PA14_47970	0.1505402958318633	1.7420421500636275e-28	lhpK	least stable
PA2558	[]	PA14_31460	0.199664924275208	3.160300399712237e-49		least stable
PA3897	[]	PA14_13490	0.1738423138120811	1.4609229591079031e-37		least stable
PA0669	[]	PA14_55610	0.1379831408148902	3.753804487241326e-24		least stable
PA1637	[]	PA14_43340	0.1686032110220418	2.1076440006024158e-35	kdpE	least stable
PA1537	[]	PA14_44570	0.1928927800851267	5.308744448027048e-46		least stable
PA4715	[]	PA14_62400	0.19461353960535294	8.255725201300887e-47		least stable
PA0346	[]	PA14_04530	0.18910033117562625	3.0149030958516983e-44		least stable
PA2299	[]	PA14_34880	0.19283388488822864	5.6561261069621025e-46		least stable
PA3964	[]	PA14_12590	0.1931355017231016	4.087431337064719e-46		least stable
PA1631	['KEGG-Pathway-pae00930: Caprolactam degradation']	PA14_43420	0.13067687859894989	8.291674592834239e-22		least stable
PA5530	[]	PA14_72960	0.16712791864113785	8.304785620346404e-35		least stable
PA4111	[]	PA14_10780	0.19617191051471386	1.50719247480941e-47		least stable
PA2693	[]	PA14_29290	0.1824344275673999	2.972178670405428e-41		least stable
PA3316	['KEGG-Module-M00223: Phosphonate transport system']	PA14_21140	0.19066359644426664	5.762976746817843e-45		least stable
PA0719	[]	PA14_48980	0.17753725147877988	3.9821189415514394e-39		least stable
PA4598	[]	PA14_60830	0.15698269180727684	7.363462046050523e-31	mexD	least stable
PA0251	[]	PA14_03100	0.15549279289631487	2.6621931216186226e-30		least stable
PA0561	[]	PA14_07300	0.1721060020382264	7.724668795234752e-37		least stable
PA4973	['KEGG-Pathway-pae00730: Thiamine metabolism']	PA14_65740	0.14002177622561815	7.892374002272066e-25	thiC	least stable
PA1466	['KEGG-Pathway-pae00480: Glutathione metabolism']	PA14_45470	0.16321296376109512	2.9730660270011848e-33		least stable
PA1201	[]	PA14_48770	0.1820220915387579	4.513634869678818e-41		least stable
PA1436	[]	PA14_45890	0.18649065126638026	4.62292062270921e-43		least stable
PA3077	[]	PA14_24350	0.11218302900936714	1.8912556003107822e-16	cprR	least stable
PA5083	[]	PA14_67140	0.09083780874329632	2.8175796259045183e-11	dguB	least stable
PA2211	[]	PA14_36110	0.1990581815183614	6.216656681587926e-49		least stable
PA2478	[]	PA14_32590	0.189630710674581	1.72252714813734e-44		least stable
PA0721	[]	PA14_48960	0.09084374943179813	2.8092174378369532e-11		least stable
PA1334	[]	PA14_47000	0.1685958199136568	2.122239834917456e-35		least stable
PA3868	[]	PA14_13890	0.19416714743505128	1.3401742965792054e-46		least stable
PA2794	[]	PA14_27990	0.19009258903102494	1.0564935464035898e-44		least stable
PA2065	[]	PA14_37790	0.10305002961556163	4.184923169028329e-14	pcoA	least stable
PA0480	['KEGG-Pathway-pae00362: Benzoate degradation', 'KEGG-Pathway-pae01220: Degradation of aromatic compounds', 'KEGG-Module-M00568: Catechol ortho-cleavage, catechol => 3-oxoadipate']	PA14_06270	0.16779318155119285	4.4818668499403256e-35		least stable
PA0708	[]	PA14_55150	0.1974106735163064	3.859758854666569e-48		least stable
PA2099	[]	PA14_37360	0.1980278676663302	1.9512411312004997e-48		least stable
PA1499	['KEGG-Pathway-pae00260: Glycine, serine and threonine metabolism', 'KEGG-Pathway-pae00630: Glyoxylate and dicarboxylate metabolism']	PA14_45030	0.15662848710449478	1.0006364676179498e-30		least stable
PA4779	[]	PA14_63190	0.16284005970859386	4.1611303700815416e-33		least stable
PA2764	[]	PA14_28350	0.17600615305073716	1.7890113685814902e-38		least stable
PA4092	['KEGG-Pathway-pae00350: Tyrosine metabolism', 'KEGG-Pathway-pae01220: Degradation of aromatic compounds']	PA14_10990	0.1997835090768324	2.7681453809532826e-49	hpaC	least stable
PA1607	[]	PA14_43720	0.15076389457389416	1.4467179426534262e-28		least stable
PA1928	[]	PA14_39580	0.19715115665964209	5.138431931668668e-48	rimJ	least stable
PA1850	[]	PA14_40600	0.1997035314994087	3.026909782723223e-49		least stable
PA0987	[]	PA14_03170	0.16849286508223804	2.3363069749813172e-35		least stable
PA3145	[]	PA14_23460	0.1491202623153448	5.630281825873823e-28	wbpL	least stable
PA2723	[]	PA14_28940	0.16537587189266084	4.1636853690468595e-34		least stable
PA0182	['KEGG-Pathway-pae00780: Biotin metabolism', 'KEGG-Pathway-pae01040: Biosynthesis of unsaturated fatty acids', 'KEGG-Pathway-pae01212: Fatty acid metabolism', 'KEGG-Pathway-pae00061: Fatty acid biosynthesis', 'KEGG-Module-M00083: Fatty acid biosynthesis, elongation', 'KEGG-Module-M00572: Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP']	PA14_02300	0.19020126997623124	9.415263323207148e-45		least stable
PA2934	[]	PA14_26090	0.18564107198047636	1.1146197081387294e-42	cif	least stable
PA2496	[]	PA14_32370	0.15252450896015365	3.3177016162136436e-29		least stable
PA0885	[]	PA14_52820	0.17674534468772699	8.676393231042001e-39		least stable
PA0159	[]	PA14_01980	0.1940166553098008	1.577535204977726e-46		least stable
PA2317	['KEGG-Pathway-pae00330: Arginine and proline metabolism']	PA14_34680	0.13688142946430729	8.634914264322809e-24		least stable
PA4597	[]	PA14_60820	0.15738735228080988	5.182425481636836e-31	oprJ	least stable
PA4138	['KEGG-Pathway-pae00970: Aminoacyl-tRNA biosynthesis', 'KEGG-Module-M00360: Aminoacyl-tRNA biosynthesis, prokaryotes']	PA14_10420	0.18667742400861356	3.807521729019907e-43	tyrS	least stable
PA2520	[]	PA14_31010	0.10369132273469274	2.9072247179285764e-14	czcA	least stable
PA4951	[]	PA14_65410	0.09004486971742721	4.182477501237839e-11	orn	least stable
PA0986	[]	PA14_03180	0.17754403283198075	3.955587721911585e-39		least stable
PA0259	[]	PA14_03190	0.1361024212700174	1.549848826002157e-23	tli3	least stable
PA2680	[]	PA14_29460	0.1808039218368406	1.5418981558202908e-40		least stable
PA0878	['KEGG-Pathway-pae00660: C5-Branched dibasic acid metabolism']	PA14_52910	0.15228115231459868	4.0709270827256975e-29		least stable
PA0820	[]	PA14_53670	0.11808268503449455	4.5347566636820885e-18		least stable
PA0806	[]	PA14_53830	0.15485084461153198	4.613530730168448e-30		least stable
PA4586	[]	PA14_60690	0.107472743766265	3.242075791079376e-15		least stable
PA3994	[]	PA14_12150	0.18459210302539256	3.2846214832760266e-42		least stable
PA0603	['KEGG-Module-M00193: Putative spermidine/putrescine transport system']	PA14_07860	0.19689865013722485	6.785408619257412e-48	agtA	least stable
PA2490	[]	PA14_32440	0.1992910250961309	4.796349027653511e-49		least stable
PA1435	[]	PA14_45910	0.1406792695735202	4.749141362960739e-25		least stable
PA3681	[]	PA14_16750	0.16916193276584374	1.2497677903955233e-35		least stable
PA4518	[]	PA14_58620	0.15681630588900505	8.505272228209367e-31		least stable
PA1864	[]	PA14_40380	0.19385258157064397	1.8841746078842533e-46		least stable
PA3282	[]	PA14_21590	0.17043681983070275	3.766978440366895e-36		least stable
PA0321	[]	PA14_04190	0.18705431487393484	2.572243411711296e-43		least stable
PA0728	[]	PA14_48880	0.13868615911086274	2.1981851371074104e-24		least stable
PA2470	['KEGG-Pathway-pae00350: Tyrosine metabolism']	PA14_32690	0.19379612295521206	2.0028573088009387e-46	gtdA	least stable
PA1298	[]	PA14_47420	0.16878650906832446	1.7759191278072815e-35		least stable
PA2356	['KEGG-Pathway-pae00920: Sulfur metabolism']	PA14_34190	0.1898024016906588	1.4365266309903704e-44	msuD	least stable
PA2455	[]	PA14_32860	0.1661422934489906	2.061339790583164e-34		least stable
PA2917	[]	PA14_26330	0.19370796822870628	2.2032094357982546e-46		least stable
PA3283	[]	PA14_21580	0.19780163184413047	2.506211863691294e-48		least stable
PA3281	[]	PA14_21600	0.1661665714777786	2.0158285558825696e-34		least stable
PA3223	[]	PA14_22490	0.15190241983659578	5.59354863043505e-29	azoR3	least stable
PA0918	[]	PA14_52380	0.1858776623609885	8.727202408405692e-43		least stable
PA5383	[]	PA14_71100	0.06591098976664414	1.4025447819127058e-06		least stable
PA2479	[]	PA14_32580	0.10090653953190122	1.3913976243138441e-13		least stable
PA3866	[]	PA14_13940	0.1552370202093615	3.315164754948888e-30		least stable
PA1254	['KEGG-Pathway-pae00300: Lysine biosynthesis', 'KEGG-Module-M00016: Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine']	PA14_48000	0.16168204323829466	1.1759956381054539e-32	lhpC	least stable
PA2933	[]	PA14_26110	0.18898546926045567	3.4027228070375785e-44		least stable
PA1939	[]	PA14_60070	0.19236297616586026	9.38202047949178e-46		least stable
PA4110	['KEGG-Pathway-pae00312: beta-Lactam resistance']	PA14_10790	0.12463132815589376	5.762122029044111e-20	ampC	least stable
PA1026	[]	PA14_51060	0.18296629405063747	1.731336933689382e-41		least stable
PA0348	[]	PA14_04560	0.1394814826877774	1.19588307943709e-24		least stable
PA1972	[]	PA14_39020	0.17456899884305702	7.238804719690649e-38		least stable
PA4100	[]	PA14_10850	0.14336840532589415	5.799508208437111e-26		least stable
PA1210	[]	PA14_48650	0.1347816401466273	4.145883276744863e-23		least stable
PA0670	[]	PA14_55600	0.16460625052616482	8.40619445016309e-34		least stable
PA3318	[]	PA14_21120	0.19728854603368787	4.416346194450613e-48		least stable
PA2226	[]	PA14_58930	0.14814376236249396	1.253109827264434e-27	qsrO	least stable
PA4073	['KEGG-Pathway-pae00360: Phenylalanine metabolism', 'KEGG-Pathway-pae00643: Styrene degradation']	PA14_11190	0.13892523026850787	1.831286332646213e-24		least stable
PA3146	[]	PA14_23450	0.19044714526878764	7.25311152100812e-45	wbpK	least stable
PA1419	[]	PA14_46100	0.1841414052168736	5.215346381612648e-42		least stable
PA0982	[]	PA14_59960	0.13577072766936787	1.9861176086132245e-23		least stable
PA2118	[]	PA14_37190	0.15696744964457313	7.4613960883968056e-31	ada	least stable
PA0364	[]	PA14_04780	0.19911952445121975	5.806224717977807e-49		least stable
PA1144	[]	PA14_49610	0.16300046251420885	3.6012216627272154e-33		least stable
PA0850	[]	PA14_53270	0.19150115731590356	2.360643618899902e-45		least stable
PA1633	[]	PA14_43400	0.1848697186223063	2.4691148534976703e-42	kdpA	least stable
PA0864	[]	PA14_53090	0.08897310977215324	7.09554131801347e-11		least stable
PA3867	[]	PA14_15430	0.033942658471132224	0.013042946283085909		least stable
PA1653	[]	PA14_43140	0.1592570477539411	1.0102013351149975e-31		least stable
PA3240	[]	PA14_22075	0.14223053607002642	1.4189552532635575e-25		least stable
PA1015	[]	PA14_51205	0.1916103156218273	2.1007744826603575e-45		least stable
PA0367	[]	PA14_04820	0.15203120712950893	5.02114264290356e-29		least stable
PA1380	[]	PA14_46400	0.09716471639079588	1.0674592776466671e-12		least stable
PA4990	[]	PA14_65990	0.19049937279536708	6.861767020698484e-45		least stable
PA4799	[]	PA14_63390	0.19456989417653173	8.65665669904922e-47		least stable
PA0048	[]	PA14_00600	0.18751476987649526	1.5911858451281327e-43		least stable
PA0978	[]	PA14_51630	0.11341739963272543	8.802945656574283e-17		least stable
PA2940	['KEGG-Pathway-pae00071: Fatty acid degradation', 'KEGG-Pathway-pae00362: Benzoate degradation', 'KEGG-Pathway-pae00280: Valine, leucine and isoleucine degradation', 'KEGG-Pathway-pae00281: Geraniol degradation', 'KEGG-Pathway-pae01212: Fatty acid metabolism', 'KEGG-Module-M00087: beta-Oxidation']	PA14_26010	0.18573872489876314	1.007601101848802e-42		least stable
PA4531	[]	PA14_58800	0.16797342074215946	3.7904765885167435e-35		least stable
PA1153	[]	PA14_49500	0.04875834008633796	0.000360650836498578		least stable
PA4507	[]	PA14_58500	0.1838999676330303	6.677841244658884e-42		least stable
PA2593	[]	PA14_30560	0.1594667902508079	8.398531360097168e-32	qteE	least stable
PA2283	[]	PA14_35050	0.17402230479362713	1.2280522901962229e-37		least stable
PA1379	[]	PA14_46420	0.08373045837020435	8.617037720288897e-10		least stable
PA0446	[]	PA14_05820	0.1626574970476211	4.904165468393357e-33		least stable
PA1240	[]	PA14_48200	0.16958720564549276	8.385816825905197e-36		least stable
PA1962	[]	PA14_39150	0.17160668704799786	1.242960219369336e-36	azoR2	least stable
PA0320	[]	PA14_04180	0.17602857054498772	1.7502596680130102e-38	carO	least stable
PA2222	[]	PA14_59620	0.07732295875961273	1.493443263920053e-08		least stable
PA0465	[]	PA14_06080	0.14991526580008324	2.9235874186911427e-28	creD	least stable
PA4196	[]	PA14_09690	0.17422848625668838	1.006312094601543e-37	bfiR	least stable
PA3431	[]	PA14_19690	0.19676352252368032	7.872709288133478e-48		least stable
PA1028	[]	PA14_51040	0.16517705576745606	4.9939254898237025e-34	amaA	least stable
PA1367	[]	PA14_46630	0.18635317835927184	5.331981138986517e-43		least stable
PA2458	[]	PA14_32830	0.09441974175435798	4.535232373770577e-12		least stable
PA3593	[]	PA14_17810	0.18835771191723075	6.58334732085507e-44		least stable
PA2497	[]	PA14_32360	0.1983830385174414	1.3163812833342801e-48		least stable
