PAO1 id	PA14 homolog id	Transcriptional similarity across strains	P-value	Name	label	pathways present
PA2324	PA14_34580	0.32204300712417044	2.5018010104087606e-129			[]
PA1829	PA14_40880	0.3654871630857209	9.780650002777856e-169			[]
PA0005	PA14_00060	0.33508441268906425	1.682378559648473e-140	lptA		['KEGG-Pathway-pae00561: Glycerolipid metabolism', 'KEGG-Pathway-pae00564: Glycerophospholipid metabolism']
PA2149	PA14_36770	0.4739632116482484	8.86081809305745e-298			[]
PA4458	PA14_57900	0.3948944542939649	3.9607077905161993e-199			['KEGG-Pathway-pae00540: Lipopolysaccharide biosynthesis']
PA2962	PA14_25740	0.3293050140755925	1.7572394323410332e-135	tmk		['KEGG-Pathway-pae00240: Pyrimidine metabolism', 'KEGG-Module-M00053: Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP']
PA1205	PA14_48730	0.35530936831453297	6.1990790458449e-159			[]
PA4670	PA14_61770	0.5774572010989185	0.0	prs	most stable	['KEGG-Pathway-pae00230: Purine metabolism', 'KEGG-Pathway-pae00030: Pentose phosphate pathway']
PA4273	PA14_08730	0.5609676574192888	0.0	rplA	most stable	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']
PA2815	PA14_27730	0.5845179898592375	0.0		most stable	['KEGG-Pathway-pae00071: Fatty acid degradation', 'KEGG-Pathway-pae01212: Fatty acid metabolism', 'KEGG-Module-M00087: beta-Oxidation']
PA1841	PA14_40700	0.3896104890917547	1.9584872270917084e-193			[]
PA0616	PA14_08010	0.5269464387869837	0.0		most stable	[]
PA1590	PA14_43920	0.4774831691912948	8.284349929598013e-303	braB		[]
PA1623	PA14_43530	0.4785759569649476	2.21254280712833e-304			['KEGG-Pathway-pae00480: Glutathione metabolism']
PA2240	PA14_35630	0.2981020877393941	3.215765376932978e-110	pslJ		[]
PA1085	PA14_50380	0.3908785820387871	8.607951561251966e-195	flgJ		[]
PA0681	PA14_55490	0.34393674641675004	2.118099762895114e-148	hxcT		['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Module-M00331: Type II general secretion pathway']
PA2559	PA14_31440	0.3670990727656076	2.5404513533777456e-170			[]
PA1419	PA14_46100	0.18414140521687364	5.215346381612648e-42		least stable	[]
PA0225	PA14_02750	0.29495440518530824	7.732152593695836e-108			[]
PA0250	PA14_03090	0.3344329863271289	6.267213335072115e-140			[]
PA5453	PA14_71990	0.4873087656601954	3.6641153e-317	gmd		['KEGG-Pathway-pae00051: Fructose and mannose metabolism', 'KEGG-Pathway-pae00520: Amino sugar and nucleotide sugar metabolism']
PA1056	PA14_50710	0.3746398702604407	7.344054372639964e-178	shaC		[]
PA0566	PA14_07360	0.2597772973389029	3.1473250528412027e-83			[]
PA3784	PA14_15130	0.2628129709475925	3.280795609221508e-85			[]
PA4901	PA14_64770	0.20251359329118027	1.2804003851405798e-50	mdlC		['KEGG-Pathway-pae00627: Aminobenzoate degradation']
PA2366	PA14_34050	0.545882331980166	0.0	hsiC3	most stable	['KEGG-Module-M00334: Type VI secretion system']
PA3621	PA14_17490	0.23993238634130964	6.523043363270206e-71	fdxA		[]
PA5011	PA14_66240	0.3899010362894146	9.583551568420648e-194	waaC		['KEGG-Pathway-pae00540: Lipopolysaccharide biosynthesis']
PA2169	PA14_36530	0.5384964624996234	0.0		most stable	[]
PA5201	PA14_68710	0.4909164911345684	1.5e-322			[]
PA2555	PA14_31500	0.40553970142367374	6.389217131107668e-211			['KEGG-Pathway-pae00620: Pyruvate metabolism', 'KEGG-Pathway-pae00680: Methane metabolism', 'KEGG-Pathway-pae00640: Propanoate metabolism', 'KEGG-Pathway-pae00010: Glycolysis / Gluconeogenesis']
PA1055	PA14_50720	0.2715811882445497	4.394408059893677e-91	shaB		[]
PA0404	PA14_05280	0.4112215946493565	2.1504350039426855e-217			[]
PA4556	PA14_60320	0.22496550405588672	2.416333112352213e-62	pilE		[]
PA4390	PA14_57060	0.42283007175311466	5.145133158040037e-231			[]
PA4781	PA14_63210	0.3740195429635502	3.1170845097900282e-177			[]
PA4780	PA14_63200	0.4136603854058182	3.2764756715187084e-220			[]
PA0738	PA14_54730	0.3314752231491717	2.3600939176267996e-137			[]
PA3932	PA14_13000	0.4669471990866269	6.275286057714796e-288			[]
PA1054	PA14_50730	0.4040113202437132	3.3512134611405216e-209	shaA		[]
PA3279	PA14_21620	0.3022130676252202	2.2500763748225804e-113	oprP		[]
PA3587	PA14_17900	0.4063236054033927	8.315395044107604e-212	metR		[]
PA1545	PA14_44480	0.372669014753265	7.1749420696941e-176			[]
PA2097	PA14_37380	0.3069698404212932	4.33326250152223e-117			[]
PA4967	PA14_65660	0.5499026379967938	0.0	parE	most stable	[]
PA3576	PA14_18050	0.3152205567705625	1.0618868816688705e-123			[]
PA1591	PA14_43910	0.3429521932545066	1.6497235916552097e-147			[]
PA3021	PA14_24990	0.3946251983994388	7.77070327483908e-199			[]
PA5419	PA14_71510	0.3552628257776864	6.860099973019049e-159	soxG		['KEGG-Pathway-pae00260: Glycine, serine and threonine metabolism']
PA1946	PA14_39350	0.3430236978805832	1.42159541756235e-147	rbsB		['KEGG-Pathway-pae02030: Bacterial chemotaxis']
PA5108	PA14_67460	0.36974896241210414	6.006680018806206e-173			[]
PA1415	PA14_46150	0.3748317472290686	4.6931525838412223e-178			[]
PA5400	PA14_71300	0.3962742314995532	1.2406092843246354e-200			[]
PA2287	PA14_35010	0.4288177158953058	2.971770018682192e-238			[]
PA3936	PA14_12960	0.5237695884268839	0.0		most stable	['KEGG-Pathway-pae00920: Sulfur metabolism']
PA1802	PA14_41230	0.5143242677558258	0.0	clpX	most stable	[]
PA3768	PA14_15670	0.3977709420626303	2.843742760379479e-202			[]
PA4338	PA14_56390	0.4910826304959527	8.4e-323			[]
PA1986	PA14_38820	0.3476214410378195	9.138491668379045e-152	pqqB		[]
PA1906	PA14_39870	0.2460358717315551	1.3918128836730172e-74			[]
PA0683	PA14_55470	0.4805593143596541	2.9829801329353905e-307	hxcY		['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Module-M00331: Type II general secretion pathway']
PA3494	PA14_18890	0.4737427403702793	1.821882189067157e-297			[]
PA5372	PA14_70940	0.29857351835049706	1.4063325328570816e-110	betA		['KEGG-Pathway-pae00260: Glycine, serine and threonine metabolism']
PA4423	PA14_57480	0.5433372861850501	0.0		most stable	[]
PA3748	PA14_15930	0.49505766119077793	0.0			[]
PA1921	PA14_39660	0.3815828111652934	5.5555864616963e-185			[]
PA2505	PA14_32270	0.08552613500417333	3.7250846103869484e-10	opdT	least stable	[]
PA2122	PA14_37130	0.22926741493052705	9.610299753730615e-65			[]
PA3615	PA14_17550	0.3326204283304524	2.393180745339067e-138			[]
PA0359	PA14_04690	0.4126881440116893	4.37807539937695e-219			[]
PA4003	PA14_12060	0.5689538674731109	0.0	pbpA	most stable	['KEGG-Pathway-pae00312: beta-Lactam resistance', 'KEGG-Pathway-pae00550: Peptidoglycan biosynthesis']
PA0910	PA14_52490	0.4680347538327268	1.9310396784822664e-289	alpD		[]
PA0358	PA14_04680	0.3163884458086126	1.1833746845218545e-124			[]
PA4500	PA14_58390	0.26527545104319705	7.74292378243051e-87	dppA3		['KEGG-Pathway-pae02030: Bacterial chemotaxis', 'KEGG-Module-M00324: Dipeptide transport system']
PA1474	PA14_45400	0.3725908871400545	8.598340054823432e-176			[]
PA3408	PA14_20010	0.4045325940199551	8.703056479141512e-210	hasR		[]
PA3788	PA14_15090	0.31597279427919023	2.586849375619556e-124			[]
PA3166	PA14_23280	0.4327740072687205	4.067376240610783e-243	pheA		['KEGG-Pathway-pae00400: Phenylalanine, tyrosine and tryptophan biosynthesis', 'KEGG-Module-M00024: Phenylalanine biosynthesis, chorismate => phenylalanine']
PA4717	PA14_62420	0.41572154518921994	1.3066564151789536e-222			[]
PA5048	PA14_66700	0.40826388173408895	5.220593569845189e-214			[]
PA0138	PA14_01690	0.374131054631118	2.4043229122062035e-177			[]
PA0464	PA14_06070	0.3871462301770453	8.164416370938277e-191	creC		[]
PA0667	PA14_08540	0.401218177633838	4.4140888902855795e-206			[]
PA4618	PA14_61120	0.32176767666036576	4.2484498996820794e-129			[]
PA0328	PA14_04290	0.2072667854355819	5.45407919337806e-53	aaaA		[]
PA3908	PA14_13350	0.4586800658294792	1.29587232568117e-276			[]
PA3352	PA14_20720	0.4643473534107042	2.452608636489768e-284			['KEGG-Pathway-pae02040: Flagellar assembly']
PA1139	PA14_49660	0.3761735786050225	2.031430877411787e-179			[]
PA1204	PA14_48740	0.4014445120315279	2.4726609919131847e-206			[]
PA2496	PA14_32370	0.15252450896015365	3.3177016162136436e-29		least stable	[]
PA3774	PA14_15260	0.42855634986314	6.195067582706291e-238			[]
PA3019	PA14_25020	0.5160024189915673	0.0		most stable	[]
PA4016	PA14_11900	0.4427952691807742	9.900911205527834e-256			[]
PA4321	PA14_56140	0.5774741918235602	0.0		most stable	[]
PA4876	PA14_64480	0.4883139737570084	1.17171e-318	osmE		[]
PA1798	PA14_41270	0.34066435194508193	1.890111570067416e-145	parS		['KEGG-Pathway-pae00312: beta-Lactam resistance']
PA0908	PA14_52510	0.3523435342845193	3.815659596211441e-156	alpB		[]
PA1259	PA14_47930	0.25731141345044	1.2262933936082218e-81	lhpH		[]
PA2642	PA14_29940	0.4223867927605141	1.7436470438822933e-230	nuoG		['KEGG-Pathway-pae00190: Oxidative phosphorylation', 'KEGG-Module-M00144: NADH:quinone oxidoreductase, prokaryotes']
PA2490	PA14_32440	0.1992910250961309	4.796349027653511e-49		least stable	[]
PA1421	PA14_46070	0.2443641286991859	1.443114129857345e-73	gbuA		['KEGG-Pathway-pae00330: Arginine and proline metabolism']
PA1066	PA14_50610	0.22832957562424305	3.238270787916059e-64			[]
PA2000	PA14_38640	0.3000252489571798	1.0907417446742531e-111	dchB		['KEGG-Pathway-pae00072: Synthesis and degradation of ketone bodies', 'KEGG-Pathway-pae00280: Valine, leucine and isoleucine degradation', 'KEGG-Pathway-pae00650: Butanoate metabolism']
PA5530	PA14_72960	0.16712791864113785	8.304785620346404e-35		least stable	[]
PA2903	PA14_26530	0.42368627825573457	4.8451660219617166e-232	cobJ		['KEGG-Pathway-pae00860: Porphyrin and chlorophyll metabolism']
PA3750	PA14_15910	0.4474149135371278	1.0876385795810868e-261			[]
PA0124	PA14_01510	0.3464845775755936	1.0092000592881204e-150			[]
PA2989	PA14_25420	0.3539803725713052	1.1114814327870804e-157			[]
PA3992	PA14_12160	0.3830960212315858	1.477313329082852e-186	sltB3		[]
PA0054	PA14_00660	0.2955634867822681	2.69099402312298e-108			[]
PA1349	PA14_46830	0.3215094285068765	6.977829183333347e-129			[]
PA0911	PA14_52480	0.3917199148074394	1.074634633784097e-195	alpE		[]
PA2849	PA14_27230	0.3505250126830077	1.8923942752301612e-154	ohrR		[]
PA4892	PA14_64660	0.3876450185687918	2.417834822750768e-191	ureF		[]
PA0495	PA14_06460	0.1810227745846976	1.2373210888425006e-40		least stable	[]
PA2250	PA14_35490	0.3992242214354149	7.138337398006457e-204	lpdV		['KEGG-Pathway-pae00260: Glycine, serine and threonine metabolism', 'KEGG-Pathway-pae00280: Valine, leucine and isoleucine degradation', 'KEGG-Pathway-pae00020: Citrate cycle (TCA cycle)', 'KEGG-Pathway-pae00620: Pyruvate metabolism', 'KEGG-Pathway-pae00010: Glycolysis / Gluconeogenesis', 'KEGG-Module-M00307: Pyruvate oxidation, pyruvate => acetyl-CoA', 'KEGG-Module-M00036: Leucine degradation, leucine => acetoacetate + acetyl-CoA', 'KEGG-Module-M00009: Citrate cycle (TCA cycle, Krebs cycle)', 'KEGG-Module-M00011: Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate']
PA0831	PA14_53520	0.3480701223813983	3.5318430772783156e-152	oruR		[]
PA0185	PA14_02340	0.4094938871226311	2.0610995762820756e-215			['KEGG-Pathway-pae00920: Sulfur metabolism', 'KEGG-Module-M00436: Sulfonate transport system']
PA1631	PA14_43420	0.13067687859894989	8.291674592834239e-22		least stable	['KEGG-Pathway-pae00930: Caprolactam degradation']
PA5371	PA14_70930	0.3382942039389437	2.4623662048574823e-143			['KEGG-Pathway-pae01040: Biosynthesis of unsaturated fatty acids']
PA4609	PA14_60990	0.4131987444891276	1.123214223246355e-219	radA		[]
PA1378	PA14_46430	0.23559764463214544	2.2860495940292554e-68			[]
PA0832	PA14_53510	0.2367957504300373	4.5805830309947694e-69			[]
PA4614	PA14_61050	0.4903534835158471	1.047e-321	mscL		[]
PA4989	PA14_65970	0.3822391654166876	1.154751320483201e-185			[]
PA2036	PA14_38190	0.2483540508953419	5.2749991020652474e-76			[]
PA1876	PA14_40240	0.4395501880516383	1.3391759524510421e-251			[]
PA3724	PA14_16250	0.4474826744619864	8.87946468537254e-262	lasB		[]
PA2852	PA14_27200	0.3930360003753973	4.0964374321144346e-197	earP		[]
PA2857	PA14_27150	0.3712665318245667	1.8340361438134076e-174			['KEGG-Module-M00258: Putative ABC transport system']
PA1655	PA14_43110	0.3640448602422099	2.519321714577946e-167			['KEGG-Pathway-pae00480: Glutathione metabolism']
PA2955	PA14_25820	0.3205123021252993	4.718030131824992e-128			[]
PA5063	PA14_66900	0.5104867139813817	0.0	ubiE	most stable	['KEGG-Pathway-pae00130: Ubiquinone and other terpenoid-quinone biosynthesis']
PA3289	PA14_21510	0.2545469277118052	7.102085619916701e-80			[]
PA3015	PA14_25060	0.4257919380556791	1.4098290572659144e-234			[]
PA4065	PA14_11290	0.4372065953623717	1.209121610741369e-248			['KEGG-Module-M00258: Putative ABC transport system']
PA3958	PA14_12670	0.4228171094176488	5.332218840221687e-231			[]
PA1735	PA14_42100	0.32183507284362944	3.732142417862302e-129			[]
PA4199	PA14_09630	0.2788856967439243	3.8027633574764475e-96			[]
PA1819	PA14_41010	0.3750973179264882	2.523979253102798e-178			[]
PA1062	PA14_50650	0.2248241799815622	2.8917800566294625e-62			[]
PA5345	PA14_70570	0.5070639858596121	0.0	recG	most stable	['KEGG-Pathway-pae03440: Homologous recombination']
PA0031	PA14_00380	0.4091025589765704	5.77170521992887e-215	betC		[]
PA3407	PA14_20020	0.3277804622375909	3.553950517942044e-134	hasAp		[]
PA3988	PA14_12210	0.419457422863687	5.300998870257088e-227	lptE		[]
PA3336	PA14_20900	0.32127555146942954	1.0931783444404987e-128			[]
PA4128	PA14_10570	0.3167094004777103	6.463718014686974e-125			['KEGG-Pathway-pae00350: Tyrosine metabolism']
PA0935	PA14_52160	0.3802626399244665	1.2948566683541056e-183			['KEGG-Pathway-pae00230: Purine metabolism', 'KEGG-Pathway-pae00240: Pyrimidine metabolism']
PA4029	PA14_11720	0.426396594176328	2.6154545329463136e-235			[]
PA2772	PA14_28240	0.16344987326627702	2.400293966517593e-33		least stable	[]
PA2396	PA14_33700	0.4377607945661716	2.4301905351064546e-249	pvdF		[]
PA3442	PA14_19580	0.4312495872919782	3.0978913876034346e-241			['KEGG-Pathway-pae00920: Sulfur metabolism', 'KEGG-Module-M00436: Sulfonate transport system']
PA5281	PA14_69720	0.3904088159414756	2.7435137936769446e-194			[]
PA0728	PA14_48880	0.13868615911086274	2.1981851371074104e-24		least stable	[]
PA3809	PA14_14800	0.3817241864912596	3.9619706851251555e-185	fdx2		[]
PA2632	PA14_30080	0.4065343008599341	4.802386719856541e-212			[]
PA1182	PA14_49150	0.21066629865949205	1.0109986233428643e-54			[]
PA0369	PA14_04850	0.2905375269301331	1.509777867887028e-104			[]
PA0753	PA14_54550	0.2659828578896406	2.6198344103812565e-87			[]
PA4026	PA14_11750	0.4075151582712497	3.7088262656121146e-213			[]
PA3240	PA14_22075	0.14223053607002645	1.4189552532635575e-25		least stable	[]
PA1191	PA14_49040	0.35567789552376705	2.7774372357119136e-159			[]
PA1895	PA14_40020	0.33104400436088616	5.573019957889576e-137			[]
PA0586	PA14_07650	0.5429724693085333	0.0		most stable	[]
PA2943	PA14_25980	0.22329256787657997	2.0097160929688485e-61			['KEGG-Pathway-pae00400: Phenylalanine, tyrosine and tryptophan biosynthesis']
PA3883	PA14_13680	0.2874676226177333	2.70101837199727e-102			[]
PA1343	PA14_46900	0.3310878288070373	5.107331578550106e-137			[]
PA1315	PA14_47240	0.33586152546124914	3.489455174947163e-141			[]
PA3357	PA14_20650	0.458974317009243	5.189958919012122e-277	dsdA		['KEGG-Pathway-pae00260: Glycine, serine and threonine metabolism']
PA5291	PA14_69850	0.33036429122991084	2.1531023466486335e-136	betT2		[]
PA0469	PA14_06150	0.3739765653612144	3.4450363067606767e-177			[]
PA4720	PA14_62450	0.517224381500209	0.0	trmA	most stable	[]
PA4312	PA14_56040	0.3907937955882974	1.061252798865798e-194			[]
PA3004	PA14_25210	0.3598400997923257	2.97287069587038e-163			['KEGG-Pathway-pae00270: Cysteine and methionine metabolism', 'KEGG-Module-M00034: Methionine salvage pathway']
PA4328	PA14_56220	0.5514543677107483	0.0		most stable	[]
PA2558	PA14_31460	0.199664924275208	3.160300399712237e-49		least stable	[]
PA2758	PA14_28420	0.2378128130423848	1.1618829225466036e-69			[]
PA2698	PA14_29240	0.3765076320013739	9.274886241975119e-180			[]
PA4250	PA14_08980	0.4597830700659333	4.177312990688419e-278	rpsN		['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']
PA2883	PA14_26780	0.38109632830148776	1.775774077864691e-184			[]
PA0377	PA14_04940	0.33133254120793465	3.136663893162416e-137			[]
PA4567	PA14_60450	0.4646796263605761	8.556316773488983e-285	rpmA		['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']
PA0978	PA14_51630	0.11341739963272544	8.802945656574283e-17		least stable	[]
PA1742	PA14_42010	0.3509025962996277	8.431519141665554e-155	pauD2		[]
PA1927	PA14_39590	0.2385565318463712	4.243451125359165e-70	metE		['KEGG-Pathway-pae00270: Cysteine and methionine metabolism', 'KEGG-Pathway-pae00450: Selenocompound metabolism']
PA4511	PA14_58540	0.3461046064820525	2.247208856699295e-150			[]
PA2842	PA14_27350	0.3927525197085214	8.290310558756503e-197			[]
PA4281	PA14_55640	0.3976155212771541	4.21268294003567e-202	sbcD		[]
PA1681	PA14_42760	0.5248433728617562	0.0	aroC	most stable	['KEGG-Pathway-pae00400: Phenylalanine, tyrosine and tryptophan biosynthesis']
PA4072	PA14_11210	0.2143094101880764	1.3023318819755993e-56			[]
PA5517	PA14_72790	0.3884347464709307	3.505723836539682e-192			[]
PA5532	PA14_72980	0.3724902467795218	1.0854918413004267e-175			[]
PA1394	PA14_46390	0.2590094737767802	9.887531767386597e-83			[]
PA0194	PA14_02435	0.3248311455852328	1.1369683564032278e-131			[]
PA0760	PA14_54470	0.473342691837811	6.729171085452884e-297			[]
PA4126	PA14_10600	0.28184420985606795	3.055303106774523e-98			[]
PA2042	PA14_38110	0.4943693672848479	0.0			[]
PA2573	PA14_30820	0.5290346199863403	0.0		most stable	['KEGG-Pathway-pae02030: Bacterial chemotaxis']
PA2431	PA14_33190	0.29385888952507805	5.1280318015348964e-107			[]
PA1143	PA14_49620	0.3099431464974073	1.9008531277053963e-119			[]
PA1448	PA14_45740	0.4772306531046159	1.9099028187229617e-302	fliR		['KEGG-Pathway-pae02040: Flagellar assembly']
PA0853	PA14_53230	0.4445382805655987	5.729059640185731e-258			[]
PA4442	PA14_57710	0.4757408160392669	2.60044469395509e-300	cysN		['KEGG-Pathway-pae00920: Sulfur metabolism', 'KEGG-Pathway-pae00450: Selenocompound metabolism', 'KEGG-Pathway-pae00230: Purine metabolism', 'KEGG-Module-M00616: Sulfate-sulfur assimilation', 'KEGG-Module-M00176: Assimilatory sulfate reduction, sulfate => H2S']
PA2172	PA14_36500	0.4939222422131747	0.0			[]
PA1830	PA14_40860	0.40921692632475204	4.272365566932251e-215			[]
PA1337	PA14_46970	0.3839380104956569	1.946868873983923e-187	ansB		['KEGG-Pathway-pae00330: Arginine and proline metabolism', 'KEGG-Pathway-pae00471: D-Glutamine and D-glutamate metabolism', 'KEGG-Pathway-pae00250: Alanine, aspartate and glutamate metabolism']
PA4491	PA14_58270	0.5643864890043597	0.0	magB	most stable	[]
PA0170	PA14_02130	0.3456275238607761	6.130266981435874e-150			[]
PA0776	PA14_54240	0.3867559848008314	2.1123935336536146e-190			[]
PA2216	PA14_36060	0.2328563784851909	8.74387434170968e-67			[]
PA5269	PA14_69580	0.19630078947773072	1.3085929240425755e-47		least stable	[]
PA5042	PA14_66640	0.3789427634738463	2.9722440271342308e-182	pilO		[]
PA3684	PA14_16720	0.3972377382443553	1.0940135982623337e-201			[]
PA3326	PA14_21030	0.4584597414138629	2.5695905719221596e-276	clpP2		[]
PA3950	PA14_12760	0.3926199013601025	1.1526508964904304e-196			[]
PA0141	PA14_01730	0.3920089375331567	5.250785832680986e-196			[]
PA5498	PA14_72550	0.3331098846015204	8.971420609174303e-139	znuA		['KEGG-Module-M00242: Zinc transport system']
PA4251	PA14_08970	0.5267947394122846	0.0	rplE	most stable	['KEGG-Pathway-pae03010: Ribosome', 'KEGG-Module-M00178: Ribosome, bacteria']
PA2519	PA14_32060	0.26071822666265154	7.69886898030514e-84	xylS		[]
PA0924	PA14_52300	0.3808843927190675	2.9442314523925273e-184			[]
PA3705	PA14_16460	0.3808075519290814	3.536271082522291e-184	wspD		[]
PA1750	PA14_41920	0.4536428622068254	7.166372568199778e-270			['KEGG-Pathway-pae00400: Phenylalanine, tyrosine and tryptophan biosynthesis']
PA1712	PA14_42400	0.5081177555833409	0.0	exsB	most stable	[]
PA1740	PA14_42030	0.3936682115151861	8.482451587990489e-198			[]
PA5343	PA14_70550	0.5430027610812591	0.0		most stable	[]
PA1035	PA14_50940	0.4277468792825175	6.002377518397706e-237			[]
PA0865	PA14_53070	0.3245909837894666	1.8134393951569971e-131	hpd		['KEGG-Pathway-pae00360: Phenylalanine metabolism', 'KEGG-Pathway-pae00350: Tyrosine metabolism', 'KEGG-Pathway-pae00130: Ubiquinone and other terpenoid-quinone biosynthesis']
PA4226	PA14_09270	0.4395294476450875	1.4226456774695403e-251	pchE		['KEGG-Pathway-pae01053: Biosynthesis of siderophore group nonribosomal peptides']
PA1563	PA14_44280	0.3605195695819281	6.596810521434245e-164			[]
PA3187	PA14_23010	0.29844766043359017	1.754077988252415e-110			['KEGG-Module-M00200: Putative sorbitol/mannitol transport system']
PA5203	PA14_68730	0.35121905888402144	4.278217721488806e-155	gshA		['KEGG-Pathway-pae00480: Glutathione metabolism']
PA2969	PA14_25640	0.4257192326060879	1.7259870170381235e-234	plsX		['KEGG-Pathway-pae00561: Glycerolipid metabolism', 'KEGG-Pathway-pae00564: Glycerophospholipid metabolism']
PA4842	PA14_64030	0.4564167238869301	1.4331205017319706e-273			[]
PA5146	PA14_67975	0.4067616234575933	2.6547440861305474e-212			[]
PA1163	PA14_49360	0.4262756567685362	3.664361188258259e-235	ndvB		[]
PA4895	PA14_64690	0.4862878406030933	1.195049314e-315			[]
PA4160	PA14_10160	0.4312695253644734	2.927634934110851e-241	fepD		['KEGG-Module-M00240: Iron complex transport system']
PA4406	PA14_57260	0.3808023300311302	3.580571772239013e-184	lpxC		['KEGG-Pathway-pae00540: Lipopolysaccharide biosynthesis']
PA0439	PA14_05740	0.26026178785624915	1.5253992532711409e-83			['KEGG-Pathway-pae00770: Pantothenate and CoA biosynthesis', 'KEGG-Pathway-pae00240: Pyrimidine metabolism', 'KEGG-Pathway-pae00410: beta-Alanine metabolism']
PA4539	PA14_58880	0.3952203494472044	1.7504589211529028e-199			[]
PA3382	PA14_20330	0.5410215730431192	0.0	phnE	most stable	['KEGG-Module-M00223: Phosphonate transport system']
PA1274	PA14_47750	0.4185320899922175	6.566884841261261e-226			['KEGG-Pathway-pae00740: Riboflavin metabolism']
PA2001	PA14_38630	0.37012961669071787	2.508041712140521e-173	atoB		['KEGG-Pathway-pae00072: Synthesis and degradation of ketone bodies', 'KEGG-Pathway-pae00071: Fatty acid degradation', 'KEGG-Pathway-pae00380: Tryptophan metabolism', 'KEGG-Pathway-pae00900: Terpenoid backbone biosynthesis', 'KEGG-Pathway-pae00362: Benzoate degradation', 'KEGG-Pathway-pae00280: Valine, leucine and isoleucine degradation', 'KEGG-Pathway-pae00620: Pyruvate metabolism', 'KEGG-Pathway-pae00630: Glyoxylate and dicarboxylate metabolism', 'KEGG-Pathway-pae00310: Lysine degradation', 'KEGG-Pathway-pae00640: Propanoate metabolism', 'KEGG-Pathway-pae01212: Fatty acid metabolism', 'KEGG-Pathway-pae00650: Butanoate metabolism']
PA0451	PA14_05880	0.4934080124637922	0.0			[]
PA5044	PA14_66660	0.4263660621265256	2.847908983382024e-235	pilM		[]
PA5167	PA14_68260	0.3744363733756449	1.1804295785081085e-177	dctP		[]
PA3798	PA14_14940	0.2985445797482931	1.4796419818841623e-110			[]
PA3380	PA14_20360	0.4428515541954857	8.387325515452653e-256			['KEGG-Pathway-pae00440: Phosphonate and phosphinate metabolism']
PA3453	PA14_19450	0.3847373020143648	2.8276826829750718e-188			[]
PA1505	PA14_44970	0.3968655199753314	2.7980333475580776e-201	moaA2		['KEGG-Pathway-pae04122: Sulfur relay system', 'KEGG-Pathway-pae00790: Folate biosynthesis']
PA3492	PA14_18910	0.5055006738537765	0.0		most stable	[]
PA0435	PA14_05650	0.28655950068290004	1.2373416783545437e-101			[]
PA3460	PA14_19360	0.5265976766298662	0.0		most stable	[]
PA2626	PA14_30150	0.4344022619810411	3.878636482708165e-245	trmU		['KEGG-Pathway-pae04122: Sulfur relay system']
PA0347	PA14_04550	0.3927165735639155	9.065083583423687e-197	glpQ		['KEGG-Pathway-pae00564: Glycerophospholipid metabolism']
PA4298	PA14_55840	0.42822833378131503	1.556085343545726e-237			[]
PA5059	PA14_66850	0.4609033271217282	1.2597055124087393e-279			[]
PA5024	PA14_66420	0.3744747320088882	1.0794469768868348e-177			[]
PA1405	PA14_46270	0.4596902055685584	5.580788866692528e-278			[]
PA4384	PA14_56990	0.3001643270686077	8.531192610790783e-112			[]
PA5441	PA14_71840	0.5596411868172007	0.0		most stable	[]
PA2699	PA14_29230	0.39016066284036505	5.05707667132885e-194			[]
PA3030	PA14_24890	0.3391491869319648	4.2716707329556515e-144	mobA		[]
PA0197	PA14_02490	0.3702447344437167	1.92542049322989e-173	tonB2		[]
PA1373	PA14_46490	0.271478405475909	5.164533137274702e-91	fabF2		['KEGG-Pathway-pae00780: Biotin metabolism', 'KEGG-Pathway-pae01212: Fatty acid metabolism', 'KEGG-Pathway-pae00061: Fatty acid biosynthesis', 'KEGG-Module-M00083: Fatty acid biosynthesis, elongation', 'KEGG-Module-M00572: Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP']
PA2152	PA14_36730	0.5394523031944539	0.0		most stable	['KEGG-Pathway-pae00500: Starch and sucrose metabolism']
PA4236	PA14_09150	0.29854816859242583	1.4703472904252825e-110	katA		['KEGG-Pathway-pae00380: Tryptophan metabolism', 'KEGG-Pathway-pae00630: Glyoxylate and dicarboxylate metabolism']
PA3789	PA14_15080	0.2645729087228126	2.2640099443877838e-86			[]
PA2126	PA14_37080	0.40069113503790704	1.698774479914214e-205	cgrC		[]
PA1992	PA14_38740	0.5263349163252384	0.0	ercS	most stable	[]
PA3292	PA14_21470	0.3836596174479136	3.8074088823935666e-187			[]
PA3569	PA14_18140	0.3192814686204597	4.943014045588198e-127	mmsB		['KEGG-Pathway-pae00280: Valine, leucine and isoleucine degradation']
PA0196	PA14_02470	0.32430145000504745	3.181954895845554e-131	pntB		['KEGG-Pathway-pae00760: Nicotinate and nicotinamide metabolism']
