PAO1 id	PA14 homolog id	Transcriptional similarity across strains	P-value	Name	label
PA4910	PA14_64870	0.7364003152845034	0.0		most stable
PA0952	PA14_51940	0.22421052535722358	6.298936499164854e-62
PA2940	PA14_26010	0.7753729487331857	0.0		most stable
PA2609	PA14_30360	0.7333120906725371	0.0		most stable
PA2098	PA14_37370	0.7416410415804386	0.0		most stable
PA0590	PA14_07700	0.4386433355562586	1.876210741195157e-250	apaH
PA1710	PA14_42430	0.5299595177915984	0.0	exsC	most stable
PA1452	PA14_45680	0.2725421822061038	9.676363163580299e-92	flhA
PA0128	PA14_01560	0.8006821358593107	0.0		most stable
PA0454	PA14_05920	0.4216792434377818	1.2186508030329968e-229
PA3630	PA14_17380	-0.22831017687214758	3.32047823009339e-64	gfnR	least stable
PA0496	PA14_06480	0.16980759491201264	6.816559779646315e-36		least stable
PA5531	PA14_72970	0.5100313527198216	0.0	tonB1	most stable
PA2381	PA14_33870	0.6411874197900337	0.0		most stable
PA3604	PA14_17670	0.8206135222803186	0.0	erdR	most stable
PA2658	PA14_29720	-0.036828310806301334	0.007064440098961478		least stable
PA0389	PA14_05070	0.773776615043439	0.0		most stable
PA4819	PA14_63710	0.4627636595351297	3.651573484762099e-282
PA2423	PA14_33290	0.8237329718855827	0.0		most stable
PA4136	PA14_10470	0.2812487181423521	8.106241145246029e-98
PA0449	PA14_05860	0.5217510751755685	0.0		most stable
PA3889	PA14_13600	0.5218724114573631	0.0	opuCC	most stable
PA4366	PA14_56780	0.7321178012113214	0.0	sodB	most stable
PA3568	PA14_18150	0.7504714210586383	0.0		most stable
PA3278	PA14_21630	0.34551073213207983	7.835335361481844e-150
PA3902	PA14_13420	0.2517464940245621	4.122135188231495e-78
PA4659	PA14_61620	0.38858920744725217	2.4014770349001265e-192
PA0438	PA14_05700	0.6999704066320834	0.0	codB	most stable
PA2030	PA14_38270	0.6572820102403455	0.0		most stable
PA3052	PA14_24620	0.4595594877415058	8.388919035029427e-278
PA0395	PA14_05180	0.7037939918368822	0.0	pilT	most stable
PA2331	PA14_34460	0.6776049169691561	0.0		most stable
PA3431	PA14_19690	0.12774912712403882	6.632515390627109e-21		least stable
PA0405	PA14_05290	0.6962494041115754	0.0	algH	most stable
PA1824	PA14_40940	0.7338610038016606	0.0		most stable
PA3299	PA14_21370	0.8181577868007044	0.0	fadD1	most stable
PA2466	PA14_32740	0.8154850977313115	0.0	foxA	most stable
PA4441	PA14_57690	0.6481768677047707	0.0		most stable
PA0616	PA14_08010	0.6083769202316529	0.0		most stable
PA2264	PA14_35300	0.35179970335405003	1.2296164596080953e-155
PA1140	PA14_49650	0.42668361238080077	1.1741888494132828e-235
PA5024	PA14_66420	0.5398247645692698	0.0		most stable
PA4173	PA14_09920	0.6814306468686995	0.0		most stable
PA0422	PA14_05500	0.7352362004280096	0.0		most stable
PA1323	PA14_47130	0.7236455510465684	0.0		most stable
PA5526	PA14_72900	0.5263668347063301	0.0		most stable
PA4292	PA14_55770	0.84323734323674	0.0		most stable
PA3778	PA14_15210	0.7853143294024539	0.0		most stable
PA3796	PA14_14975	0.49930216261952526	0.0
PA4570	PA14_60480	0.700220013203064	0.0		most stable
PA2968	PA14_25650	0.5954532696580418	0.0	fabD	most stable
PA5204	PA14_68740	0.5565611912881615	0.0	argA	most stable
PA4561	PA14_60380	0.8295802589319965	0.0	ribF	most stable
PA0417	PA14_05430	0.735919925027506	0.0	chpE	most stable
PA1450	PA14_45710	0.4232602127695146	1.5713854301819355e-231
PA2891	PA14_26670	0.4597745228880693	4.290195184730985e-278	atuF
PA2130	PA14_37030	0.7756034693817251	0.0	cupA3	most stable
PA2155	PA14_36690	0.6042556827854816	0.0		most stable
PA2247	PA14_35530	0.6386862560929271	0.0	bkdA1	most stable
PA1190	PA14_49050	0.7018112367474605	0.0		most stable
PA0286	PA14_03730	0.551210992213031	0.0	desA	most stable
PA0632	PA14_08200	0.3978961931880968	2.071498643477717e-202
PA0554	PA14_07210	0.6115041117072516	0.0		most stable
PA0419	PA14_05450	0.7037975020514345	0.0		most stable
PA4997	PA14_66080	0.8605663763494297	0.0	msbA	most stable
PA2127	PA14_37070	0.4985854025051422	0.0	cgrA
PA1191	PA14_49040	0.5995876536062505	0.0		most stable
PA0159	PA14_01980	0.017514926296818688	0.2002690074265216		least stable
PA4640	PA14_61400	0.7877828555021781	0.0	mqoB	most stable
PA3365	PA14_20570	0.3985849015855744	3.618923431168374e-203
PA5335	PA14_70430	0.7817258750475365	0.0		most stable
PA2524	PA14_31950	0.424885556844419	1.750111149409124e-233	czcS
PA3004	PA14_25210	0.620249267447447	0.0		most stable
PA3433	PA14_19670	0.6124799936240011	0.0		most stable
PA5278	PA14_69690	0.8050519336770198	0.0	dapF	most stable
PA5489	PA14_72450	0.3893153349355618	4.044972429788675e-193	dsbA
PA0410	PA14_05340	0.7167483406210086	0.0	pilI	most stable
PA1243	PA14_48160	0.5828962454830032	0.0		most stable
PA4562	PA14_60390	0.778279181998559	0.0		most stable
PA0320	PA14_04180	0.22974746258643514	5.149500217084894e-65	carO
PA1615	PA14_43630	0.3416281150352758	2.5775763528439705e-146
PA2179	PA14_36390	0.6132250195746434	0.0		most stable
PA0898	PA14_52670	0.54895632563538	0.0	aruD	most stable
PA0235	PA14_02900	0.8732900843957242	0.0	pcaK	most stable
PA2467	PA14_32720	0.6774107723736322	0.0	foxR	most stable
PA2286	PA14_35020	0.6102777048387571	0.0		most stable
PA3478	PA14_19110	0.7587419872033132	0.0	rhlB	most stable
PA4881	PA14_64530	0.25225361947684977	1.9831983748452229e-78
PA5434	PA14_71710	0.7643326734263003	0.0	mtr	most stable
PA4559	PA14_60360	0.8288424758286603	0.0	lspA	most stable
PA0260	PA14_03200	0.5386606474427198	0.0	tle3	most stable
PA0563	PA14_07330	0.7155137174891674	0.0		most stable
PA2644	PA14_29920	0.7658538502981053	0.0	nuoI	most stable
PA0752	PA14_54570	0.3587137141343067	3.577353454369485e-162
PA0111	PA14_01350	0.8161923923364343	0.0		most stable
PA1542	PA14_44510	0.26541509118791584	6.253419047850296e-87
PA1785	PA14_41490	0.7194199286078143	0.0	nasT	most stable
PA5067	PA14_66950	0.7688299133429067	0.0	hisE	most stable
PA5512	PA14_72740	0.700279638459278	0.0	mifS	most stable
PA1548	PA14_44450	0.5840603122102237	0.0		most stable
PA3375	PA14_20420	0.5434073018204082	0.0		most stable
PA1231	PA14_48350	0.8651390248425639	0.0		most stable
PA3739	PA14_16030	0.5365648567663749	0.0		most stable
PA3166	PA14_23280	0.7947982626437765	0.0	pheA	most stable
PA0237	PA14_02930	0.8445228117683953	0.0		most stable
PA5516	PA14_72780	0.7066399963638343	0.0	pdxY	most stable
PA3517	PA14_18830	0.39090554840890895	8.053364540327834e-195
PA3063	PA14_24490	0.6923497031780307	0.0	pelB	most stable
PA0247	PA14_03050	0.8321296845289968	0.0	pobA	most stable
PA3542	PA14_18550	0.5962480585245279	0.0	alg44	most stable
PA1289	PA14_47530	0.7533278538951483	0.0		most stable
PA4361	PA14_56720	0.4837724813760427	6.0853678146e-312
PA2373	PA14_33960	0.5563920866540264	0.0	vgrG3	most stable
PA1942	PA14_39420	0.21361439744883756	3.0061446212116293e-56
PA2584	PA14_30670	0.794370964210164	0.0	pgsA	most stable
PA2066	PA14_37780	0.7816956648105998	0.0		most stable
PA2665	PA14_29620	0.39051874717304325	2.0920742685032322e-194	fhpRá
PA1410	PA14_46220	0.5561171835767802	0.0		most stable
PA5035	PA14_66560	0.6551677394921365	0.0	gltD	most stable
PA5404	PA14_71340	0.5511658300471038	0.0		most stable
PA3181	PA14_23090	0.4877736804097836	7.46578e-318
PA5508	PA14_72690	0.5740395710518621	0.0	pauA7	most stable
PA4415	PA14_57380	0.7622337572423216	0.0	mraY	most stable
PA3788	PA14_15090	0.7850306424520833	0.0		most stable
PA1577	PA14_44110	0.3395358944265236	1.930709486734643e-144
PA0387	PA14_05050	0.39130745384524446	2.9826150577291172e-195
PA0090	PA14_01100	0.5051025323163266	0.0	clpV1	most stable
PA1669	PA14_42900	0.6818111191103311	0.0	icmF2	most stable
PA0809	PA14_53800	0.6841524359755423	0.0		most stable
PA5200	PA14_68700	0.5294331364019751	0.0	amgR	most stable
PA2648	PA14_29860	0.780024039190421	0.0	nuoM	most stable
PA3547	PA14_18470	0.4603567484617701	6.964671669922566e-279	algL
PA5324	PA14_70290	-0.0813806504496475	2.515873684610847e-09	sphR	least stable
PA1174	PA14_49250	0.7847432602022671	0.0	napA	most stable
PA1792	PA14_41400	0.67079964342607	0.0		most stable
PA4694	PA14_62130	0.5932235184846448	0.0	ilvC	most stable
PA2369	PA14_34010	0.8341337658376516	0.0	hsiG3	most stable
PA4823	PA14_63770	0.3837522927175062	3.0457307297019383e-187
PA4261	PA14_08870	0.8315327661296235	0.0	rplW	most stable
PA1008	PA14_51290	0.666431945134344	0.0	bcp	most stable
PA1590	PA14_43920	0.7455733960920262	0.0	braB	most stable
PA0799	PA14_53900	0.8073885319815093	0.0		most stable
PA3579	PA14_18010	0.7651585253614092	0.0		most stable
PA1776	PA14_41575	0.46281108551199407	3.1446869617140522e-282	sigX
PA1347	PA14_46850	0.8361002403986417	0.0		most stable
PA1095	PA14_50250	0.6770389461189755	0.0		most stable
PA1177	PA14_49210	0.4080344617994786	9.525092580535195e-214	napE
PA2022	PA14_38360	0.6769998299471259	0.0		most stable
PA4071	PA14_11230	0.8412122519587658	0.0		most stable
PA0464	PA14_06070	0.774042824042284	0.0	creC	most stable
PA1526	PA14_44690	0.48520623233197774	4.7332694594e-314
PA1052	PA14_50760	0.42767406516916784	7.360536452723363e-237
PA1418	PA14_46110	0.18209052158173933	4.2115633020142297e-41		least stable
PA0511	PA14_06670	0.691685549862959	0.0	nirJ	most stable
PA5316	PA14_70190	0.8216487414016722	0.0	rpmB	most stable
PA1067	PA14_50600	0.6485212957624867	0.0		most stable
PA0375	PA14_04920	0.6815455314135491	0.0	ftsX	most stable
PA1795	PA14_41360	0.79012483179252	0.0	cysS	most stable
PA1982	PA14_38860	0.42729125611053886	2.149211520800117e-236	exaA
PA1841	PA14_40700	0.5552465302000696	0.0		most stable
PA1477	PA14_45350	0.743287200982442	0.0	ccmC	most stable
PA3838	PA14_14370	0.7265712633802779	0.0		most stable
PA0478	PA14_06250	0.1922230011717198	1.0902181400742027e-45		least stable
PA2927	PA14_26190	0.7910487625363924	0.0		most stable
PA4820	PA14_63720	0.543485108607783	0.0		most stable
PA0170	PA14_02130	0.7285718439005487	0.0		most stable
PA5046	PA14_66680	0.8217100395659542	0.0		most stable
PA4704	PA14_62260	-0.01968996754413781	0.14990549132398903	cbpA	least stable
PA0372	PA14_04890	0.7258717250377141	0.0		most stable
PA5372	PA14_70940	0.3281500608652759	1.7171747764492537e-134	betA
PA0993	PA14_51460	0.6807002506467652	0.0	cupC2	most stable
PA4568	PA14_60460	0.8317746434972136	0.0	rplU	most stable
PA1276	PA14_47720	0.7486466493489768	0.0	cobC	most stable
PA3399	PA14_20120	0.5873683733900384	0.0		most stable
PA1437	PA14_45880	0.6002119590321874	0.0		most stable
PA2528	PA14_31870	0.28989739727987135	4.476619389071323e-104	muxA
PA0321	PA14_04190	0.25131452625756123	7.677436056653172e-78
PA3030	PA14_24890	0.6191649352217687	0.0	mobA	most stable
PA3488	PA14_18960	0.40413556517532606	2.43073067955742e-209	tli5
PA1951	PA14_39270	0.8050691894901084	0.0	fapF	most stable
PA3319	PA14_21110	0.6861188346181587	0.0	plcN	most stable
PA4245	PA14_09030	0.825382914231234	0.0	rpmD	most stable
PA0672	PA14_55580	0.6319199970073475	0.0	hemO	most stable
PA2758	PA14_28420	0.2965151416610762	5.145886646086088e-109
PA1616	PA14_43620	0.5090805087312914	0.0		most stable
PA3239	PA14_22290	0.4739376730909046	9.632692668488155e-298
PA2072	PA14_37690	0.7865524521139474	0.0		most stable
PA4064	PA14_11310	0.34698530111618775	3.508205543387642e-151
PA1282	PA14_47640	0.2784658150285318	7.504961690987581e-96
PA0860	PA14_53150	0.583953196380859	0.0		most stable
PA4928	PA14_65080	0.8481671803753622	0.0		most stable
PA4276	PA14_08695	0.8377313895329253	0.0	secE	most stable
PA0017	PA14_00180	0.8252432397891288	0.0		most stable
PA3690	PA14_16660	0.3401258641386935	5.7359658932887456e-145
PA2959	PA14_25780	0.8469262446240857	0.0		most stable
PA4097	PA14_10900	0.8873821570054572	0.0		most stable
PA0041	PA14_00510	0.5311361721332973	0.0		most stable
PA4056	PA14_11400	0.6938628172212381	0.0	ribD	most stable
PA4329	PA14_56240	0.8055620694710269	0.0	pykA	most stable
PA2589	PA14_30600	0.7511238187116952	0.0		most stable
PA3296	PA14_21410	0.6500886537732705	0.0	phoA	most stable
PA2159	PA14_36650	0.6654733646578653	0.0		most stable
PA5427	PA14_71630	0.6022813012484313	0.0	adhA	most stable
PA2211	PA14_36110	0.7715937483408296	0.0		most stable
PA1183	PA14_49130	0.5488933545485118	0.0	dctA	most stable
PA3566	PA14_18180	0.6145792938737256	0.0		most stable
PA2203	PA14_36220	0.5701904973357038	0.0		most stable
PA3411	PA14_19970	0.1251528670338843	4.028617572200118e-20		least stable
PA2683	PA14_29410	0.11310320319965271	1.0703125074295043e-16		least stable
PA1197	PA14_48810	0.4548033907013155	2.0505712923249266e-271
PA0244	PA14_03020	0.8588198189872339	0.0		most stable
PA3744	PA14_15980	0.8220022991477083	0.0	rimM	most stable
PA0949	PA14_51990	0.8399181724173326	0.0	wrbA	most stable
PA4668	PA14_61740	0.8187246161358632	0.0	lolB	most stable
PA3888	PA14_13610	0.5108230102911803	0.0	opuCD	most stable
PA3863	PA14_14010	0.46643492385769747	3.2200805833045613e-287	dauA
PA5361	PA14_70760	0.6103228527808121	0.0	phoR	most stable
PA0914	PA14_52440	0.7188149784055208	0.0		most stable
PA1843	PA14_40670	0.7409719751574564	0.0	metH	most stable
PA2922	PA14_26260	0.8715916583096036	0.0		most stable
PA3490	PA14_18930	0.7548239552447848	0.0		most stable
PA2952	PA14_25860	0.8069307665299281	0.0	etfB	most stable
PA3937	PA14_12940	0.47156487340787123	2.1905454445126692e-294
PA2919	PA14_26300	0.7211937439625962	0.0		most stable
PA1893	PA14_40040	0.5379085723380486	0.0		most stable
PA5333	PA14_70400	0.4533873953430389	1.5640469739593996e-269
PA2830	PA14_27480	0.37762844658246686	6.636699758638153e-181	htpX
PA5451	PA14_71960	0.6469110567595538	0.0	wzm	most stable
PA2405	PA14_33580	0.5650055759898847	0.0	fpvJ	most stable
PA4405	PA14_57250	0.5290945068761593	0.0		most stable
PA0693	PA14_55360	0.7100971408129623	0.0	exbB2	most stable
PA5477	PA14_72300	0.4848291963848105	1.7012844305e-313
PA4062	PA14_11330	0.42136671365741285	2.8722442187202307e-229
PA0034	PA14_00430	0.7083746474441484	0.0		most stable
PA2652	PA14_29800	0.2397467627596212	8.403823822896144e-71
PA4182	PA14_09790	0.35583977794486976	1.9513347550247272e-159
PA4374	PA14_56880	0.7744711660286558	0.0	mexV	most stable
PA0056	PA14_00680	0.6100317068799559	0.0		most stable
PA2912	PA14_26400	0.573393634920788	0.0		most stable
PA2470	PA14_32690	0.8675548828583344	0.0	gtdA	most stable
PA2996	PA14_25330	0.7905361594130622	0.0	nqrD	most stable
PA2640	PA14_29980	0.6820336796257288	0.0	nuoE	most stable
PA4806	PA14_63520	0.7655531919296539	0.0		most stable
PA2024	PA14_38340	0.7261669400831706	0.0		most stable
PA0703	PA14_55220	0.7247290896769629	0.0		most stable
PA1943	PA14_39410	0.7919107164505448	0.0		most stable
PA1485	PA14_45240	0.8359683644123395	0.0		most stable
PA5102	PA14_67380	0.7137000547616037	0.0		most stable
PA0167	PA14_02090	0.6650854030675881	0.0		most stable
PA2015	PA14_38440	0.7303572740675853	0.0	liuA	most stable
PA0566	PA14_07360	0.43303072381902646	1.956453150996445e-243
PA5468	PA14_72170	0.5487420241988571	0.0		most stable
PA5402	PA14_71320	0.766261932829728	0.0		most stable
PA0131	PA14_01610	0.6658216649730213	0.0	bauB	most stable
PA1431	PA14_45950	0.6861041574933279	0.0	rsaL	most stable
PA4013	PA14_11930	0.7342700757619715	0.0		most stable
PA2166	PA14_36560	0.7223184484831455	0.0		most stable
PA4017	PA14_11890	0.7445443829737407	0.0		most stable
PA1728	PA14_42200	0.7448718406322435	0.0		most stable
PA1153	PA14_49500	0.5171249523017808	0.0		most stable
PA1481	PA14_45300	0.7926084518414855	0.0	ccmG	most stable
PA2380	PA14_33880	0.2983707702263442	2.00747630145042e-110
PA0219	PA14_02680	0.8792317528897096	0.0		most stable
PA1447	PA14_45760	0.453081255986387	3.981536963452968e-269	fliQ
PA1169	PA14_49300	0.19235290178711298	9.484008050207771e-46		least stable
PA3698	PA14_16560	0.5495278903035057	0.0		most stable
PA3339	PA14_20870	0.5937989498267215	0.0	plpD	most stable
PA1002	PA14_51350	0.5716335877151302	0.0	phnB	most stable
PA3720	PA14_16290	0.5339187524075906	0.0		most stable
PA4412	PA14_57340	0.652587470286746	0.0	murG	most stable
PA0398	PA14_05210	0.5247100054302303	0.0		most stable
PA0106	PA14_01300	0.7497797452782741	0.0	coxA	most stable
PA2882	PA14_26810	0.6709459568913575	0.0		most stable
PA3911	PA14_13320	0.3025020794260906	1.344135802042238e-113
PA1603	PA14_43770	0.30067267761268734	3.471033763600119e-112
PA3027	PA14_24920	0.6169698943378783	0.0		most stable
PA3541	PA14_18565	0.4578682580448631	1.6103490781701304e-275	alg8
PA5340	PA14_70490	0.7133034883371886	0.0		most stable
PA3954	PA14_12710	0.4487476271366859	1.995776176703959e-263
PA1970	PA14_39060	0.32258938846508195	8.732860568947918e-130
PA4242	PA14_09070	0.8134235562272258	0.0	rpmJ	most stable
PA1459	PA14_45580	0.4126122988637961	5.3574311368500346e-219
PA1903	PA14_09440	0.6926940296749986	0.0	phzE2	most stable
PA5331	PA14_70370	0.794462732990297	0.0	pyrE	most stable
PA4748	PA14_62830	0.7948983954025667	0.0	tpiA	most stable
PA1747	PA14_41960	0.5000155318125311	0.0		most stable
PA5547	PA14_73150	0.31685046617316076	4.95386830940875e-125
PA2984	PA14_25480	0.8606256186588305	0.0		most stable
PA2605	PA14_30400	0.6309911343797031	0.0		most stable
PA3397	PA14_20140	0.5885503187456715	0.0	fprA	most stable
PA4686	PA14_61990	0.8619705026777322	0.0		most stable
PA4673	PA14_61820	0.8253196677302364	0.0		most stable
PA5315	PA14_70180	0.7521517886627439	0.0	rpmG	most stable
PA2142	PA14_36870	0.7254652288142673	0.0		most stable
PA5088	PA14_67190	0.770985637087673	0.0		most stable
PA1659	PA14_43020	0.45329298769903037	2.0865822177713072e-269	hsiF2
PA3755	PA14_15850	0.4508876436654216	3.130815118704459e-266
PA5285	PA14_69770	0.2645930030031832	2.1956854049609374e-86	sutA
PA4873	PA14_64450	0.4718846349299723	7.7576396395205145e-295
PA0953	PA14_51930	0.4792609557412323	2.268440764327136e-305
PA2436	PA14_33120	0.19021266530311656	9.302175789784478e-45		least stable
PA3876	PA14_13770	0.5145135502255775	0.0	narK2	most stable
PA0341	PA14_04460	0.7525425101508233	0.0	lgt	most stable
PA3587	PA14_17900	0.5422691867931567	0.0	metR	most stable
PA3695	PA14_16600	0.46450276650198136	1.498926400486398e-284
PA0944	PA14_52050	0.6909534684581297	0.0	purN	most stable
PA2162	PA14_36605	0.6550495738789689	0.0		most stable
PA2043	PA14_38090	0.7932627849302419	0.0		most stable
PA3748	PA14_15930	0.7687824074818587	0.0		most stable
PA4418	PA14_57425	0.6333409551013459	0.0	ftsI	most stable
PA5073	PA14_67020	0.5590574178579514	0.0		most stable
PA4285	PA14_55690	0.6855679119605279	0.0	recC	most stable
PA2634	PA14_30050	0.6106604450215396	0.0	aceA	most stable
PA2519	PA14_32060	0.7586348680778735	0.0	xylS	most stable
PA1171	PA14_49280	0.36366177447459036	5.954029532500495e-167	sltB2
PA2911	PA14_26420	0.3298456545134943	6.024651996472845e-136
PA3120	PA14_23760	0.4004900991806223	2.8386480718405274e-205	leuD
PA2774	PA14_28210	0.7604476322014938	0.0	tse4	most stable
PA3849	PA14_14220	0.8157395671196459	0.0		most stable
PA1110	PA14_50030	0.5659645786733204	0.0		most stable
PA4409	PA14_57300	0.6667015804176439	0.0	ftsQ	most stable
PA3816	PA14_14700	0.7481801429750707	0.0	cysE	most stable
PA1674	PA14_42850	0.7706629477086582	0.0	folE2	most stable
PA2913	PA14_26390	0.4460298934208148	6.804742304786526e-260
PA4124	PA14_10620	0.7900221341187241	0.0	hpcB	most stable
PA2195	PA14_36310	0.6792272601305285	0.0	hcnC	most stable
PA2782	PA14_28110	0.6085301161939337	0.0	bamI	most stable
PA4738	PA14_62680	0.5912413831463399	0.0		most stable
PA4489	PA14_58250	0.7222177583223708	0.0	magD	most stable
PA3406	PA14_20030	0.7318651656197066	0.0	hasD	most stable
PA2486	PA14_32480	0.47889796437303417	7.588948035156531e-305
PA2951	PA14_25880	0.6914515719441601	0.0	etfA	most stable
PA0275	PA14_03580	0.6947346933772466	0.0		most stable
PA2926	PA14_26210	0.86211975199722	0.0	hisP	most stable
PA4114	PA14_10740	0.31552366985889313	6.013967362678883e-124
PA3163	PA14_23320	0.7914169394751404	0.0	cmk	most stable
PA4384	PA14_56990	0.6880693015336328	0.0		most stable
PA3169	PA14_23250	0.4519860676295058	1.1178254899837751e-267
PA1974	PA14_39000	0.7751841526567339	0.0		most stable
PA2708	PA14_29120	0.6349272160485419	0.0		most stable
PA4343	PA14_56470	0.7859753245315183	0.0		most stable
PA0282	PA14_03680	0.5460876006944287	0.0	cysT	most stable
PA0665	PA14_08510	0.5610027226931192	0.0		most stable
PA0370	PA14_04860	0.7266907046153372	0.0		most stable
PA2018	PA14_38410	0.33667999546655203	6.623579712900241e-142	mexY
PA3714	PA14_16350	0.5967687880774606	0.0		most stable
PA1004	PA14_51330	0.6682498467042252	0.0	nadA	most stable
PA0814	PA14_53740	0.8375577654421219	0.0		most stable
PA3530	PA14_18680	0.24553657554427843	2.8038685493262618e-74	bfd
PA4004	PA14_12050	0.8022586069207035	0.0		most stable
PA1053	PA14_50740	0.4825787770663963	3.40903915873227e-310
PA4300	PA14_55860	0.7364735501488152	0.0	tadC	most stable
PA3413	PA14_19950	0.37587764713369226	4.0654034748763436e-179
PA1996	PA14_38700	0.4574154791983084	6.546383769130455e-275	ppiC1
PA1055	PA14_50720	0.29477262909688284	1.0589747554184146e-107	shaB
PA2614	PA14_30310	0.7734265165867111	0.0	lolA	most stable
PA0455	PA14_05950	0.6384033990162812	0.0	dbpA	most stable
PA3003	PA14_25220	0.7385145398268838	0.0		most stable
PA2623	PA14_30190	0.7663687019514464	0.0	icd	most stable
PA5442	PA14_71850	0.7863323498319054	0.0		most stable
PA3322	PA14_21070	0.6642287284129317	0.0		most stable
PA3569	PA14_18140	0.7807806399296875	0.0	mmsB	most stable
PA5564	PA14_73360	0.834985009698758	0.0	gidB	most stable
PA0697	PA14_55300	0.5552002923436749	0.0		most stable
PA0757	PA14_54500	0.5219541771192032	0.0		most stable
PA5472	PA14_72220	0.7864661959630006	0.0		most stable
PA1425	PA14_46010	0.786146882963604	0.0		most stable
PA3524	PA14_18750	0.7495809812597495	0.0	gloA1	most stable
PA0802	PA14_53870	0.6308855928867192	0.0		most stable
PA4716	PA14_62410	0.3369228404417324	4.041544038678269e-142
PA0324	PA14_04230	0.8546563053888906	0.0		most stable
PA0550	PA14_07150	0.601783149963362	0.0		most stable
PA1918	PA14_39720	0.8184463365823998	0.0		most stable
PA0355	PA14_04650	0.5872493904807524	0.0	pfpI	most stable
PA4003	PA14_12060	0.8644182605916171	0.0	pbpA	most stable
PA1170	PA14_49290	0.5643081063475522	0.0		most stable
PA3040	PA14_24770	0.6170213130324458	0.0		most stable
PA3367	PA14_20550	0.6768999829769108	0.0		most stable
PA3588	PA14_17890	0.7872497328704011	0.0		most stable
PA3446	PA14_19530	0.240359324690872	3.639366870684941e-71
PA5359	PA14_70740	0.8301538053426504	0.0		most stable
PA2567	PA14_31330	0.07406211896849606	5.865518415199073e-08		least stable
PA2235	PA14_35690	-0.03805396736626422	0.005377498526557642	pslE	least stable
PA1971	PA14_39050	0.694606704892346	0.0	braZ	most stable
PA5551	PA14_73200	0.4053665042113779	1.0018091392754143e-210
PA0827	PA14_53560	0.38919237692097225	5.47070823608546e-193
PA1298	PA14_47420	0.4933484169611288	0.0
PA2081	PA14_37590	0.4650179599086735	2.9247100310141573e-285	kynB
PA3563	PA14_18230	0.5532957316283638	0.0	fruR	most stable
PA4597	PA14_60820	0.07908488877365213	6.966043120665052e-09	oprJ	least stable
PA2351	PA14_34260	0.7926698791847274	0.0		most stable
PA1990	PA14_38770	0.7869450460900945	0.0	pqqH	most stable
PA4648	PA14_61500	0.7662189399921546	0.0	cupE1	most stable
PA1014	PA14_51220	0.7602569344397991	0.0	wapB	most stable
PA4152	PA14_10240	0.5062645001170712	0.0		most stable
PA1897	PA14_39990	0.3574262828709763	6.068175365885836e-161
PA5543	PA14_73100	0.772476980935519	0.0		most stable
PA3721	PA14_16280	0.4388803435113369	9.418746155975639e-251	nalC
PA2082	PA14_37580	0.4619033325212861	5.470919132338373e-281	kynR
PA2167	PA14_36550	0.6211321623173126	0.0		most stable
PA1483	PA14_45280	0.7193101719440418	0.0	cycH	most stable
PA4698	PA14_62180	0.6202884176512682	0.0		most stable
PA5152	PA14_68060	0.8055143769648256	0.0		most stable
PA3619	PA14_17510	0.6911538913746718	0.0		most stable
PA1770	PA14_41670	0.4636193760033533	2.4538567293836965e-283	ppsA
PA4509	PA14_58515	0.7317704027172305	0.0		most stable
PA4960	PA14_65560	0.8416713121174617	0.0		most stable
PA3623	PA14_17470	0.7131434454916205	0.0		most stable
PA3335	PA14_20920	0.5371025876169461	0.0		most stable
PA5174	PA14_68360	0.7824350914171034	0.0		most stable
PA2600	PA14_30460	0.5913874719827805	0.0		most stable
PA1895	PA14_40020	0.4583423755271148	3.69952576634094e-276
PA0962	PA14_51830	0.447589966429342	6.439507885063186e-262	dps
PA3235	PA14_22340	0.5257475118911773	0.0		most stable
PA0462	PA14_06040	0.6053458606108613	0.0		most stable
PA2581	PA14_30730	0.7654520699403656	0.0		most stable
PA0927	PA14_52270	0.5553490122871968	0.0	ldhA	most stable
PA3141	PA14_23470	0.5963277167659516	0.0	wbpM	most stable
PA3736	PA14_16070	0.8654227941809628	0.0	hom	most stable
PA0380	PA14_04970	0.7274004166900768	0.0		most stable
PA5482	PA14_72370	0.5002367663616685	0.0		most stable
PA2621	PA14_30210	0.7342178545416279	0.0	clpS	most stable
PA3371	PA14_20460	0.7247143583338002	0.0		most stable
PA5099	PA14_67340	0.7403033215425814	0.0		most stable
PA3780	PA14_15190	0.5916036053296809	0.0		most stable
PA2620	PA14_30230	0.7482319720713905	0.0	clpA	most stable
PA0832	PA14_53510	0.42832272772375635	1.1939154084632814e-237
PA1832	PA14_40840	0.5551795636561928	0.0		most stable
PA5268	PA14_69570	0.818780068247795	0.0	corA	most stable
PA2168	PA14_36540	0.5858459274463502	0.0		most stable
PA1889	PA14_40080	0.21213071405766568	1.7752100152043107e-55
PA4480	PA14_58130	0.8703844634436548	0.0	mreC	most stable
PA1718	PA14_42320	0.5508071165840687	0.0	pscE	most stable
PA0036	PA14_00450	0.3982356831804114	8.770182944021958e-203	trpB
PA1528	PA14_44670	0.5647820312582836	0.0	zipA	most stable
PA3938	PA14_12920	0.47781681924870917	2.744634988309269e-303
PA0224	PA14_02740	0.026319048243445144	0.0542573861641032		least stable
PA3308	PA14_21230	0.8939764070097533	0.0	hepA	most stable
PA5323	PA14_70280	0.5226157134057936	0.0	argB	most stable
PA1024	PA14_51080	0.6650579774238329	0.0		most stable
