PA14 id	PAO1 homolog id	Transcriptional similarity across strains	P-value	Name	label
PA14_63570	PA4810	0.4051236641638028	2.0579851019044417e-210	fdnI
PA14_02840	PA0231	0.6227213353555229	0.0	pcaD	most stable
PA14_53630	PA0825	0.5902303658913829	0.0		most stable
PA14_09150	PA4236	0.5464070679797566	0.0	katA	most stable
PA14_62240	PA4702	0.7781008737879797	0.0		most stable
PA14_35340	PA2261	0.5772334313577581	0.0		most stable
PA14_36230	PA2202	0.42022408742127965	7.21772863413862e-228
PA14_28720	PA2738	0.3753045734175191	1.6776046151986004e-178	ihfA
PA14_36730	PA2152	0.6422717650522927	0.0		most stable
PA14_19210	PA3469	0.6839759206467884	0.0		most stable
PA14_31500	PA2555	0.6025942817273884	0.0		most stable
PA14_04140	PA0317	0.8277231336459153	0.0		most stable
PA14_45830	PA1441	0.5243613123514256	0.0		most stable
PA14_42830	PA1676	0.19239390696607747	9.249299658199628e-46		least stable
PA14_24580	PA3056	0.5486646159557154	0.0		most stable
PA14_50820	PA1047	0.13137862031031458	5.045879917314016e-22		least stable
PA14_02050	PA0164	0.7035745885015897	0.0		most stable
PA14_53420	PA0838	0.7647993637928946	0.0		most stable
PA14_11600	PA4039	0.6558043777255442	0.0		most stable
PA14_43380	PA1634	0.5313183185165026	0.0	kdpB	most stable
PA14_60490	PA4571	0.7359124117712115	0.0		most stable
PA14_47690	PA1277	0.7914382225741551	0.0	cobQ	most stable
PA14_01430	PA0117	0.7290893949802787	0.0		most stable
PA14_09950	PA4170	0.42221858493184516	3.055374616986803e-230
PA14_61620	PA4659	0.38914491898100656	6.673251515091032e-193
PA14_01520	PA0125	0.3295519530058553	1.1418517875564753e-135
PA14_08620	PA4280	0.6750662584380311	0.0	birA	most stable
PA14_13470	PA3898	0.19572969529430484	2.4941287997194317e-47		least stable
PA14_45520	PA1462	0.4327267079199174	5.163083266547704e-243
PA14_22590	PA3219	0.6063761854697037	0.0		most stable
PA14_42350	PA1716	0.5310291956570021	0.0	pscC	most stable
PA14_28100	PA2783	0.8211310645409209	0.0		most stable
PA14_50830	PA1046	0.6663893689182131	0.0		most stable
PA14_24810	PA3037	0.7644324863721536	0.0		most stable
PA14_66050	PA4995	0.5765248603876822	0.0		most stable
PA14_47540	PA1288	0.8021207369567398	0.0		most stable
PA14_36300	PA2196	0.5119816198485482	0.0		most stable
PA14_62110	PA4692	0.46858997506645916	3.6789357680221815e-290
PA14_19910	PA3416	0.6531972862428507	0.0		most stable
PA14_51780	PA0967	0.7026368387102507	0.0	ruvB	most stable
PA14_42260	PA1724	0.5145306355483074	0.0	pscK	most stable
PA14_26280	PA2920	0.8025734698324561	0.0		most stable
PA14_09500	PA4208	0.7890270065180467	0.0	opmD	most stable
PA14_45810	PA1442	0.41503483335202157	9.088183516095219e-222	fliL
PA14_46240	PA1408	0.5990921085146942	0.0		most stable
PA14_44500	PA1543	0.6176880963549072	0.0	apt	most stable
PA14_07040	PA0542	0.8096252095030029	0.0		most stable
PA14_01320	PA0108	0.7118283895527971	0.0	coIII	most stable
PA14_70100	PA5309	0.6094316656668611	0.0		most stable
PA14_72050	PA5459	0.6589164184417479	0.0		most stable
PA14_05860	PA0449	0.5216795048214362	0.0		most stable
PA14_42900	PA1669	0.6811301998106923	0.0	icmF2	most stable
PA14_60750	PA4590	0.21044252759494259	1.347633054472764e-54	pra
PA14_49300	PA1169	0.19243126533589977	8.885759649431293e-46		least stable
PA14_65400	PA4950	0.5208594531251824	0.0		most stable
PA14_70190	PA5316	0.8216235530011423	0.0	rpmB	most stable
PA14_01720	PA0140	0.14747299834458172	2.188342422395308e-27	ahpF	least stable
PA14_49310	PA1168	0.21428029186129785	1.3810671936617831e-56
PA14_01470	PA0120	0.3915882094996565	1.618380031818133e-195
PA14_67880	PA5140	0.8784423466660645	0.0	hisF1	most stable
PA14_21130	PA3317	0.03723546299034545	0.006462589618648689		least stable
PA14_51160	PA1018	0.6536047107343267	0.0		most stable
PA14_32240	PA2507	0.5184667846781119	0.0	catA	most stable
PA14_72460	PA5490	0.7544239768518315	0.0	cc4	most stable
PA14_47440	PA1296	0.1846995613665368	2.9930241773972126e-42		least stable
PA14_65820	PA4979	0.6828316857709793	0.0		most stable
PA14_28040	PA2789	0.8148414698321838	0.0		most stable
PA14_44440	PA1549	0.6187198991412868	0.0		most stable
PA14_33130	PA2435	0.48306054680130517	7.6840535494193e-311
PA14_46850	PA1347	0.8360505842608142	0.0		most stable
PA14_06210	PA0475	0.7236106972658026	0.0		most stable
PA14_12920	PA3938	0.4778221353475885	3.070126132063088e-303
PA14_28280	PA2770	0.6549036790574688	0.0		most stable
PA14_01010	PA0083	0.6702252903165811	0.0		most stable
PA14_03680	PA0282	0.5460719895048746	0.0	cysT	most stable
PA14_01540	PA0126	0.608360433481004	0.0		most stable
PA14_73000	PA5534	0.43592514540024846	5.4269740045157906e-247
PA14_04920	PA0375	0.6814707674909728	0.0	ftsX	most stable
PA14_06250	PA0478	0.19182700757413143	1.6979369582273773e-45		least stable
PA14_19860	PA3419	0.8168934898983078	0.0		most stable
PA14_09020	PA4246	0.8803437985987786	0.0	rpsE	most stable
PA14_65990	PA4990	0.7327466625133653	0.0	qacH	most stable
PA14_53370	PA0843	0.5487826105630885	0.0	plcR	most stable
PA14_66110	PA5000	0.6300510405531747	0.0		most stable
PA14_73020	PA5536	0.46722987025574203	2.875624641890917e-288
PA14_01200	PA0099	0.6697706576074162	0.0		most stable
PA14_32950	PA2448	0.8227423704982371	0.0		most stable
PA14_33070	PA2439	0.6953608583364177	0.0		most stable
PA14_11670	PA4033	0.3821706777949946	1.472570534865164e-185
PA14_52430	PA0915	0.7987993286347365	0.0		most stable
PA14_71330	PA5403	0.7614339898651006	0.0		most stable
PA14_36270	PA2199	0.16757835063512488	5.550192061347416e-35		least stable
PA14_11380	PA4057	0.7801533448961211	0.0	nrdR	most stable
PA14_61790	PA4672	0.8168054494808501	0.0	pth	most stable
PA14_19660	PA3435	0.7192476864349081	0.0		most stable
PA14_03790	PA0290	0.7463292205541551	0.0		most stable
PA14_44640	PA1531	-0.04477723288535287	0.0010549851567628814		least stable
PA14_21970	PA3249	0.7663520811200077	0.0		most stable
PA14_19130	PA3476	0.46193286836720676	5.622325758294203e-281	rhlI
PA14_30550	PA2594	0.49308506475901737	0.0
PA14_57630	PA4436	0.5824728638987458	0.0		most stable
PA14_32450	PA2489	0.6364242084853102	0.0		most stable
PA14_21940	PA3251	0.769560707921737	0.0		most stable
PA14_17110	PA3652	0.7817740269365487	0.0	uppS	most stable
PA14_48100	PA1247	0.7424044484607225	0.0	aprE	most stable
PA14_35440	PA2253	0.5793761356484888	0.0	ansA	most stable
PA14_41020	PA1818	0.7218214549289943	0.0		most stable
PA14_29940	PA2642	0.733813883741474	0.0	nuoG	most stable
PA14_33040	PA2442	0.7586950892025879	0.0	gcvT2	most stable
PA14_54110	PA0786	0.6611522776081545	0.0		most stable
PA14_47610	PA1283	0.5023640737929328	0.0		most stable
PA14_34970	PA2290	0.7271589367541131	0.0	gcd	most stable
PA14_69940	PA5298	0.8379544762197314	0.0	xpt	most stable
PA14_18790	PA3521	0.41901067244035894	1.969932340284932e-226
PA14_26090	PA2934	0.21064529673036778	1.0603274765174448e-54
PA14_26600	PA2896	0.6410439595807101	0.0	sbrI	most stable
PA14_32610	PA2476	0.37189946408721125	4.5856635593949284e-175	dsbG
PA14_00130	PA0012	0.4441730222394876	1.887248686237324e-257
PA14_54180	PA0781	0.279306198406943	2.002502169498419e-96
PA14_24230	PA3087	0.5092358380433016	0.0		most stable
PA14_60330	PA4557	0.7945596940194704	0.0	ispH	most stable
PA14_56590	PA4352	0.6031273567977614	0.0		most stable
PA14_64510	PA4879	0.6686251111772795	0.0		most stable
PA14_24740	PA3042	0.7568733434307462	0.0		most stable
PA14_35050	PA2283	0.5854830104212263	0.0		most stable
PA14_23730	PA3122	0.6481148339582258	0.0		most stable
PA14_66540	PA5033	0.5308566380188752	0.0		most stable
PA14_36840	PA2144	0.6297354865971633	0.0	glgP	most stable
PA14_29900	PA2645	0.7749411296379273	0.0	nuoJ	most stable
PA14_48640	PA1211	0.6346843902102284	0.0		most stable
PA14_26850	PA2880	0.6074015716184471	0.0		most stable
PA14_13990	PA3865	0.4903373060321834	1.27e-321
PA14_26540	PA2902	0.7128921663338227	0.0		most stable
PA14_36590	PA2163	0.5984147931991822	0.0		most stable
PA14_45470	PA1466	0.4970284518124127	0.0
PA14_27290	PA2845	0.6401804058466144	0.0		most stable
PA14_41640	PA1772	0.6082813484767792	0.0		most stable
PA14_64320	PA4863	0.2892016570189292	1.5191824086594638e-103
PA14_67920	PA5142	0.7916620750914083	0.0	hisH	most stable
PA14_52500	PA0909	0.5598648753928943	0.0		most stable
PA14_51840	PA0961	0.7089468249479997	0.0		most stable
PA14_50710	PA1056	0.5482570585986271	0.0	shaD	most stable
PA14_03050	PA0247	0.8321313158214043	0.0	pobA	most stable
PA14_01340	PA0110	0.8096957923982828	0.0		most stable
PA14_25250	PA3001	0.7597609036216367	0.0		most stable
PA14_16270	PA3722	0.6719986917373154	0.0		most stable
PA14_27910	PA2801	0.5016948965354816	0.0		most stable
PA14_72840	PA5521	0.48201657363410294	2.576977941989135e-309
PA14_66940	PA5066	0.7659776466234255	0.0	hisI	most stable
PA14_47030	PA1332	0.22388048917449116	9.81504266934181e-62
PA14_00940	PA0079	0.573440904512938	0.0		most stable
PA14_06300	PA0483	0.7419088986595689	0.0		most stable
PA14_21840	PA3261	0.661574987149294	0.0		most stable
PA14_50340	PA1087	0.47549310708768644	6.676309058675781e-300	flgL
PA14_49780	PA1129	0.7275957086329016	0.0		most stable
PA14_68680	PA5199	0.5971185361766509	0.0	envZ	most stable
PA14_60780	PA4593	0.14782226327497708	1.6470581464462458e-27		least stable
PA14_73260	PA5556	0.8596711665772434	0.0	atpA	most stable
PA14_16030	PA3739	0.5355997728598464	0.0		most stable
PA14_18160	PA3567	0.4140357243003496	1.3201746934585128e-220
PA14_72340	PA5479	0.8304614305316091	0.0	gltP	most stable
PA14_67230	PA5090	0.42481042701824706	2.3814680127469284e-233
PA14_14850	PA3805	0.8364995360008903	0.0	pilF	most stable
PA14_50900	PA1039	0.5719233540637556	0.0		most stable
PA14_45790	PA1444	0.5345454592539499	0.0	fliN	most stable
PA14_04320	PA0331	0.8563336427586582	0.0	ilvA1	most stable
PA14_62520	PA4724.1	0.5233538939170963	0.0		most stable
PA14_29640	PA2664	0.3822786394859475	1.1369827005158328e-185	fhp
PA14_34410	PA2339	0.38192669943949303	2.6409015000796105e-185
PA14_49630	PA1142	0.4656681089441961	4.1865378503367853e-286
PA14_61710	PA4666	0.827945200624892	0.0	hemA	most stable
PA14_13840	PA3871	0.5465279558726116	0.0		most stable
PA14_04290	PA0328	0.13119924667662566	5.743193054883837e-22		least stable
PA14_50380	PA1085	0.5805455069756854	0.0	flgJ	most stable
PA14_40550	PA1853	0.5794028892806662	0.0		most stable
PA14_48700	PA1207	0.5636217038701447	0.0	kefB	most stable
PA14_49470	PA1155	0.7286678007707919	0.0	nrdB	most stable
PA14_25020	PA3019	0.8761219350464173	0.0		most stable
PA14_36870	PA2142	0.7251934366843558	0.0		most stable
PA14_51940	PA0952	0.22395817098909482	8.896628202006814e-62
PA14_50200	PA1098	0.48708063947132985	9.1503497e-317	fleS
PA14_49420	PA1158	0.547045070191673	0.0		most stable
PA14_25840	PA2953	0.7216545661590843	0.0		most stable
PA14_66700	PA5048	0.5418963348855436	0.0		most stable
PA14_70160	PA5313	0.5938932002702526	0.0		most stable
PA14_41680	PA1769	0.3976603340153191	4.099944928258951e-202
PA14_44140	PA1574	0.59771432186044	0.0		most stable
PA14_40310	PA1869	0.4886492406313189	4.24926e-319
PA14_44270	PA1564	0.6820279873072027	0.0		most stable
PA14_38210	PA2034	0.6890343457056962	0.0		most stable
PA14_31720	PA2540	0.4591997251421152	2.8969539400126397e-277
PA14_34320	PA2346	0.722847012612082	0.0		most stable
PA14_49320	PA1167	0.8580177659888089	0.0		most stable
PA14_16340	PA3715	-0.09026610861253083	3.7629651997271826e-11		least stable
PA14_09540	PA4205	0.6605107679783843	0.0	mexG	most stable
PA14_55540	PA0676	0.37150093782657606	1.1506026948848573e-174
PA14_52790	PA0888	0.7320466152428983	0.0	aotJ	most stable
PA14_34050	PA2366	0.7263491539380204	0.0	hsiC3	most stable
PA14_58420	PA4502	0.562630226180613	0.0	dppA4	most stable
PA14_18650	PA3533	0.24331019763312214	6.440986648106829e-73
PA14_26960	PA2871	0.3029882450262039	5.921395445250741e-114
PA14_38990	PA1975	0.616225924546578	0.0		most stable
PA14_24240	PA3086	0.6506990323004522	0.0		most stable
PA14_58770	PA4528	0.6795274871228829	0.0	pilD	most stable
PA14_60590	PA4580	0.35247501483987503	3.071851328561434e-156
PA14_64230	PA4856	0.7660553280955074	0.0	retS	most stable
PA14_14150	PA3854	0.5426400225361364	0.0		most stable
PA14_58100	PA4477	0.4863179382840838	1.23446876e-315	cafA
PA14_06450	PA0494	0.4685821687435294	3.7723469689538016e-290
PA14_56600	PA4353	0.10973204912205778	8.475024221036431e-16		least stable
PA14_69820	PA5289	0.5182198015515527	0.0		most stable
PA14_24480	PA3064	0.66710383979112	0.0	pelA	most stable
PA14_66480	PA5028	0.6636632505328204	0.0		most stable
PA14_62250	PA4703	0.6810029346723182	0.0		most stable
PA14_70180	PA5315	0.7520578493289913	0.0	rpmG	most stable
PA14_54290	PA0773	0.7721877132962616	0.0	pdxJ	most stable
PA14_51090	PA1023	0.5347695383423734	0.0		most stable
PA14_41350	PA1796	0.823731884532487	0.0	folD	most stable
PA14_05260	PA0402	0.7593418172902596	0.0	pyrB	most stable
PA14_01270	PA0104	0.303591245956247	2.0134511692895566e-114
PA14_41575	PA1776	0.4628967909235868	2.708120880556677e-282	sigX
PA14_70740	PA5359	0.8301444749675309	0.0		most stable
PA14_42790	PA1678	0.7814892058093315	0.0		most stable
PA14_63340	PA4793	0.5215787354134468	0.0		most stable
PA14_57760	PA4446	0.7623214383981319	0.0	algW	most stable
PA14_59230	PA0984	0.4695537410405373	1.656302063233364e-291
PA14_41690	PA1768	0.8091844715664306	0.0		most stable
PA14_25820	PA2955	0.45996516474659893	2.6654362246307113e-278
PA14_14160	PA3853	0.6338482748197282	0.0		most stable
PA14_11510	PA4047	0.7815044497497943	0.0	ribA	most stable
PA14_68440	PA5181	0.5111590495817352	0.0		most stable
PA14_04650	PA0355	0.5870399073024095	0.0	pfpI	most stable
PA14_04430	PA0339	0.6442718259304503	0.0		most stable
PA14_66530	PA5032	0.8274104977251299	0.0		most stable
PA14_06570	PA0504	0.619821257179128	0.0	bioD	most stable
PA14_21550	PA3285	0.25758521082156144	8.46793238594029e-82
PA14_20850	PA3341	-0.08128016002894203	2.641082160882118e-09		least stable
PA14_44150	PA1573	0.3636427146244228	6.671470968663549e-167
PA14_38440	PA2015	0.7305656864048544	0.0	gnyD	most stable
PA14_71850	PA5442	0.7862517187957984	0.0		most stable
PA14_18860	PA3515	0.26254770573957625	5.0788605017949827e-85
PA14_26350	PA2915	0.776120547622625	0.0		most stable
PA14_09270	PA4226	0.7435612870575585	0.0	pchE	most stable
PA14_48320	PA1234	0.39778827674536554	2.9668428651059854e-202
PA14_57780	PA4448	0.8401115736374517	0.0	hisD	most stable
PA14_10920	PA4095	0.8609269435305842	0.0		most stable
PA14_10440	PA4137	0.7898007794816869	0.0		most stable
PA14_29480	PA2678	0.8385551666282	0.0		most stable
PA14_29420	PA2682	0.22640222270874394	3.967513674904806e-63
PA14_07650	PA0586	0.7301570463773841	0.0		most stable
PA14_07440	PA0573	0.32094335048484185	2.1826060395695582e-128
PA14_33930	PA2375	0.7232690179816357	0.0		most stable
PA14_65795	PA4977	0.7589645189091556	0.0		most stable
PA14_69630	PA5274	0.8305430081850234	0.0	rnk	most stable
PA14_26700	PA2889	0.3712820832663109	1.9058440738926038e-174
PA14_62830	PA4748	0.7947969556349663	0.0	tpiA	most stable
PA14_02200	PA0175	0.7422864024428574	0.0		most stable
PA14_65060	PA4927	0.6353761440235515	0.0		most stable
PA14_16070	PA3736	0.8653703754878002	0.0	hom	most stable
PA14_32080	PA2518	0.8275674615773903	0.0	xylX	most stable
PA14_39650	PA1922	0.5394861242558947	0.0		most stable
PA14_68810	PA5209	0.43546708913615895	2.0274024823151158e-246
PA14_37770	PA2067	0.8229573116137058	0.0		most stable
PA14_06230	PA0476	0.3328399751119673	1.6348350474686638e-138
PA14_38395	PA2019	0.3868968630715486	1.625746805076541e-190
PA14_60990	PA4609	0.3192284389899447	5.770582296368216e-127	radA
PA14_05150	PA0393	0.637343082675184	0.0	proC	most stable
PA14_71440	PA5413	0.6639555335066113	0.0	ltaA	most stable
PA14_06180	PA0472	0.6596307910877193	0.0		most stable
PA14_14470	PA3831	0.8272157468216764	0.0	pepA	most stable
PA14_08760	PA4270	0.837078484375485	0.0	rpoB	most stable
PA14_39980	PA1898	0.6437017730028145	0.0	qscR	most stable
PA14_41070	PA1814	0.42899699070106095	1.9871470408292746e-238
PA14_61590	PA4656	0.6208551078065416	0.0		most stable
PA14_21790	PA3263	0.7920490298737092	0.0	rdgC	most stable
PA14_45150	PA1490	0.4479516140357711	2.4368699429723143e-262
PA14_18920	PA3491	0.7455649433735514	0.0		most stable
PA14_49050	PA1190	0.7018957736058239	0.0		most stable
PA14_42050	PA1739	0.7432831981076948	0.0		most stable
PA14_48170	PA1242	0.634140829631268	0.0		most stable
PA14_40510	PA1856	0.3610534778400502	2.161784124190194e-164	ccoN-2
PA14_63820	PA4826	0.631142979644904	0.0		most stable
PA14_02020	PA0162	0.706860198600235	0.0		most stable
PA14_00780	PA0066	0.7497851155355597	0.0		most stable
PA14_56520	PA4346	0.4487367995133102	2.3073662379546633e-263
PA14_60670	PA4585	0.541670274022163	0.0	rtcA	most stable
PA14_13010	PA3931	0.18557050214339618	1.2202288016993225e-42		least stable
PA14_45540	PA1461	0.5180436647837667	0.0	motD	most stable
PA14_11130	PA4079	-0.10208091101221634	7.265142114127084e-14		least stable
PA14_34300	PA2347	0.7780206993014332	0.0		most stable
PA14_64450	PA4873	0.4718188218468887	1.0896292423755401e-294
PA14_20900	PA3336	0.6277203062426214	0.0		most stable
PA14_45930	PA1433	0.45203092652657406	1.0935268010026832e-267
PA14_72370	PA5482	0.5001724528822222	0.0		most stable
PA14_17760	PA3596	0.7048678274572276	0.0		most stable
PA14_29680	PA2661	0.4259128156071172	1.113095303449416e-234
PA14_16630	PA3692	0.7314239403236333	0.0		most stable
PA14_61170	PA4622	0.5565304209920741	0.0		most stable
PA14_04340	PA0333	0.19498158812417693	5.640849071192558e-47		least stable
PA14_11240	PA4070	0.795812277445093	0.0		most stable
PA14_64280	PA4859	0.6412861944485752	0.0		most stable
PA14_02190	PA0174	0.7222252007335458	0.0		most stable
PA14_28420	PA2758	0.29635670454617286	7.100104450262466e-109
PA14_16640	PA3691	0.7332515471005941	0.0		most stable
PA14_52720	PA0895	0.6463317860273305	0.0	argD	most stable
PA14_17330	PA3634	0.4603008348787178	9.344092404226424e-279
PA14_12620	PA3962	0.4906795571446036	3.9e-322
PA14_51450	PA0994	0.4929493589672513	0.0	cupC3
PA14_54620	PA0747	0.7014573872547213	0.0		most stable
PA14_32310	PA2501	0.3792730420606273	1.4686111192884465e-182
PA14_72250	PA5474	0.46001530080032227	2.2793282030022952e-278
PA14_09090	PA4240	0.8314714380551537	0.0	rpsK	most stable
PA14_36450	PA2176	0.7257004739996071	0.0		most stable
PA14_64580	PA4886	0.41194001742687514	3.5116557228186765e-218
PA14_71250	PA5397	0.7117434182840127	0.0		most stable
PA14_13830	PA3872	0.4407253409171056	4.818804237352305e-253	narI
PA14_04850	PA0369	0.7141418058357528	0.0		most stable
PA14_18330	PA3556	0.2852591210114834	1.1301777166762039e-100	arnT
PA14_48520	PA1222	0.5413859088603077	0.0		most stable
PA14_28390	PA2761	0.33422700839749625	1.0072642109250734e-139
PA14_00300	PA0026	0.5314460742414523	0.0	plcB	most stable
PA14_42440	PA1709	0.48868945359687843	3.7012e-319	popD
PA14_55520	PA0678	0.7712604241119554	0.0	hxcU	most stable
PA14_18680	PA3530	0.2454594427044486	3.2227029890033783e-74
PA14_08970	PA4251	0.847726120102619	0.0	rplE	most stable
PA14_44970	PA1505	0.5281754068948932	0.0	moaA2	most stable
PA14_45170	PA1489	0.2043897585113028	1.5417481160967004e-51
PA14_42700	PA1686	0.6798763070186497	0.0	alkA	most stable
PA14_02490	PA0197	0.7696332596749901	0.0	tonB2	most stable
PA14_61500	PA4648	0.7662329884004568	0.0		most stable
PA14_25420	PA2989	0.3684169610596478	1.3601245584844212e-171
PA14_08830	PA4265	0.773225337499991	0.0	tufA	most stable
PA14_36100	PA2212	0.7758003201460819	0.0	pdxA	most stable
PA14_71640	PA5428	0.4359313493621587	5.3308845521639235e-247
PA14_57690	PA4441	0.6481523006330944	0.0		most stable
PA14_43520	PA1624	0.5913398334649921	0.0		most stable
PA14_52020	PA0946	0.6427052361477001	0.0		most stable
PA14_67200	PA5087	0.47382824218387376	1.564577800252385e-297
PA14_23610	PA3132	0.315094757657569	1.4165002081012371e-123
PA14_07250	PA0557	0.7319130955216903	0.0		most stable
PA14_30400	PA2605	0.6312698351086818	0.0		most stable
PA14_19450	PA3453	0.6978567432603071	0.0		most stable
PA14_52510	PA0908	0.5769026189063816	0.0		most stable
PA14_14250	PA3847	0.4918077733576003	1e-323
PA14_39590	PA1927	0.0464087585422066	0.0006865134025971487	metE	least stable
PA14_71080	PA5381	0.3747865550882285	5.625853572667593e-178
PA14_50800	PA1049	0.5545425909833059	0.0	pdxH	most stable
PA14_34770	PA2309	0.6583736694704202	0.0		most stable
PA14_16670	PA3689	0.6392611895307032	0.0		most stable
PA14_33170	PA2432	0.18825232049184973	7.487590765174533e-44		least stable
PA14_00960	PA0080	0.6033753038456731	0.0		most stable
PA14_45950	PA1431	0.686216836018925	0.0	rsaL	most stable
PA14_11410	PA4055	0.7698890410466864	0.0	ribC	most stable
PA14_63750	PA4822	0.41093507732259366	5.0368514598430796e-217
PA14_30830	PA2572	0.8034419169264113	0.0		most stable
PA14_18110	PA3571	0.1310509182933713	6.391184391875011e-22	mmsR	least stable
PA14_08350	PA0650	0.6493028171777849	0.0	trpD	most stable
PA14_43190	PA1648	0.5631170987724596	0.0		most stable
PA14_27920	PA2800	0.7321870953351387	0.0		most stable
PA14_00450	PA0036	0.39942987643911143	4.616069409889428e-204	trpB
PA14_05850	PA0448	0.4680550426018468	2.0477226238565855e-289
PA14_40390	PA1863	0.34576642467640933	4.879275323179285e-150	modA
PA14_11250	PA4069	0.7800701318629735	0.0		most stable
PA14_06130	PA0468	0.7099841423696072	0.0		most stable
PA14_37490	PA2089	0.7847887427317327	0.0		most stable
PA14_53260	PA0851	0.706276534281331	0.0		most stable
PA14_42880	PA1671	0.6805532711143674	0.0	stk1	most stable
PA14_46260	PA1406	0.6303823902639019	0.0		most stable
PA14_42570	PA1697	0.629922742484351	0.0	pscN	most stable
PA14_36710	PA2153	0.7266314324923584	0.0	glgB	most stable
PA14_05440	PA0418	0.6097503116576033	0.0		most stable
PA14_58060	PA4473	0.39645448102109176	8.585802494282403e-201
PA14_36360	PA2187	0.582067908325837	0.0		most stable
PA14_51040	PA1028	0.7289439178930458	0.0		most stable
PA14_34250	PA2352	0.7431169779558763	0.0		most stable
PA14_66670	PA5045	0.5731387619109445	0.0	ponA	most stable
PA14_27500	PA2828	0.8287459339545286	0.0		most stable
PA14_09340	PA4221	0.6919987196511763	0.0	fptA	most stable
PA14_42200	PA1728	0.7450477498490902	0.0		most stable
PA14_63330	PA4792	0.2665698316734404	1.1033686753818453e-87
PA14_65150	PA4932	0.8243851773377503	0.0	rplI	most stable
PA14_08840	PA4264	0.8269605041402293	0.0	rpsJ	most stable
PA14_00580	PA0046	0.8273120765102722	0.0		most stable
PA14_38880	PA1981	0.8131741747114077	0.0		most stable
PA14_13090	PA3925	0.6337177357676769	0.0		most stable
PA14_36760	PA2150	0.6447224251878303	0.0		most stable
PA14_46470	PA1375	0.638429165797697	0.0	pdxB	most stable
PA14_70110	PA5310	0.495404477526288	0.0
PA14_65720	PA4972	0.40369496532819593	8.293017356691432e-209
PA14_65960	PA4988	0.794778878421784	0.0	waaA	most stable
PA14_26460	PA2909	0.6821310411190319	0.0	cobK	most stable
PA14_32700	PA2469	0.577847229955316	0.0		most stable
PA14_56160	PA4322	0.7903591045389574	0.0		most stable
PA14_51930	PA0953	0.4793098473141306	2.196651778541829e-305
PA14_14140	PA3855	0.5112562291989603	0.0		most stable
PA14_67600	PA5119	0.6564439677611311	0.0	glnA	most stable
PA14_21900	PA3255	0.2386328922060127	3.939954104913759e-70
PA14_30180	PA2624	0.7773754289730536	0.0	idh	most stable
PA14_65320	PA4945	0.562746261013763	0.0	miaA	most stable
PA14_00800	PA0068	0.611851369566986	0.0		most stable
PA14_28410	PA2759	0.5707423266697095	0.0		most stable
PA14_10540	PA4131	0.5935251455537266	0.0		most stable
PA14_56940	PA4380	0.6444461820545927	0.0		most stable
PA14_07340	PA0564	0.5655609438754658	0.0		most stable
PA14_42120	PA1734	0.5122777431166512	0.0		most stable
PA14_00030	PA0003	0.8356241191999344	0.0	recF	most stable
PA14_21290	PA3304	0.29074055295890944	1.1172791951950387e-104
PA14_20860	PA3340	0.7835470492410503	0.0		most stable
PA14_58240	PA4488	0.7905428172831745	0.0		most stable
PA14_27550	PA2824	0.6437644238538047	0.0		most stable
PA14_26300	PA2919	0.7211966351939808	0.0		most stable
PA14_66640	PA5042	0.4473641779160826	1.4156842424593426e-261	pilO
PA14_02110	PA0169	0.7334190208230882	0.0		most stable
PA14_61150	PA4621	0.5459617142372233	0.0		most stable
PA14_33550	PA2408	0.5686919514123637	0.0		most stable
PA14_05130	PA0392	0.7065156766228812	0.0		most stable
PA14_23970	PA3105	0.5200079232364112	0.0	xcpQ	most stable
PA14_64400	PA4869	0.28000298658162315	6.452059131642184e-97
PA14_28940	PA2723	0.5064862866579941	0.0		most stable
PA14_27410	PA2837	0.871063573893145	0.0		most stable
PA14_06640	PA0508	0.41269501855006724	4.71976055087395e-219
PA14_24340	PA3078	0.43296456646622933	2.6213436922575224e-243
PA14_63540	PA4808	0.4523253097640605	4.4674538556366213e-268	selA
PA14_70800	PA5365	0.4741012654531089	6.407085030068532e-298	phoU
PA14_63290	PA4788	0.7566955467176122	0.0	phaJ3	most stable
PA14_15180	PA3781	0.6856204876289136	0.0		most stable
PA14_70270	PA5322	0.5946262718087558	0.0	algC	most stable
PA14_48310	PA1235	0.7406317916610377	0.0		most stable
PA14_29030	PA2716	0.8437370418244077	0.0		most stable
PA14_01670	PA0136	0.7184460088163628	0.0		most stable
PA14_27460	PA2832	0.2836159319200403	1.7231037570161744e-99	tpm
PA14_46880	PA1345	0.7062633458235484	0.0		most stable
PA14_63320	PA4791	0.5838327162762093	0.0		most stable
PA14_01790	PA0145	0.4731478926297578	1.4423490635216692e-296
PA14_60470	PA4569	0.8161455049118238	0.0	ispB	most stable
PA14_22330	PA3236	0.5791070863083666	0.0		most stable
PA14_05510	PA0423	0.5825166195527315	0.0		most stable
PA14_35110	PA2278	0.6209474287179246	0.0	arsB	most stable
PA14_17410	PA3628	0.5344275564879508	0.0		most stable
PA14_39990	PA1897	0.35718643358039687	1.0994158082853995e-160
PA14_26240	PA2923	0.8768467985617161	0.0	hisJ	most stable
PA14_37340	PA2108	0.540277104373357	0.0		most stable
PA14_54340	PA0769	0.6832001530617783	0.0		most stable
PA14_60500	PA4572	0.45188877559979385	1.6843031595913867e-267	fklB
PA14_12530	PA3969	0.530209675252059	0.0		most stable
